"slugSeason","numberGameTeamSeason","numberGamePlayerSeason","slugMatchup","idGame","outcomeGame","locationGame","nameTeam","slugOpponent","dateGame","idPlayer","namePlayer","minutes","fgm","fga","fg3m","fg3a","ftm","fta","pts","oreb","dreb","treb","ast","stl","blk","tov","pf","plusminus","dateBirth","yearDraft","numberRound","numberOverallPick","nameSchool","heightInches","weightLBS","heightFeet"
"2019-20",24,24,"MIA vs. ATL",21900354,"W","H","Miami Heat","ATL",2019-12-10,1629130,"Duncan Robinson",43,12,16,10,14,0,0,34,0,3,3,4,0,1,0,3,26,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",25,11,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,1627884,"Derrick Jones Jr.",28,4,6,2,3,7,8,17,0,4,4,4,2,0,0,3,0,1997-02-15,NA,NA,NA,"UNLV",78,210,6.4999999974
"2019-20",25,24,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,1629639,"Tyler Herro",24,3,12,1,6,0,0,7,0,3,3,1,0,0,1,0,6,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",25,21,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,202710,"Jimmy Butler",37,9,20,0,5,5,6,23,0,3,3,3,4,0,2,1,-2,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
"2019-20",25,25,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,203086,"Meyers Leonard",14,2,3,1,2,0,0,5,0,0,0,1,0,0,1,2,-13,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",25,25,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,203482,"Kelly Olynyk",21,4,8,1,4,6,7,15,1,5,6,3,0,0,1,5,8,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",25,25,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,1628389,"Bam Adebayo",35,5,11,0,0,2,5,12,4,8,12,5,0,1,2,2,-8,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",25,25,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,1629130,"Duncan Robinson",36,3,8,3,7,0,0,9,0,3,3,0,0,0,0,3,-1,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",25,25,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,1629134,"Kendrick Nunn",36,7,15,2,6,0,0,16,0,2,2,7,2,0,1,4,-11,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",25,23,"MIA vs. LAL",21900374,"L","H","Miami Heat","LAL",2019-12-13,1629735,"Chris Silva",8,2,2,0,0,2,2,6,0,1,1,0,0,1,0,1,6,1996-09-19,NA,NA,NA,"South Carolina",80,234,6.666666664
"2019-20",26,26,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,203086,"Meyers Leonard",16,4,7,2,5,0,0,10,0,4,4,1,0,0,0,2,4,1992-02-27,2012,1,11,"Illinois",84,260,6.9999999972
"2019-20",26,26,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,203482,"Kelly Olynyk",27,5,6,3,4,4,4,17,1,7,8,1,1,0,0,1,-4,1991-04-19,2013,1,13,"Gonzaga",83,240,6.9166666639
"2019-20",26,12,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,1627884,"Derrick Jones Jr.",29,3,6,1,3,2,3,9,0,4,4,1,3,1,2,3,-6,1997-02-15,NA,NA,NA,"UNLV",78,210,6.4999999974
"2019-20",26,26,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,1628389,"Bam Adebayo",37,7,12,0,0,4,7,18,2,9,11,10,2,2,1,4,15,1997-07-18,2017,1,14,"Kentucky",81,255,6.7499999973
"2019-20",26,26,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,1629130,"Duncan Robinson",36,3,10,3,10,0,0,9,0,6,6,1,0,0,0,2,-6,1994-04-22,NA,NA,NA,"Michigan",79,215,6.5833333307
"2019-20",26,26,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,1629134,"Kendrick Nunn",38,5,14,3,6,0,0,13,0,6,6,4,1,0,3,4,9,1995-08-03,NA,NA,NA,"Oakland",74,190,6.1666666642
"2019-20",26,25,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,1629639,"Tyler Herro",39,4,14,3,6,8,8,19,1,5,6,2,0,0,0,0,1,2000-01-20,2019,1,13,"Kentucky",77,195,6.4166666641
"2019-20",26,22,"MIA @ DAL",21900384,"W","A","Miami Heat","DAL",2019-12-14,202710,"Jimmy Butler",43,8,22,1,6,10,12,27,1,3,4,7,1,0,2,2,7,1989-09-14,2011,1,30,"Marquette",79,230,6.5833333307
