"idPlayer","namePlayer","dateBirth","numberJersey","idTeam","teamName","slugTeam","cityTeam","slugPlayer","yearSeasonFirst","yearSeasonLast","yearDraft","numberRound","numberOverallPick","slugSeason","nameSchool","nameOrganizationFrom","heightInches","weightLBS","countSeasonsPlayed","pts","ast","treb","ratioPIE","urlNBAAPI","nameFirst","nameLast","namePlayerAbbr","codeTeam","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
1713,"Vince Carter",1977-01-26,15,1610612737,"Hawks","ATL","Atlanta","vince_carter",1999,2020,1998,1,5,"2019-20","North Carolina","North Carolina/USA",78,220,21,5.3,1,2,0.046,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=1713","Vince","Carter","V. Carter","hawks","https://stats.nba.com/player/1713","https://stats.nba.com/media/players/230x185/1713.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1713.png","https://stats.nba.com/media/players/700/1713.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1713.png"
2199,"Tyson Chandler",1982-10-02,19,1610612745,"Rockets","HOU","Houston","tyson_chandler",2002,2020,2001,1,2,"2019-20","No College","Dominguez HS (CA)/USA",84,235,18,1.5,0.3,2.8,0.075,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2199","Tyson","Chandler","T. Chandler","rockets","https://stats.nba.com/player/2199","https://stats.nba.com/media/players/230x185/2199.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2199.png","https://stats.nba.com/media/players/700/2199.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2199.png"
2200,"Pau Gasol",1980-07-06,17,1610612749,"Bucks","MIL","Milwaukee","pau_gasol",2002,2019,2001,1,3,"career",NA,"Spain",84,250,18,17,3.2,9.2,NA,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2200","Pau","Gasol","P. Gasol","bucks","https://stats.nba.com/player/2200","https://stats.nba.com/media/players/230x185/2200.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2200.png","https://stats.nba.com/media/players/700/2200.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2200.png"
2544,"LeBron James",1984-12-30,23,1610612747,"Lakers","LAL","Los Angeles","lebron_james",2004,2020,2003,1,1,"2019-20","No College","St. Vincent-St. Mary HS (OH)/USA",81,250,16,25.3,10.9,7.7,0.195,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2544","LeBron","James","L. James","lakers","https://stats.nba.com/player/2544","https://stats.nba.com/media/players/230x185/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png","https://stats.nba.com/media/players/700/2544.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png"
2546,"Carmelo Anthony",1984-05-29,0,1610612757,"Trail Blazers","POR","Portland","carmelo_anthony",2004,2020,2003,1,3,"2019-20","Syracuse","Syracuse/USA",80,238,16,16.2,1.2,6.2,0.081,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2546","Carmelo","Anthony","C. Anthony","blazers","https://stats.nba.com/player/2546","https://stats.nba.com/media/players/230x185/2546.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2546.png","https://stats.nba.com/media/players/700/2546.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2546.png"
2594,"Kyle Korver",1981-03-17,26,1610612749,"Bucks","MIL","Milwaukee","kyle_korver",2004,2020,2003,2,51,"2019-20","Creighton","Creighton/USA",79,212,16,6.4,1.1,1.9,0.067,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2594","Kyle","Korver","K. Korver","bucks","https://stats.nba.com/player/2594","https://stats.nba.com/media/players/230x185/2594.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2594.png","https://stats.nba.com/media/players/700/2594.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2594.png"
2617,"Udonis Haslem",1980-06-09,40,1610612748,"Heat","MIA","Miami","udonis_haslem",2004,2020,NA,NA,NA,"2019-20","Florida","Florida/USA",80,235,16,2.5,0,1.5,0.119,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2617","Udonis","Haslem","U. Haslem","heat","https://stats.nba.com/player/2617","https://stats.nba.com/media/players/230x185/2617.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2617.png","https://stats.nba.com/media/players/700/2617.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2617.png"
2730,"Dwight Howard",1985-12-08,39,1610612747,"Lakers","LAL","Los Angeles","dwight_howard",2005,2020,2004,1,1,"2019-20","No College","SW Atlanta Christian Academy (GA)/USA",82,265,15,7.1,0.7,6.8,0.107,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2730","Dwight","Howard","D. Howard","lakers","https://stats.nba.com/player/2730","https://stats.nba.com/media/players/230x185/2730.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2730.png","https://stats.nba.com/media/players/700/2730.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2730.png"
2772,"Trevor Ariza",1985-06-30,0,1610612758,"Kings","SAC","Sacramento","trevor_ariza",2005,2020,2004,2,43,"2019-20","UCLA","UCLA/USA",80,215,15,5.3,1.4,4.5,0.074,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=2772","Trevor","Ariza","T. Ariza","kings","https://stats.nba.com/player/2772","https://stats.nba.com/media/players/230x185/2772.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2772.png","https://stats.nba.com/media/players/700/2772.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2772.png"
101107,"Marvin Williams",1986-06-19,2,1610612766,"Hornets","CHA","Charlotte","marvin_williams",2006,2020,2005,1,2,"2019-20","North Carolina","North Carolina/USA",80,237,14,7.3,1,2.8,0.081,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101107","Marvin","Williams","M. Williams","hornets","https://stats.nba.com/player/101107","https://stats.nba.com/media/players/230x185/101107.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101107.png","https://stats.nba.com/media/players/700/101107.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101107.png"
101108,"Chris Paul",1985-05-06,3,1610612760,"Thunder","OKC","Oklahoma City","chris_paul",2006,2020,2005,1,4,"2019-20","Wake Forest","Wake Forest/USA",73,175,14,16.6,6.5,5,0.148,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101108","Chris","Paul","C. Paul","thunder","https://stats.nba.com/player/101108","https://stats.nba.com/media/players/230x185/101108.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101108.png","https://stats.nba.com/media/players/700/101108.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101108.png"
101133,"Ian Mahinmi",1986-11-05,28,1610612764,"Wizards","WAS","Washington","ian_mahinmi",2008,2020,2005,1,28,"2019-20",NA,"Pau Orthez/France",83,262,11,8.5,0.8,5.8,0.081,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101133","Ian","Mahinmi","I. Mahinmi","wizards","https://stats.nba.com/player/101133","https://stats.nba.com/media/players/230x185/101133.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101133.png","https://stats.nba.com/media/players/700/101133.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101133.png"
101139,"CJ Miles",1987-03-18,34,1610612764,"Wizards","WAS","Washington","cj_miles",2006,2020,2005,2,34,"2019-20","No College","Skyline HS (Dallas, TX)/USA",78,220,14,6.4,1.2,1.2,0.048,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101139","CJ","Miles","C. Miles","wizards","https://stats.nba.com/player/101139","https://stats.nba.com/media/players/230x185/101139.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101139.png","https://stats.nba.com/media/players/700/101139.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101139.png"
101141,"Ersan Ilyasova",1987-05-15,7,1610612749,"Bucks","MIL","Milwaukee","ersan_ilyasova",2007,2020,2005,2,36,"2019-20",NA,"FC Barcelona/Turkey",81,235,11,8.4,1.1,5.5,0.132,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101141","Ersan","Ilyasova","E. Ilyasova","bucks","https://stats.nba.com/player/101141","https://stats.nba.com/media/players/230x185/101141.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101141.png","https://stats.nba.com/media/players/700/101141.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101141.png"
101150,"Lou Williams",1986-10-27,23,1610612746,"Clippers","LAC","LA","lou_williams",2006,2020,2005,2,45,"2019-20","No College","South Gwinnett HS (Snellville, GA)/USA",73,175,14,19.1,6.2,3.1,0.123,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101150","Lou","Williams","L. Williams","clippers","https://stats.nba.com/player/101150","https://stats.nba.com/media/players/230x185/101150.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101150.png","https://stats.nba.com/media/players/700/101150.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101150.png"
200746,"LaMarcus Aldridge",1985-07-19,12,1610612759,"Spurs","SAS","San Antonio","lamarcus_aldridge",2007,2020,2006,1,2,"2019-20","Texas","Texas/USA",83,250,13,19.5,2.4,7.8,0.132,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200746","LaMarcus","Aldridge","L. Aldridge","spurs","https://stats.nba.com/player/200746","https://stats.nba.com/media/players/230x185/200746.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png","https://stats.nba.com/media/players/700/200746.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png"
200752,"Rudy Gay",1986-08-17,22,1610612759,"Spurs","SAS","San Antonio","rudy_gay",2007,2020,2006,1,8,"2019-20","Connecticut","Connecticut/USA",80,250,13,10.7,1.9,5.8,0.116,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200752","Rudy","Gay","R. Gay","spurs","https://stats.nba.com/player/200752","https://stats.nba.com/media/players/230x185/200752.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200752.png","https://stats.nba.com/media/players/700/200752.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200752.png"
200755,"JJ Redick",1984-06-24,4,1610612740,"Pelicans","NOP","New Orleans","jj_redick",2007,2020,2006,1,11,"2019-20","Duke","Duke/USA",75,200,13,15.3,1.9,2.8,0.092,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200755","JJ","Redick","J. Redick","pelicans","https://stats.nba.com/player/200755","https://stats.nba.com/media/players/230x185/200755.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200755.png","https://stats.nba.com/media/players/700/200755.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200755.png"
200757,"Thabo Sefolosha",1984-05-02,18,1610612745,"Rockets","HOU","Houston","thabo_sefolosha",2007,2020,2006,1,13,"2019-20",NA,"Angelico Biella/Switzerland",78,215,13,1.7,0.7,2.1,0.051,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200757","Thabo","Sefolosha","T. Sefolosha","rockets","https://stats.nba.com/player/200757","https://stats.nba.com/media/players/230x185/200757.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200757.png","https://stats.nba.com/media/players/700/200757.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200757.png"
200765,"Rajon Rondo",1986-02-22,9,1610612747,"Lakers","LAL","Los Angeles","rajon_rondo",2007,2020,2006,1,21,"2019-20","Kentucky","Kentucky/USA",73,180,13,7.4,5.4,3.4,0.121,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200765","Rajon","Rondo","R. Rondo","lakers","https://stats.nba.com/player/200765","https://stats.nba.com/media/players/230x185/200765.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200765.png","https://stats.nba.com/media/players/700/200765.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200765.png"
200768,"Kyle Lowry",1986-03-25,7,1610612761,"Raptors","TOR","Toronto","kyle_lowry",2007,2020,2006,1,24,"2019-20","Villanova","Villanova/USA",72,196,13,20.7,7.5,4.8,0.126,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200768","Kyle","Lowry","K. Lowry","raptors","https://stats.nba.com/player/200768","https://stats.nba.com/media/players/230x185/200768.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png","https://stats.nba.com/media/players/700/200768.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png"
200782,"P.J. Tucker",1985-05-05,17,1610612745,"Rockets","HOU","Houston","pj_tucker",2007,2020,2006,2,35,"2019-20","Texas","Texas/USA",77,245,8,8.8,1.4,7.3,0.069,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200782","P.J.","Tucker","P. Tucker","rockets","https://stats.nba.com/player/200782","https://stats.nba.com/media/players/230x185/200782.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200782.png","https://stats.nba.com/media/players/700/200782.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200782.png"
200794,"Paul Millsap",1985-02-10,4,1610612743,"Nuggets","DEN","Denver","paul_millsap",2007,2020,2006,2,47,"2019-20","Louisiana Tech","Louisiana Tech/USA",79,257,13,12.2,1.4,5.9,0.111,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200794","Paul","Millsap","P. Millsap","nuggets","https://stats.nba.com/player/200794","https://stats.nba.com/media/players/230x185/200794.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200794.png","https://stats.nba.com/media/players/700/200794.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200794.png"
200826,"J.J. Barea",1984-06-26,5,1610612742,"Mavericks","DAL","Dallas","j.j._barea",2007,2020,NA,NA,NA,"2019-20","Northeastern","Northeastern/Puerto Rico",70,180,13,9.6,3.1,1.8,0.14,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200826","J.J.","Barea","J. Barea","mavericks","https://stats.nba.com/player/200826","https://stats.nba.com/media/players/230x185/200826.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200826.png","https://stats.nba.com/media/players/700/200826.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200826.png"
201143,"Al Horford",1986-06-03,42,1610612755,"76ers","PHI","Philadelphia","al_horford",2008,2020,2007,1,3,"2019-20","Florida","Florida/Domincan Republic",81,240,12,12.4,3.8,6.5,0.112,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201143","Al","Horford","A. Horford","sixers","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
201144,"Mike Conley",1987-10-11,10,1610612762,"Jazz","UTA","Utah","mike_conley",2008,2020,2007,1,4,"2019-20","Ohio State","Ohio State/USA",73,175,12,13.6,4.6,3.3,0.086,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201144","Mike","Conley","M. Conley","jazz","https://stats.nba.com/player/201144","https://stats.nba.com/media/players/230x185/201144.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png","https://stats.nba.com/media/players/700/201144.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png"
201145,"Jeff Green",1986-08-28,NA,0,NA,NA,NA,"jeff_green",2008,2020,2007,1,5,"2019-20","Georgetown","Georgetown/USA",NA,NA,11,7.8,0.7,2.7,0.068,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201145","Jeff","Green","J. Green",NA,"https://stats.nba.com/player/201145","https://stats.nba.com/media/players/230x185/201145.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png","https://stats.nba.com/media/players/700/201145.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png"
201152,"Thaddeus Young",1988-06-21,21,1610612741,"Bulls","CHI","Chicago","thaddeus_young",2008,2020,2007,1,12,"2019-20","Georgia Tech","Georgia Tech/USA",80,235,12,8.6,1.9,4.4,0.08,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201152","Thaddeus","Young","T. Young","bulls","https://stats.nba.com/player/201152","https://stats.nba.com/media/players/230x185/201152.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201152.png","https://stats.nba.com/media/players/700/201152.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201152.png"
201158,"Marco Belinelli",1986-03-25,18,1610612759,"Spurs","SAS","San Antonio","marco_belinelli",2008,2020,2007,1,18,"2019-20",NA,"Fortitudo Bologna/Italy",77,220,12,5.7,1.2,1.6,0.054,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201158","Marco","Belinelli","M. Belinelli","spurs","https://stats.nba.com/player/201158","https://stats.nba.com/media/players/230x185/201158.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201158.png","https://stats.nba.com/media/players/700/201158.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201158.png"
201162,"Jared Dudley",1985-07-10,10,1610612747,"Lakers","LAL","Los Angeles","jared_dudley",2008,2020,2007,1,22,"2019-20","Boston College","Boston College/USA",78,237,12,1.5,0.6,0.9,0.06,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201162","Jared","Dudley","J. Dudley","lakers","https://stats.nba.com/player/201162","https://stats.nba.com/media/players/230x185/201162.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201162.png","https://stats.nba.com/media/players/700/201162.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201162.png"
201163,"Wilson Chandler",1987-05-10,21,1610612751,"Nets","BKN","Brooklyn","wilson_chandler",2008,2020,2007,1,23,"2019-20","DePaul","DePaul/USA",80,235,12,7,1.1,4.4,0.09,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201163","Wilson","Chandler","W. Chandler","nets","https://stats.nba.com/player/201163","https://stats.nba.com/media/players/230x185/201163.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201163.png","https://stats.nba.com/media/players/700/201163.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201163.png"
201188,"Marc Gasol",1985-01-29,33,1610612761,"Raptors","TOR","Toronto","marc_gasol",2009,2020,2007,2,48,"2019-20",NA,"FC Barcelona/Spain",83,255,11,6.6,3.4,6.6,0.08,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201188","Marc","Gasol","M. Gasol","raptors","https://stats.nba.com/player/201188","https://stats.nba.com/media/players/230x185/201188.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201188.png","https://stats.nba.com/media/players/700/201188.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201188.png"
201229,"Anthony Tolliver",1985-06-01,43,1610612757,"Trail Blazers","POR","Portland","anthony_tolliver",2009,2020,NA,NA,NA,"2019-20","Creighton","Creighton/USA",80,240,11,3.6,0.9,2.9,0.044,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201229","Anthony","Tolliver","A. Tolliver","blazers","https://stats.nba.com/player/201229","https://stats.nba.com/media/players/230x185/201229.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201229.png","https://stats.nba.com/media/players/700/201229.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201229.png"
201565,"Derrick Rose",1988-10-04,25,1610612765,"Pistons","DET","Detroit","derrick_rose",2009,2020,2008,1,1,"2019-20","Memphis","Memphis/USA",74,200,11,16.7,5.9,2.1,0.136,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201565","Derrick","Rose","D. Rose","pistons","https://stats.nba.com/player/201565","https://stats.nba.com/media/players/230x185/201565.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201565.png","https://stats.nba.com/media/players/700/201565.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201565.png"
201566,"Russell Westbrook",1988-11-12,0,1610612745,"Rockets","HOU","Houston","russell_westbrook",2009,2020,2008,1,4,"2019-20","UCLA","UCLA/USA",75,200,11,24.2,7.1,8,0.129,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201566","Russell","Westbrook","R. Westbrook","rockets","https://stats.nba.com/player/201566","https://stats.nba.com/media/players/230x185/201566.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png","https://stats.nba.com/media/players/700/201566.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png"
201567,"Kevin Love",1988-09-07,0,1610612739,"Cavaliers","CLE","Cleveland","kevin_love",2009,2020,2008,1,5,"2019-20","UCLA","UCLA/USA",80,251,11,16.6,2.9,10.5,0.149,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201567","Kevin","Love","K. Love","cavaliers","https://stats.nba.com/player/201567","https://stats.nba.com/media/players/230x185/201567.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201567.png","https://stats.nba.com/media/players/700/201567.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201567.png"
201568,"Danilo Gallinari",1988-08-08,8,1610612760,"Thunder","OKC","Oklahoma City","danilo_gallinari",2009,2020,2008,1,6,"2019-20",NA,"Olimpia Milano/Italy",82,233,11,17.9,2.2,5.6,0.125,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201568","Danilo","Gallinari","D. Gallinari","thunder","https://stats.nba.com/player/201568","https://stats.nba.com/media/players/230x185/201568.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201568.png","https://stats.nba.com/media/players/700/201568.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201568.png"
201569,"Eric Gordon",1988-12-25,10,1610612745,"Rockets","HOU","Houston","eric_gordon",2009,2020,2008,1,7,"2019-20","Indiana","Indiana/USA",75,215,11,11.8,1,1.7,0.024,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201569","Eric","Gordon","E. Gordon","rockets","https://stats.nba.com/player/201569","https://stats.nba.com/media/players/230x185/201569.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201569.png","https://stats.nba.com/media/players/700/201569.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201569.png"
201571,"D.J. Augustin",1987-11-10,14,1610612753,"Magic","ORL","Orlando","d.j._augustin",2009,2020,2008,1,9,"2019-20","Texas","Texas/USA",71,183,11,10.7,4.8,2.4,0.111,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201571","D.J.","Augustin","D. Augustin","magic","https://stats.nba.com/player/201571","https://stats.nba.com/media/players/230x185/201571.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201571.png","https://stats.nba.com/media/players/700/201571.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201571.png"
201572,"Brook Lopez",1988-04-01,11,1610612749,"Bucks","MIL","Milwaukee","brook_lopez",2009,2020,2008,1,10,"2019-20","Stanford","Stanford/USA",84,282,11,10.4,1.6,4.9,0.083,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201572","Brook","Lopez","B. Lopez","bucks","https://stats.nba.com/player/201572","https://stats.nba.com/media/players/230x185/201572.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201572.png","https://stats.nba.com/media/players/700/201572.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201572.png"
201577,"Robin Lopez",1988-04-01,42,1610612749,"Bucks","MIL","Milwaukee","robin_lopez",2009,2020,2008,1,15,"2019-20","Stanford","Stanford/USA",84,281,11,5.8,0.7,2.6,0.069,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201577","Robin","Lopez","R. Lopez","bucks","https://stats.nba.com/player/201577","https://stats.nba.com/media/players/230x185/201577.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png","https://stats.nba.com/media/players/700/201577.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png"
201580,"JaVale McGee",1988-01-19,7,1610612747,"Lakers","LAL","Los Angeles","javale_mcgee",2009,2020,2008,1,18,"2019-20","Nevada-Reno","Nevada-Reno/USA",84,270,11,6.9,0.7,5.8,0.115,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201580","JaVale","McGee","J. McGee","lakers","https://stats.nba.com/player/201580","https://stats.nba.com/media/players/230x185/201580.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201580.png","https://stats.nba.com/media/players/700/201580.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201580.png"
201583,"Ryan Anderson",1988-05-06,NA,0,NA,NA,NA,"ryan_anderson",2009,2020,2008,1,21,"2019-20","California","California/USA",NA,NA,11,2.5,1,3.5,0.115,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201583","Ryan","Anderson","R. Anderson",NA,"https://stats.nba.com/player/201583","https://stats.nba.com/media/players/230x185/201583.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201583.png","https://stats.nba.com/media/players/700/201583.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201583.png"
201584,"Courtney Lee",1985-10-03,1,1610612742,"Mavericks","DAL","Dallas","courtney_lee",2009,2020,2008,1,22,"2019-20","Western Kentucky","Western Kentucky/USA",77,215,11,3.7,0.3,0.3,0.062,"https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=201584","Courtney","Lee","C. Lee","mavericks","https://stats.nba.com/player/201584","https://stats.nba.com/media/players/230x185/201584.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201584.png","https://stats.nba.com/media/players/700/201584.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201584.png"
