"idGame","slugTeam","idTeam","teamName","cityTeam","minExact","ptsOffTOV","ptsSecondChance","ptsFastBreak","ptsPaint","ptsOffTOVOpponent","ptsSecondChanceOpponent","ptsFastBreakOpponent","ptsPaintOpponent","blk","blka","pf","pfd"
21900420,"MEM",1610612763,"Grizzlies","Memphis",240,22,8,23,56,11,22,14,34,8,10,17,12
21900420,"CLE",1610612739,"Cavaliers","Cleveland",240,11,22,14,34,22,8,23,56,10,8,12,17
21900421,"SAC",1610612758,"Kings","Sacramento",240,11,23,11,48,16,6,14,42,6,7,15,15
21900421,"IND",1610612754,"Pacers","Indiana",240,16,6,14,42,11,23,11,48,7,6,15,15
21900422,"DET",1610612765,"Pistons","Detroit",240,22,20,12,34,32,14,15,58,2,9,16,19
21900422,"BOS",1610612738,"Celtics","Boston",240,32,14,15,58,22,20,12,34,9,2,19,16
21900423,"WAS",1610612764,"Wizards","Washington",240,20,15,25,36,14,9,16,40,1,3,28,25
21900423,"TOR",1610612761,"Raptors","Toronto",240,14,9,16,40,20,15,25,36,3,1,25,28
21900424,"NYK",1610612752,"Knicks","New York",240,26,17,10,44,6,16,10,42,2,3,25,22
21900424,"MIA",1610612748,"Heat","Miami",240,6,16,10,42,26,17,10,44,3,2,22,25
21900425,"PHI",1610612755,"76ers","Philadelphia",240,19,8,18,38,23,8,17,48,2,4,16,17
21900425,"DAL",1610612742,"Mavericks","Dallas",240,23,8,17,48,19,8,18,38,4,2,17,16
21900426,"PHX",1610612756,"Suns","Phoenix",240,16,9,6,38,24,11,4,58,4,7,29,23
21900426,"OKC",1610612760,"Thunder","Oklahoma City",240,24,11,4,58,16,9,6,38,7,4,23,29
21900427,"MIN",1610612750,"Timberwolves","Minnesota",240,16,12,9,48,22,14,11,56,8,5,15,22
21900427,"DEN",1610612743,"Nuggets","Denver",240,22,14,11,56,16,12,9,48,5,8,22,15
21900428,"POR",1610612757,"Trail Blazers","Portland",240,11,9,21,30,14,20,11,52,11,5,24,16
21900428,"ORL",1610612753,"Magic","Orlando",240,14,20,11,52,11,9,21,30,5,11,16,24
21900429,"NOP",1610612740,"Pelicans","New Orleans",240,19,16,15,46,17,10,19,32,5,4,19,24
21900429,"GSW",1610612744,"Warriors","Golden State",240,17,10,19,32,19,16,15,46,4,5,24,19
21900430,"UTA",1610612762,"Jazz","Utah",240,16,12,3,36,24,19,15,48,4,4,27,25
21900430,"CHA",1610612766,"Hornets","Charlotte",240,24,19,15,48,16,12,3,36,4,4,25,27
21900431,"BKN",1610612751,"Nets","Brooklyn",240,22,17,16,66,16,15,17,50,4,5,18,22
21900431,"ATL",1610612737,"Hawks","Atlanta",240,16,15,17,50,22,17,16,66,5,4,22,18
21900432,"DET",1610612765,"Pistons","Detroit",240,23,13,8,46,19,14,19,42,4,4,20,13
21900432,"CHI",1610612741,"Bulls","Chicago",240,19,14,19,42,23,13,8,46,4,4,13,20
21900433,"WAS",1610612764,"Wizards","Washington",240,11,15,15,46,12,17,19,54,3,4,21,26
21900433,"PHI",1610612755,"76ers","Philadelphia",240,12,17,19,54,11,15,15,46,4,3,26,21
21900434,"NYK",1610612752,"Knicks","New York",240,10,9,5,42,20,20,19,32,6,14,27,16
21900434,"MIL",1610612749,"Bucks","Milwaukee",240,20,20,19,32,10,9,5,42,14,6,16,27
21900435,"SAC",1610612758,"Kings","Sacramento",240,22,31,17,60,13,5,20,40,3,6,23,16
21900435,"MEM",1610612763,"Grizzlies","Memphis",240,13,5,20,40,22,31,17,60,6,3,16,23
21900436,"SAS",1610612759,"Spurs","San Antonio",240,17,4,13,40,36,23,26,74,8,2,20,19
21900436,"LAC",1610612746,"Clippers","LA",240,36,23,26,74,17,4,13,40,2,8,19,20
21900437,"PHX",1610612756,"Suns","Phoenix",240,14,14,11,64,16,6,13,50,1,5,18,23
21900437,"HOU",1610612745,"Rockets","Houston",240,16,6,13,50,14,14,11,64,5,1,23,18
21900438,"POR",1610612757,"Trail Blazers","Portland",240,20,16,10,42,10,7,7,40,13,8,21,18
21900438,"MIN",1610612750,"Timberwolves","Minnesota",240,10,7,7,40,20,16,10,42,8,13,18,21
21900439,"TOR",1610612761,"Raptors","Toronto",240,18,17,17,50,12,17,10,30,5,4,21,22
21900439,"DAL",1610612742,"Mavericks","Dallas",240,12,17,10,30,18,17,17,50,4,5,22,21
21900440,"CHA",1610612766,"Hornets","Charlotte",240,18,2,2,44,10,16,10,56,5,9,17,24
21900440,"BOS",1610612738,"Celtics","Boston",240,10,16,10,56,18,2,2,44,9,5,24,17
21900441,"MIL",1610612749,"Bucks","Milwaukee",240,11,21,18,48,5,15,14,34,9,5,7,15
21900441,"IND",1610612754,"Pacers","Indiana",240,5,15,14,34,11,21,18,48,5,9,15,7
21900442,"OKC",1610612760,"Thunder","Oklahoma City",240,27,13,4,60,16,8,3,40,4,2,20,23
21900442,"LAC",1610612746,"Clippers","LA",240,16,8,3,40,27,13,4,60,2,4,23,20
21900443,"LAL",1610612747,"Lakers","Los Angeles",240,9,22,9,56,24,22,22,62,9,2,25,19
21900443,"DEN",1610612743,"Nuggets","Denver",240,24,22,22,62,9,22,9,56,2,9,19,25
21900444,"CLE",1610612739,"Cavaliers","Cleveland",240,17,17,10,66,32,7,12,46,6,7,16,20
21900444,"ATL",1610612737,"Hawks","Atlanta",240,32,7,12,46,17,17,10,66,7,6,20,16
21900445,"PHI",1610612755,"76ers","Philadelphia",240,22,16,13,62,17,10,15,54,8,1,21,14
21900445,"DET",1610612765,"Pistons","Detroit",240,17,10,15,54,22,16,13,62,1,8,14,21
21900446,"TOR",1610612761,"Raptors","Toronto",265,15,13,24,46,22,9,12,38,8,8,22,22
21900446,"IND",1610612754,"Pacers","Indiana",265,22,9,12,38,15,13,24,46,8,8,22,22
21900447,"WAS",1610612764,"Wizards","Washington",240,15,24,12,56,11,18,10,50,7,10,12,25
21900447,"NYK",1610612752,"Knicks","New York",240,11,18,10,50,15,24,12,56,10,7,25,12
21900448,"ORL",1610612753,"Magic","Orlando",240,17,8,12,48,13,7,6,38,13,5,15,17
21900448,"CHI",1610612741,"Bulls","Chicago",240,13,7,6,38,17,8,12,48,5,13,17,15
21900449,"UTA",1610612762,"Jazz","Utah",240,18,12,7,50,12,13,13,46,6,3,21,16
21900449,"MIA",1610612748,"Heat","Miami",240,12,13,13,46,18,12,7,50,3,6,16,21
21900450,"SAS",1610612759,"Spurs","San Antonio",240,17,7,21,60,16,21,17,56,4,0,14,19
21900450,"MEM",1610612763,"Grizzlies","Memphis",240,16,21,17,56,17,7,21,60,0,4,19,14
21900451,"PHX",1610612756,"Suns","Phoenix",240,20,12,15,48,23,5,4,42,0,1,19,24
21900451,"DEN",1610612743,"Nuggets","Denver",240,23,5,4,42,20,12,15,48,1,0,24,19
21900452,"POR",1610612757,"Trail Blazers","Portland",240,14,12,12,48,13,14,14,36,6,6,17,19
21900452,"NOP",1610612740,"Pelicans","New Orleans",240,13,14,14,36,14,12,12,48,6,6,19,17
21900453,"SAC",1610612758,"Kings","Sacramento",240,17,14,23,62,19,9,15,46,4,3,24,22
21900453,"HOU",1610612745,"Rockets","Houston",240,19,9,15,46,17,14,23,62,3,4,22,24
21900454,"MIN",1610612750,"Timberwolves","Minnesota",240,28,12,25,40,18,19,22,48,7,6,18,27
21900454,"GSW",1610612744,"Warriors","Golden State",240,18,19,22,48,28,12,25,40,6,7,27,18
21900455,"TOR",1610612761,"Raptors","Toronto",240,21,4,12,54,20,24,15,52,7,3,13,22
21900455,"BOS",1610612738,"Celtics","Boston",240,20,24,15,52,21,4,12,54,3,7,22,13
21900456,"PHI",1610612755,"76ers","Philadelphia",240,7,16,18,34,11,13,16,54,7,6,12,15
21900456,"MIL",1610612749,"Bucks","Milwaukee",240,11,13,16,54,7,16,18,34,6,7,15,12
21900457,"HOU",1610612745,"Rockets","Houston",240,13,12,14,34,12,13,18,52,3,8,25,18
21900457,"GSW",1610612744,"Warriors","Golden State",240,12,13,18,52,13,12,14,34,8,3,18,25
21900458,"LAL",1610612747,"Lakers","Los Angeles",240,15,12,20,42,19,16,21,54,10,6,23,17
21900458,"LAC",1610612746,"Clippers","LA",240,19,16,21,54,15,12,20,42,6,10,17,23
21900459,"NOP",1610612740,"Pelicans","New Orleans",240,14,22,12,32,27,22,19,46,5,4,14,15
21900459,"DEN",1610612743,"Nuggets","Denver",240,27,22,19,46,14,22,12,32,4,5,15,14
