"idGame","slugTeam","idTeam","teamName","cityTeam","minExact","ptsOffTOV","ptsSecondChance","ptsFastBreak","ptsPaint","ptsOffTOVOpponent","ptsSecondChanceOpponent","ptsFastBreakOpponent","ptsPaintOpponent","blk","blka","pf","pfd"
21900285,"BOS",1610612738,"Celtics","Boston",240,20,17,17,42,12,12,10,42,7,6,28,25
21900286,"MIN",1610612750,"Timberwolves","Minnesota",240,14,14,9,40,19,17,13,40,6,3,21,26
21900286,"MEM",1610612763,"Grizzlies","Memphis",240,19,17,13,40,14,14,9,40,3,6,26,21
21900287,"LAL",1610612747,"Lakers","Los Angeles",240,12,10,28,58,20,23,19,46,3,1,14,20
21900287,"DAL",1610612742,"Mavericks","Dallas",240,20,23,19,46,12,10,28,58,1,3,20,14
21900288,"SAS",1610612759,"Spurs","San Antonio",240,16,10,13,44,15,19,12,70,6,5,15,14
21900288,"DET",1610612765,"Pistons","Detroit",240,15,19,12,70,16,10,13,44,5,6,14,15
21900289,"OKC",1610612760,"Thunder","Oklahoma City",240,13,10,2,44,13,3,23,34,3,7,14,22
21900289,"NOP",1610612740,"Pelicans","New Orleans",240,13,3,23,34,13,10,2,44,7,3,22,14
21900290,"ORL",1610612753,"Magic","Orlando",240,21,15,15,42,12,16,18,48,8,5,20,17
21900290,"GSW",1610612744,"Warriors","Golden State",240,12,16,18,48,21,15,15,42,5,8,17,20
21900291,"UTA",1610612762,"Jazz","Utah",240,18,21,15,46,21,7,21,46,3,8,17,24
21900291,"TOR",1610612761,"Raptors","Toronto",240,21,7,21,46,18,21,15,46,8,3,24,17
21900292,"WAS",1610612764,"Wizards","Washington",240,21,17,22,46,20,22,17,66,1,5,29,25
21900292,"LAC",1610612746,"Clippers","LA",240,20,22,17,66,21,17,22,46,5,1,25,29
21900293,"PHX",1610612756,"Suns","Phoenix",240,22,12,4,54,8,15,11,60,7,7,21,23
21900293,"CHA",1610612766,"Hornets","Charlotte",240,8,15,11,60,22,12,4,54,7,7,23,21
21900294,"UTA",1610612762,"Jazz","Utah",240,12,6,15,60,19,13,17,36,8,3,26,22
21900294,"PHI",1610612755,"76ers","Philadelphia",240,19,13,17,36,12,6,15,60,3,8,22,26
21900295,"GSW",1610612744,"Warriors","Golden State",240,11,11,2,54,25,16,17,60,8,4,20,12
21900295,"ATL",1610612737,"Hawks","Atlanta",240,25,16,17,60,11,11,2,54,4,8,12,20
21900296,"MEM",1610612763,"Grizzlies","Memphis",240,27,12,6,54,9,13,10,32,6,2,20,22
21900296,"IND",1610612754,"Pacers","Indiana",240,9,13,10,32,27,12,6,54,2,6,22,20
21900297,"NYK",1610612752,"Knicks","New York",240,18,3,17,30,15,11,29,54,7,4,21,23
21900297,"MIL",1610612749,"Bucks","Milwaukee",240,15,11,29,54,18,3,17,30,4,7,23,21
21900298,"SAC",1610612758,"Kings","Sacramento",240,22,11,11,46,23,8,7,40,5,0,26,20
21900298,"CHI",1610612741,"Bulls","Chicago",240,23,8,7,40,22,11,11,46,0,5,20,26
21900299,"DET",1610612765,"Pistons","Detroit",240,22,10,17,60,13,11,10,54,7,6,16,11
21900299,"CLE",1610612739,"Cavaliers","Cleveland",240,13,11,10,54,22,10,17,60,6,7,11,16
21900300,"WAS",1610612764,"Wizards","Washington",240,21,8,8,60,16,11,0,42,3,4,23,18
21900300,"ORL",1610612753,"Magic","Orlando",240,16,11,0,42,21,8,8,60,4,3,18,23
21900301,"TOR",1610612761,"Raptors","Toronto",265,10,13,17,44,13,15,13,50,4,7,20,27
21900301,"MIA",1610612748,"Heat","Miami",265,13,15,13,50,10,13,17,44,7,4,27,20
21900302,"NOP",1610612740,"Pelicans","New Orleans",240,10,8,12,48,18,23,8,34,4,8,19,14
21900302,"DAL",1610612742,"Mavericks","Dallas",240,18,23,8,34,10,8,12,48,8,4,14,19
21900303,"SAS",1610612759,"Spurs","San Antonio",290,14,14,17,66,16,26,18,44,8,7,27,30
21900303,"HOU",1610612745,"Rockets","Houston",290,16,26,18,44,14,14,17,66,7,8,30,27
21900304,"LAL",1610612747,"Lakers","Los Angeles",240,9,18,22,52,20,11,6,44,5,4,23,25
21900304,"DEN",1610612743,"Nuggets","Denver",240,20,11,6,44,9,18,22,52,4,5,25,23
21900305,"POR",1610612757,"Trail Blazers","Portland",240,9,8,17,46,15,15,15,46,6,3,23,15
21900305,"LAC",1610612746,"Clippers","LA",240,15,15,15,46,9,8,17,46,3,6,15,23
21900306,"GSW",1610612744,"Warriors","Golden State",240,17,9,9,44,23,9,12,38,3,7,12,20
21900306,"CHA",1610612766,"Hornets","Charlotte",240,23,9,12,38,17,9,9,44,7,3,20,12
21900307,"MIL",1610612749,"Bucks","Milwaukee",240,17,17,10,54,13,10,13,54,8,3,18,19
21900307,"DET",1610612765,"Pistons","Detroit",240,13,10,13,54,17,17,10,54,3,8,19,18
21900308,"PHX",1610612756,"Suns","Phoenix",240,18,16,18,48,18,21,9,50,0,7,20,19
21900308,"ORL",1610612753,"Magic","Orlando",240,18,21,9,50,18,16,18,48,7,0,19,20
21900309,"BKN",1610612751,"Nets","Brooklyn",240,20,28,13,66,17,20,7,70,6,9,20,19
21900309,"ATL",1610612737,"Hawks","Atlanta",240,17,20,7,70,20,28,13,66,9,6,19,20
21900310,"MIA",1610612748,"Heat","Miami",240,14,9,13,28,26,17,13,30,2,8,25,20
21900310,"BOS",1610612738,"Celtics","Boston",240,26,17,13,30,14,9,13,28,8,2,20,25
21900311,"MEM",1610612763,"Grizzlies","Memphis",240,20,22,7,56,26,9,14,32,6,13,28,22
21900311,"CHI",1610612741,"Bulls","Chicago",240,26,9,14,32,20,22,7,56,13,6,22,28
21900312,"OKC",1610612760,"Thunder","Oklahoma City",240,15,18,7,60,15,12,8,48,5,1,19,21
21900312,"IND",1610612754,"Pacers","Indiana",240,15,12,8,48,15,18,7,60,1,5,21,19
21900313,"MIN",1610612750,"Timberwolves","Minnesota",240,9,22,11,36,23,18,12,52,7,5,21,16
21900313,"DAL",1610612742,"Mavericks","Dallas",240,23,18,12,52,9,22,11,36,5,7,16,21
21900314,"UTA",1610612762,"Jazz","Utah",240,13,12,5,34,21,10,32,52,3,12,24,17
21900314,"LAL",1610612747,"Lakers","Los Angeles",240,21,10,32,52,13,12,5,34,12,3,17,24
21900315,"SAC",1610612758,"Kings","Sacramento",240,17,15,17,46,15,9,28,52,7,10,17,18
21900315,"POR",1610612757,"Trail Blazers","Portland",240,15,9,28,52,17,15,17,46,10,7,18,17
21900316,"WAS",1610612764,"Wizards","Washington",240,30,21,10,38,10,9,7,48,1,6,20,24
21900316,"PHI",1610612755,"76ers","Philadelphia",240,10,9,7,48,30,21,10,38,6,1,24,20
21900317,"NYK",1610612752,"Knicks","New York",240,13,9,6,50,18,12,11,42,7,5,16,19
21900317,"DEN",1610612743,"Nuggets","Denver",240,18,12,11,42,13,9,6,50,5,7,19,16
21900318,"TOR",1610612761,"Raptors","Toronto",240,22,16,19,50,26,24,23,28,5,2,21,24
21900318,"HOU",1610612745,"Rockets","Houston",240,26,24,23,28,22,16,19,50,2,5,24,21
21900319,"PHX",1610612756,"Suns","Phoenix",265,29,14,14,66,26,8,22,52,6,9,29,29
21900319,"NOP",1610612740,"Pelicans","New Orleans",265,26,8,22,52,29,14,14,66,9,6,29,29
21900320,"CHA",1610612766,"Hornets","Charlotte",240,19,15,8,32,32,10,16,50,6,5,16,21
21900320,"BKN",1610612751,"Nets","Brooklyn",240,32,10,16,50,19,15,8,32,5,6,21,16
21900321,"ORL",1610612753,"Magic","Orlando",240,17,14,11,36,11,8,15,40,9,7,13,19
21900321,"CLE",1610612739,"Cavaliers","Cleveland",240,11,8,15,40,17,14,11,36,7,9,19,13
21900322,"IND",1610612754,"Pacers","Indiana",240,18,2,14,46,12,25,5,48,9,5,18,17
21900322,"DET",1610612765,"Pistons","Detroit",240,12,25,5,48,18,2,14,46,5,9,17,18
21900323,"DEN",1610612743,"Nuggets","Denver",240,11,25,13,52,15,10,15,54,4,5,15,23
21900323,"BOS",1610612738,"Celtics","Boston",240,15,10,15,54,11,25,13,52,5,4,23,15
21900324,"WAS",1610612764,"Wizards","Washington",240,22,9,11,50,18,21,2,54,4,7,20,13
21900324,"MIA",1610612748,"Heat","Miami",240,18,21,2,54,22,9,11,50,7,4,13,20
21900325,"GSW",1610612744,"Warriors","Golden State",240,14,2,10,42,14,19,11,40,4,2,19,20
21900325,"CHI",1610612741,"Bulls","Chicago",240,14,19,11,40,14,2,10,42,2,4,20,19
21900326,"OKC",1610612760,"Thunder","Oklahoma City",265,20,18,2,64,16,16,11,70,9,2,20,29
21900326,"MIN",1610612750,"Timberwolves","Minnesota",265,16,16,11,70,20,18,2,64,2,9,29,20
21900327,"MIL",1610612749,"Bucks","Milwaukee",240,29,6,14,58,24,14,9,38,6,4,23,19
21900327,"LAC",1610612746,"Clippers","LA",240,24,14,9,38,29,6,14,58,4,6,19,23
21900328,"SAS",1610612759,"Spurs","San Antonio",265,9,19,5,36,21,21,7,42,5,3,16,20
21900328,"SAC",1610612758,"Kings","Sacramento",265,21,21,7,42,9,19,5,36,3,5,20,16
21900329,"POR",1610612757,"Trail Blazers","Portland",240,12,4,12,46,23,15,20,48,4,8,25,23
21900329,"LAL",1610612747,"Lakers","Los Angeles",240,23,15,20,48,12,4,12,46,8,4,23,25
21900330,"NOP",1610612740,"Pelicans","New Orleans",240,10,6,14,50,22,16,11,60,2,4,23,17
21900330,"DAL",1610612742,"Mavericks","Dallas",240,22,16,11,60,10,6,14,50,4,2,17,23
21900331,"NYK",1610612752,"Knicks","New York",240,18,12,8,48,19,4,4,44,6,9,14,17
21900331,"IND",1610612754,"Pacers","Indiana",240,19,4,4,44,18,12,8,48,9,6,17,14
21900332,"PHI",1610612755,"76ers","Philadelphia",240,29,12,30,82,9,14,7,52,8,0,16,17
21900332,"CLE",1610612739,"Cavaliers","Cleveland",240,9,14,7,52,29,12,30,82,0,8,17,16
21900333,"PHX",1610612756,"Suns","Phoenix",240,17,17,9,44,18,7,18,58,3,7,25,28
21900333,"HOU",1610612745,"Rockets","Houston",240,18,7,18,58,17,17,9,44,7,3,28,25
21900334,"UTA",1610612762,"Jazz","Utah",240,20,10,8,50,33,0,21,64,0,3,25,19
21900334,"MEM",1610612763,"Grizzlies","Memphis",240,33,0,21,64,20,10,8,50,3,0,19,25
21900335,"DEN",1610612743,"Nuggets","Denver",240,10,3,6,22,19,9,4,66,5,1,23,15
21900335,"BKN",1610612751,"Nets","Brooklyn",240,19,9,4,66,10,3,6,22,1,5,15,23
21900336,"CHA",1610612766,"Hornets","Charlotte",240,20,16,11,50,15,18,11,48,3,8,17,24
21900336,"ATL",1610612737,"Hawks","Atlanta",240,15,18,11,48,20,16,11,50,8,3,24,17
21900337,"MIA",1610612748,"Heat","Miami",265,16,12,8,38,15,8,10,40,2,1,23,31
21900337,"CHI",1610612741,"Bulls","Chicago",265,15,8,10,40,16,12,8,38,1,2,31,23
21900338,"TOR",1610612761,"Raptors","Toronto",240,28,20,15,54,16,8,12,44,4,5,22,18
21900338,"PHI",1610612755,"76ers","Philadelphia",240,16,8,12,44,28,20,15,54,5,4,18,22
21900339,"WAS",1610612764,"Wizards","Washington",240,27,16,13,42,24,14,9,46,3,4,22,26
21900339,"LAC",1610612746,"Clippers","LA",240,24,14,9,46,27,16,13,42,4,3,26,22
21900340,"SAC",1610612758,"Kings","Sacramento",240,16,10,16,50,20,11,5,42,1,1,16,11
21900340,"DAL",1610612742,"Mavericks","Dallas",240,20,11,5,42,16,10,16,50,1,1,11,16
21900341,"POR",1610612757,"Trail Blazers","Portland",240,10,11,6,42,8,22,7,34,8,2,26,22
21900341,"OKC",1610612760,"Thunder","Oklahoma City",240,8,22,7,34,10,11,6,42,2,8,22,26
21900342,"MIN",1610612750,"Timberwolves","Minnesota",240,14,8,25,52,28,11,32,70,6,1,18,19
21900342,"LAL",1610612747,"Lakers","Los Angeles",240,28,11,32,70,14,8,25,52,1,6,19,18
21900343,"LAC",1610612746,"Clippers","LA",240,10,17,13,56,11,15,20,36,7,3,16,21
21900343,"IND",1610612754,"Pacers","Indiana",240,11,15,20,36,10,17,13,56,3,7,21,16
21900344,"CLE",1610612739,"Cavaliers","Cleveland",240,18,26,10,52,18,8,17,46,2,9,11,19
21900344,"BOS",1610612738,"Celtics","Boston",240,18,8,17,46,18,26,10,52,9,2,19,11
21900345,"TOR",1610612761,"Raptors","Toronto",240,19,15,11,48,17,9,12,46,9,4,12,20
21900345,"CHI",1610612741,"Bulls","Chicago",240,17,9,12,46,19,15,11,48,4,9,20,12
21900346,"SAC",1610612758,"Kings","Sacramento",240,21,12,12,34,13,7,4,42,5,6,17,20
21900346,"HOU",1610612745,"Rockets","Houston",240,13,7,4,42,21,12,12,34,6,5,20,17
21900347,"ORL",1610612753,"Magic","Orlando",240,22,7,25,36,13,16,13,46,10,4,18,19
21900347,"MIL",1610612749,"Bucks","Milwaukee",240,13,16,13,46,22,7,25,36,4,10,19,18
21900348,"NOP",1610612740,"Pelicans","New Orleans",240,17,5,27,56,12,16,13,42,1,3,22,20
21900348,"DET",1610612765,"Pistons","Detroit",240,12,16,13,42,17,5,27,56,3,1,20,22
21900349,"PHX",1610612756,"Suns","Phoenix",240,22,26,22,52,11,20,7,66,5,7,23,23
21900349,"MIN",1610612750,"Timberwolves","Minnesota",240,11,20,7,66,22,26,22,52,7,5,23,23
21900350,"UTA",1610612762,"Jazz","Utah",240,6,6,13,52,19,3,12,42,0,7,16,20
21900350,"OKC",1610612760,"Thunder","Oklahoma City",240,19,3,12,42,6,6,13,52,7,0,20,16
21900351,"MEM",1610612763,"Grizzlies","Memphis",240,24,5,25,44,20,15,10,40,6,6,20,21
21900351,"GSW",1610612744,"Warriors","Golden State",240,20,15,10,40,24,5,25,44,6,6,21,20
21900352,"WAS",1610612764,"Wizards","Washington",240,14,16,9,46,12,18,8,40,7,4,24,26
21900352,"CHA",1610612766,"Hornets","Charlotte",240,12,18,8,40,14,16,9,46,4,7,26,24
21900353,"PHI",1610612755,"76ers","Philadelphia",240,12,16,19,38,15,4,9,48,3,9,15,14
21900353,"DEN",1610612743,"Nuggets","Denver",240,15,4,9,48,12,16,19,38,9,3,14,15
21900354,"MIA",1610612748,"Heat","Miami",265,14,14,15,68,17,11,0,44,3,6,17,23
21900354,"ATL",1610612737,"Hawks","Atlanta",265,17,11,0,44,14,14,15,68,6,3,23,17
21900355,"POR",1610612757,"Trail Blazers","Portland",240,14,10,14,34,9,13,13,48,7,3,21,18
21900355,"NYK",1610612752,"Knicks","New York",240,9,13,13,48,14,10,14,34,3,7,18,21
21900356,"HOU",1610612745,"Rockets","Houston",240,30,10,20,48,23,15,13,54,6,4,14,15
21900356,"CLE",1610612739,"Cavaliers","Cleveland",240,23,15,13,54,30,10,20,48,4,6,15,14
21900357,"IND",1610612754,"Pacers","Indiana",240,24,5,22,46,17,9,9,48,4,4,18,27
21900357,"BOS",1610612738,"Celtics","Boston",240,17,9,9,48,24,5,22,46,4,4,27,18
21900358,"ORL",1610612753,"Magic","Orlando",240,16,11,14,48,14,16,8,40,5,4,17,17
21900358,"LAL",1610612747,"Lakers","Los Angeles",240,14,16,8,40,16,11,14,48,4,5,17,17
21900359,"TOR",1610612761,"Raptors","Toronto",240,20,20,12,40,12,21,11,44,8,5,24,21
21900359,"LAC",1610612746,"Clippers","LA",240,12,21,11,44,20,20,12,40,5,8,21,24
21900360,"CHA",1610612766,"Hornets","Charlotte",240,11,17,16,36,9,18,9,52,6,3,23,21
21900360,"BKN",1610612751,"Nets","Brooklyn",240,9,18,9,52,11,17,16,36,3,6,21,23
21900361,"CHI",1610612741,"Bulls","Chicago",240,36,6,33,78,13,9,18,42,7,5,25,20
21900361,"ATL",1610612737,"Hawks","Atlanta",240,13,9,18,42,36,6,33,78,5,7,20,25
21900362,"UTA",1610612762,"Jazz","Utah",240,12,17,0,48,14,15,7,48,7,3,22,19
21900362,"MIN",1610612750,"Timberwolves","Minnesota",240,14,15,7,48,12,17,0,48,3,7,19,22
21900363,"PHX",1610612756,"Suns","Phoenix",240,27,10,12,48,11,21,9,50,4,4,20,28
21900363,"MEM",1610612763,"Grizzlies","Memphis",240,11,21,9,50,27,10,12,48,4,4,28,20
21900364,"NOP",1610612740,"Pelicans","New Orleans",240,17,14,22,36,20,12,15,48,5,2,17,17
21900364,"MIL",1610612749,"Bucks","Milwaukee",240,20,12,15,48,17,14,22,36,2,5,17,17
21900365,"SAC",1610612758,"Kings","Sacramento",240,14,15,14,48,18,7,12,38,3,8,21,16
21900365,"OKC",1610612760,"Thunder","Oklahoma City",240,18,7,12,38,14,15,14,48,8,3,16,21
21900366,"NYK",1610612752,"Knicks","New York",265,11,15,17,54,27,21,19,52,7,6,24,25
21900366,"GSW",1610612744,"Warriors","Golden State",265,27,21,19,52,11,15,17,54,6,7,25,24
21900367,"PHI",1610612755,"76ers","Philadelphia",240,9,18,10,44,12,17,10,48,8,7,19,25
21900367,"BOS",1610612738,"Celtics","Boston",240,12,17,10,48,9,18,10,44,7,8,25,19
21900368,"SAS",1610612759,"Spurs","San Antonio",265,27,3,18,56,11,14,9,50,7,3,21,22
21900368,"CLE",1610612739,"Cavaliers","Cleveland",265,11,14,9,50,27,3,18,56,3,7,22,21
21900369,"DET",1610612765,"Pistons","Detroit",240,16,13,11,50,11,18,16,50,2,5,16,21
21900369,"DAL",1610612742,"Mavericks","Dallas",240,11,18,16,50,16,13,11,50,5,2,21,16
21900370,"POR",1610612757,"Trail Blazers","Portland",240,14,13,5,50,20,18,6,38,7,2,16,13
21900370,"DEN",1610612743,"Nuggets","Denver",240,20,18,6,38,14,13,5,50,2,7,13,16
21900371,"ORL",1610612753,"Magic","Orlando",240,17,10,11,44,12,14,15,46,6,7,15,20
21900371,"HOU",1610612745,"Rockets","Houston",240,12,14,15,46,17,10,11,44,7,6,20,15
21900372,"PHI",1610612755,"76ers","Philadelphia",240,14,19,10,56,13,10,14,46,8,2,24,29
21900372,"NOP",1610612740,"Pelicans","New Orleans",240,13,10,14,46,14,19,10,56,2,8,29,24
21900374,"MIA",1610612748,"Heat","Miami",240,29,7,14,50,10,18,13,50,2,9,21,23
21900374,"LAL",1610612747,"Lakers","Los Angeles",240,10,18,13,50,29,7,14,50,9,2,23,21
21900373,"IND",1610612754,"Pacers","Indiana",240,21,9,7,68,22,16,15,60,0,4,21,20
21900373,"ATL",1610612737,"Hawks","Atlanta",240,22,16,15,60,21,9,7,68,4,0,20,21
21900375,"CHI",1610612741,"Bulls","Chicago",240,13,13,13,36,17,14,13,46,7,5,20,16
21900375,"CHA",1610612766,"Hornets","Charlotte",240,17,14,13,46,13,13,13,36,5,7,16,20
21900376,"MIL",1610612749,"Bucks","Milwaukee",240,16,16,21,54,27,10,20,26,3,5,21,26
21900376,"MEM",1610612763,"Grizzlies","Memphis",240,27,10,20,26,16,16,21,54,5,3,26,21
21900379,"UTA",1610612762,"Jazz","Utah",240,10,13,11,42,12,16,4,40,3,7,20,26
21900379,"GSW",1610612744,"Warriors","Golden State",240,12,16,4,40,10,13,11,42,7,3,26,20
21900377,"MIN",1610612750,"Timberwolves","Minnesota",240,10,9,15,54,21,8,7,38,3,2,26,30
21900377,"LAC",1610612746,"Clippers","LA",240,21,8,7,38,10,9,15,54,2,3,30,26
21900378,"SAC",1610612758,"Kings","Sacramento",240,8,9,5,32,19,22,5,56,3,3,18,18
21900378,"NYK",1610612752,"Knicks","New York",240,19,22,5,56,8,9,5,32,3,3,18,18
21900380,"SAS",1610612759,"Spurs","San Antonio",265,19,20,21,54,11,11,18,54,9,5,22,24
21900380,"PHX",1610612756,"Suns","Phoenix",265,11,11,18,54,19,20,21,54,5,9,24,22
21900381,"TOR",1610612761,"Raptors","Toronto",240,29,10,32,38,10,16,17,48,10,7,23,20
21900381,"BKN",1610612751,"Nets","Brooklyn",240,10,16,17,48,29,10,32,38,7,10,20,23
21900382,"LAC",1610612746,"Clippers","LA",240,24,10,8,46,18,16,13,50,4,9,17,25
21900382,"CHI",1610612741,"Bulls","Chicago",240,18,16,13,50,24,10,8,46,9,4,25,17
21900383,"WAS",1610612764,"Wizards","Washington",240,21,9,15,38,20,11,22,70,4,7,22,24
21900383,"MEM",1610612763,"Grizzlies","Memphis",240,20,11,22,70,21,9,15,38,7,4,24,22
21900384,"MIA",1610612748,"Heat","Miami",265,12,8,20,42,17,12,10,44,3,3,18,27
21900384,"DAL",1610612742,"Mavericks","Dallas",265,17,12,10,44,12,8,20,42,3,3,27,18
21900385,"MIL",1610612749,"Bucks","Milwaukee",240,21,12,35,58,19,14,15,40,6,3,17,19
21900385,"CLE",1610612739,"Cavaliers","Cleveland",240,19,14,15,40,21,12,35,58,3,6,19,17
21900386,"HOU",1610612745,"Rockets","Houston",240,19,17,6,54,16,11,26,48,8,6,19,15
21900386,"DET",1610612765,"Pistons","Detroit",240,16,11,26,48,19,17,6,54,6,8,15,19
21900387,"OKC",1610612760,"Thunder","Oklahoma City",240,12,4,8,52,27,14,12,58,3,3,23,23
21900387,"DEN",1610612743,"Nuggets","Denver",240,27,14,12,58,12,4,8,52,3,3,23,23
21900388,"ORL",1610612753,"Magic","Orlando",240,26,11,22,48,12,17,18,42,2,7,15,21
21900388,"NOP",1610612740,"Pelicans","New Orleans",240,12,17,18,42,26,11,22,48,7,2,21,15
21900389,"IND",1610612754,"Pacers","Indiana",240,16,14,15,44,9,23,12,42,9,5,25,21
21900389,"CHA",1610612766,"Hornets","Charlotte",240,9,23,12,42,16,14,15,44,5,9,21,25
21900390,"LAL",1610612747,"Lakers","Los Angeles",240,22,3,18,54,15,8,19,34,9,5,24,27
21900390,"ATL",1610612737,"Hawks","Atlanta",240,15,8,19,34,22,3,18,54,5,9,27,24
21900391,"PHI",1610612755,"76ers","Philadelphia",240,14,12,8,54,21,15,23,64,13,1,20,23
21900391,"BKN",1610612751,"Nets","Brooklyn",240,21,15,23,64,14,12,8,54,1,13,23,20
21900392,"NYK",1610612752,"Knicks","New York",240,10,15,12,56,12,22,14,58,2,6,19,9
21900392,"DEN",1610612743,"Nuggets","Denver",240,12,22,14,58,10,15,12,56,6,2,9,19
21900393,"SAC",1610612758,"Kings","Sacramento",240,29,6,10,46,26,5,4,44,3,1,20,17
21900393,"GSW",1610612744,"Warriors","Golden State",240,26,5,4,44,29,6,10,46,1,3,17,20
21900394,"WAS",1610612764,"Wizards","Washington",240,14,11,7,42,15,20,10,46,5,4,27,19
21900394,"DET",1610612765,"Pistons","Detroit",240,15,20,10,46,14,11,7,42,4,5,19,27
21900395,"TOR",1610612761,"Raptors","Toronto",240,18,9,29,58,9,16,4,56,2,1,19,15
21900395,"CLE",1610612739,"Cavaliers","Cleveland",240,9,16,4,56,18,9,29,58,1,2,15,19
21900396,"SAS",1610612759,"Spurs","San Antonio",240,21,6,12,34,15,14,13,56,4,6,22,19
21900396,"HOU",1610612745,"Rockets","Houston",240,15,14,13,56,21,6,12,34,6,4,19,22
21900397,"MIA",1610612748,"Heat","Miami",240,21,9,11,40,17,18,9,54,7,6,26,20
21900397,"MEM",1610612763,"Grizzlies","Memphis",240,17,18,9,54,21,9,11,40,6,7,20,26
21900398,"MIL",1610612749,"Bucks","Milwaukee",240,6,15,27,58,7,17,11,36,4,6,23,23
21900398,"DAL",1610612742,"Mavericks","Dallas",240,7,17,11,36,6,15,27,58,6,4,23,23
21900399,"OKC",1610612760,"Thunder","Oklahoma City",240,22,10,6,36,39,6,14,58,6,6,15,21
21900399,"CHI",1610612741,"Bulls","Chicago",240,39,6,14,58,22,10,6,36,6,6,21,15
21900400,"POR",1610612757,"Trail Blazers","Portland",240,28,11,18,48,23,8,8,48,9,5,27,21
21900400,"PHX",1610612756,"Suns","Phoenix",240,23,8,8,48,28,11,18,48,5,9,21,27
21900401,"SAC",1610612758,"Kings","Sacramento",240,20,15,3,42,6,17,10,52,5,8,22,18
21900401,"CHA",1610612766,"Hornets","Charlotte",240,6,17,10,52,20,15,3,42,8,5,18,22
21900402,"LAL",1610612747,"Lakers","Los Angeles",240,18,18,10,62,11,17,8,50,6,6,19,21
21900402,"IND",1610612754,"Pacers","Indiana",240,11,17,8,50,18,18,10,62,6,6,21,19
21900403,"NYK",1610612752,"Knicks","New York",240,18,17,10,72,17,10,12,52,6,3,21,21
21900403,"ATL",1610612737,"Hawks","Atlanta",240,17,10,12,52,18,17,10,72,3,6,21,21
21900404,"NOP",1610612740,"Pelicans","New Orleans",265,13,13,16,40,15,8,4,58,9,10,19,22
21900404,"BKN",1610612751,"Nets","Brooklyn",265,15,8,4,58,13,13,16,40,10,9,22,19
21900405,"UTA",1610612762,"Jazz","Utah",240,2,9,17,52,11,2,17,54,3,5,16,18
21900405,"ORL",1610612753,"Magic","Orlando",240,11,2,17,54,2,9,17,52,5,3,18,16
21900406,"PHX",1610612756,"Suns","Phoenix",240,14,15,22,42,16,8,21,54,3,4,23,15
21900406,"LAC",1610612746,"Clippers","LA",240,16,8,21,54,14,15,22,42,4,3,15,23
21900407,"CLE",1610612739,"Cavaliers","Cleveland",240,8,13,13,58,28,18,7,48,3,3,21,20
21900407,"CHA",1610612766,"Hornets","Charlotte",240,28,18,7,48,8,13,13,58,3,3,20,21
21900408,"TOR",1610612761,"Raptors","Toronto",240,17,15,15,42,10,16,10,62,6,6,20,17
21900408,"DET",1610612765,"Pistons","Detroit",240,10,16,10,62,17,15,15,42,6,6,17,20
21900409,"WAS",1610612764,"Wizards","Washington",265,15,26,7,28,21,16,7,46,7,6,20,24
21900409,"CHI",1610612741,"Bulls","Chicago",265,21,16,7,46,15,26,7,28,6,7,24,20
21900410,"PHI",1610612755,"76ers","Philadelphia",240,11,17,16,48,17,14,14,46,5,4,17,14
21900410,"MIA",1610612748,"Heat","Miami",240,17,14,14,46,11,17,16,48,4,5,14,17
21900411,"NOP",1610612740,"Pelicans","New Orleans",240,11,15,10,36,11,9,6,46,4,3,19,18
21900411,"MIN",1610612750,"Timberwolves","Minnesota",240,11,9,6,46,11,15,10,36,3,4,18,19
21900412,"OKC",1610612760,"Thunder","Oklahoma City",240,18,13,10,58,13,10,2,74,6,2,16,25
21900412,"MEM",1610612763,"Grizzlies","Memphis",240,13,10,2,74,18,13,10,58,2,6,25,16
21900414,"ORL",1610612753,"Magic","Orlando",240,18,10,9,46,19,14,17,48,5,3,19,17
21900414,"DEN",1610612743,"Nuggets","Denver",240,19,14,17,48,18,10,9,46,3,5,17,19
21900413,"DAL",1610612742,"Mavericks","Dallas",240,13,12,10,26,14,8,21,34,10,4,20,21
21900413,"BOS",1610612738,"Celtics","Boston",240,14,8,21,34,13,12,10,26,4,10,21,20
21900415,"POR",1610612757,"Trail Blazers","Portland",240,14,11,18,54,17,27,16,48,8,7,22,23
21900415,"GSW",1610612744,"Warriors","Golden State",240,17,27,16,48,14,11,18,54,7,8,23,22
21900416,"UTA",1610612762,"Jazz","Utah",240,21,14,16,62,17,4,15,46,6,1,17,27
21900416,"ATL",1610612737,"Hawks","Atlanta",240,17,4,15,46,21,14,16,62,1,6,27,17
21900417,"MIL",1610612749,"Bucks","Milwaukee",240,15,10,11,34,17,9,14,42,7,6,25,24
21900417,"LAL",1610612747,"Lakers","Los Angeles",240,17,9,14,42,15,10,11,34,6,7,24,25
21900418,"SAS",1610612759,"Spurs","San Antonio",240,25,13,14,26,17,13,12,52,8,3,19,21
21900418,"BKN",1610612751,"Nets","Brooklyn",240,17,13,12,52,25,13,14,26,3,8,21,19
21900419,"LAC",1610612746,"Clippers","LA",240,24,7,16,44,30,12,15,52,7,4,24,20
21900419,"HOU",1610612745,"Rockets","Houston",240,30,12,15,52,24,7,16,44,4,7,20,24
