"idGame","namePlayer","passes","fgmContested","fgaContested","pctFGContested","fgmUncontested","fgaUncontested","pctFGUncontested","fgmRimDefended","fgaRimDefended","pctFGRimDefended","distMiles","mphMean","orebChances","drebChances","trebChances","touches","astSecondary","ftAST","ast"
21900133,"Alize Johnson",0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
21900133,"Myles Turner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900133,"Jonathan Isaac",39,1,3,0.333,3,6,0.5,1,2,0.5,2.34,4.27,2,7,9,55,0,0,2
21900133,"Aaron Gordon",19,1,2,0.5,4,8,0.5,2,2,1,2.28,4.34,2,1,3,32,0,0,3
21900133,"Nikola Vucevic",58,5,8,0.625,3,9,0.333,1,4,0.25,2.39,3.91,5,16,21,78,0,0,3
21900133,"Evan Fournier",30,2,3,0.667,5,10,0.5,2,3,0.667,2.3,4.31,0,5,5,45,1,0,6
21900133,"Markelle Fultz",33,2,4,0.5,2,3,0.667,1,1,1,1.87,4.33,0,6,6,42,0,0,4
21900133,"Michael Carter-Williams",15,0,3,0,1,5,0.2,0,0,0,1.52,4.15,1,2,3,26,0,0,3
21900133,"Terrence Ross",0,3,3,1,-3,-3,1,0,0,0,0,0,0,0,0,0,0,0,0
21900133,"D.J. Augustin",44,2,4,0.5,2,6,0.333,1,1,1,1.7,4.09,6,3,9,55,0,0,6
21900133,"Mo Bamba",11,1,5,0.2,1,2,0.5,4,8,0.5,0.94,4.01,3,4,7,19,0,0,0
21900133,"Al-Farouq Aminu",14,1,1,1,0,1,0,0,2,0,1.01,4.4,0,4,4,18,0,0,0
21900133,"Khem Birch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900133,"Melvin Frazier Jr.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900133,"Wes Iwundu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900134,"Miles Bridges",25,1,4,0.25,2,6,0.333,4,5,0.8,2.89,4.26,2,6,8,37,0,0,4
21900134,"P.J. Washington",34,2,3,0.667,4,8,0.5,3,3,1,2.69,4.1,2,5,7,45,0,0,0
21900134,"Cody Zeller",39,5,7,0.714,5,6,0.833,4,5,0.8,2.06,4.28,6,7,13,56,0,0,0
21900134,"Dwayne Bacon",14,0,1,0,0,5,0,2,2,1,1.24,4.2,1,1,1,25,0,0,0
21900134,"Terry Rozier",45,2,6,0.333,3,6,0.5,2,2,1,1.81,4.53,2,2,4,62,1,0,4
21900134,"Bismack Biyombo",0,1,4,0.25,-1,-4,0.25,0,0,0,0,0,0,0,0,0,0,0,1
21900134,"Devonte' Graham",56,1,5,0.2,5,10,0.5,3,5,0.6,2.48,4.12,0,0,0,79,0,1,10
21900134,"Marvin Williams",11,0,1,0,0,0,0,1,2,0.5,1.13,4.25,0,5,5,13,0,0,0
21900134,"Malik Monk",26,2,4,0.5,2,4,0.5,2,2,1,2.05,4.35,0,9,9,40,1,1,3
21900134,"Cody Martin",8,1,1,1,1,2,0.5,0,1,0,0.91,4.76,0,0,0,11,0,0,0
21900134,"Willy Hernangomez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900134,"Michael Kidd-Gilchrist",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900134,"Caleb Martin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900134,"Tobias Harris",35,4,5,0.8,2,4,0.5,2,3,0.667,2.13,4.1,2,10,12,51,0,1,5
21900134,"Al Horford",50,4,5,0.8,3,4,0.75,1,2,0.5,1.91,4.06,1,6,7,61,0,0,5
21900134,"Joel Embiid",37,2,2,1,4,8,0.5,3,6,0.5,1.83,3.99,6,14,20,53,0,0,3
21900134,"Josh Richardson",38,1,1,1,3,8,0.375,0,1,0,2.56,4.45,3,6,8,50,1,0,6
21900134,"Raul Neto",52,1,2,0.5,3,6,0.5,2,2,1,2.22,4.37,0,4,4,64,0,0,4
21900134,"Furkan Korkmaz",22,3,5,0.6,4,9,0.444,4,4,1,2.26,4.6,0,3,3,38,1,0,1
21900134,"James Ennis III",0,1,2,0.5,-1,-2,0.5,0,0,0,0,0,0,0,0,0,0,0,0
21900134,"Mike Scott",23,0,2,0,4,7,0.571,0,0,0,1.64,4.41,3,4,6,32,0,0,0
21900134,"Trey Burke",39,0,2,0,4,6,0.667,0,0,0,1.58,4.56,4,5,8,52,1,0,4
21900134,"Kyle O'Quinn",20,0,0,0,0,0,0,1,2,0.5,0.59,3.91,0,1,1,21,0,0,1
21900134,"Matisse Thybulle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900134,"Jonah Bolden",3,0,0,0,0,0,0,0,0,0,0.21,4.06,0,0,0,5,0,0,0
21900134,"Norvel Pelle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900135,"Khris Middleton",24,1,1,1,3,6,0.5,1,1,1,1.57,3.88,0,6,6,33,0,1,5
21900135,"Giannis Antetokounmpo",52,7,10,0.7,6,9,0.667,1,2,0.5,2.63,3.96,6,15,18,87,2,0,3
21900135,"Brook Lopez",23,3,4,0.75,3,7,0.429,2,5,0.4,2.01,3.62,0,9,9,35,0,0,0
21900135,"Wesley Matthews",18,0,0,0,2,5,0.4,1,1,1,2.36,4.07,0,3,3,26,0,0,2
21900135,"Eric Bledsoe",41,2,2,1,7,13,0.538,2,3,0.667,2.21,4.12,0,4,4,62,0,0,9
21900135,"Sterling Brown",21,4,5,0.8,1,4,0.25,3,4,0.75,1.53,4.67,1,5,6,33,0,0,1
21900135,"Ersan Ilyasova",14,2,2,1,0,1,0,1,1,1,1.26,4.24,2,5,7,17,0,0,0
21900135,"Robin Lopez",7,0,1,0,0,0,0,2,2,1,0.73,4.44,0,1,1,10,0,0,0
21900135,"Donte DiVincenzo",13,1,1,1,0,2,0,0,1,0,0.77,4.74,0,1,1,17,0,0,1
21900135,"George Hill",36,3,4,0.75,0,2,0,0,0,0,1.72,3.97,2,4,6,44,0,0,5
21900135,"Pat Connaughton",12,2,2,1,0,2,0,0,0,0,0.95,4.05,0,6,6,19,0,0,1
21900135,"Thanasis Antetokounmpo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900135,"D.J. Wilson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900135,"Terrance Ferguson",11,1,1,1,1,5,0.2,1,2,0.5,1.81,4.22,0,2,2,17,1,0,1
21900135,"Danilo Gallinari",44,1,6,0.167,3,11,0.273,4,6,0.667,2.16,3.95,2,7,9,67,1,0,3
21900135,"Nerlens Noel",58,2,3,0.667,4,6,0.667,6,9,0.667,2.27,4.16,4,6,10,71,0,0,6
21900135,"Shai Gilgeous-Alexander",63,4,9,0.444,5,10,0.5,5,5,1,2.94,4.35,2,6,8,85,3,1,6
21900135,"Chris Paul",62,2,3,0.667,4,8,0.5,2,2,1,2.18,3.75,1,7,8,81,0,0,5
21900135,"Dennis Schroder",53,2,3,0.667,7,9,0.778,2,2,1,2.22,4.11,1,5,6,73,0,0,5
21900135,"Mike Muscala",51,0,0,0,4,9,0.444,3,3,1,1.4,4.3,2,3,5,61,0,1,3
21900135,"Darius Bazley",9,0,0,0,0,2,0,2,2,1,1.36,4.23,0,4,4,13,0,0,2
21900135,"Hamidou Diallo",15,3,3,1,2,3,0.667,0,0,0,1.69,4.42,0,0,0,23,0,0,0
21900135,"Deonte Burton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900135,"Devon Hall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900135,"Abdel Nader",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900136,"Kevin Love",32,2,6,0.333,2,5,0.4,2,3,0.667,2.14,3.86,9,12,20,49,0,0,2
21900136,"Cedi Osman",21,0,1,0,2,7,0.286,4,7,0.571,1.88,4.22,0,2,2,30,0,0,5
21900136,"Tristan Thompson",31,3,7,0.429,1,2,0.5,3,7,0.429,2.2,4.06,7,8,14,43,1,2,1
21900136,"Collin Sexton",35,2,4,0.5,8,12,0.667,2,3,0.667,2.32,4.31,4,5,9,56,0,0,3
21900136,"Darius Garland",50,1,5,0.2,2,3,0.667,1,1,1,2.46,4.08,2,6,8,67,0,0,6
21900136,"Jordan Clarkson",17,4,7,0.571,2,7,0.286,0,1,0,1.65,4.81,2,4,6,36,0,0,1
21900136,"Larry Nance Jr.",49,1,1,1,2,3,0.667,1,4,0.25,1.97,4.23,4,11,14,56,0,0,1
21900136,"Kevin Porter Jr.",17,2,4,0.5,1,4,0.25,0,0,0,1.72,4.26,2,4,5,25,0,0,0
21900136,"Matthew Dellavedova",22,0,3,0,0,0,0,1,2,0.5,0.87,4.12,1,4,5,28,0,0,1
21900136,"Tyler Cook",0,1,1,1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
21900136,"Alfonzo McKinnie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900136,"Brandon Knight",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900136,"Marcus Morris Sr.",24,2,4,0.5,1,8,0.125,4,4,1,2.2,3.97,3,7,10,44,0,0,1
21900136,"Julius Randle",51,3,8,0.375,3,6,0.5,0,0,0,2.19,3.97,7,18,25,76,0,0,1
21900136,"Taj Gibson",29,1,5,0.2,1,1,1,2,2,1,1.27,4.19,5,3,7,37,0,0,2
21900136,"RJ Barrett",22,2,2,1,2,9,0.222,2,3,0.667,1.88,4.38,1,2,3,37,0,0,1
21900136,"Frank Ntilikina",72,1,2,0.5,0,2,0,3,4,0.75,2.53,4.13,0,9,9,82,0,0,6
21900136,"Damyean Dotson",16,2,3,0.667,2,8,0.25,2,3,0.667,1.55,4.13,0,2,2,27,0,0,1
21900136,"Bobby Portis",43,1,4,0.25,1,6,0.167,3,5,0.6,2.13,4.23,10,5,14,54,0,0,3
21900136,"Kevin Knox II",10,0,2,0,2,7,0.286,3,5,0.6,1.63,4.12,2,3,5,23,0,0,2
21900136,"Allonzo Trier",22,0,0,0,5,5,1,2,4,0.5,1.19,4.17,0,4,4,32,0,0,2
21900136,"Wayne Ellington",6,1,1,1,0,1,0,0,0,0,0.66,4.41,0,2,2,9,0,0,0
21900136,"Ignas Brazdeikis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900137,"Joe Harris",17,2,3,0.667,0,3,0,2,2,1,1.78,4.65,1,5,6,29,0,0,1
21900137,"Taurean Prince",21,1,1,1,2,4,0.5,4,5,0.8,1.23,4.21,1,2,3,28,0,0,0
21900137,"Jarrett Allen",8,1,2,0.5,0,0,0,0,0,0,0.86,4.13,2,3,5,12,0,0,0
21900137,"Caris LeVert",0,4,9,0.444,-4,-9,0.444,0,0,0,0,0,0,0,0,0,0,0,5
21900137,"Kyrie Irving",47,3,7,0.429,4,9,0.444,2,2,1,1.84,4.16,1,6,7,68,0,2,5
21900137,"Garrett Temple",19,0,0,0,3,6,0.5,1,1,1,1.55,4.19,1,1,1,25,0,0,2
21900137,"Spencer Dinwiddie",25,4,10,0.4,2,6,0.333,1,1,1,1.9,4.13,2,6,8,45,2,0,6
21900137,"DeAndre Jordan",38,8,9,0.889,0,0,0,2,3,0.667,1.68,3.93,3,14,17,48,0,0,3
21900137,"David Nwaba",7,1,2,0.5,1,2,0.5,0,3,0,1.28,4.4,2,6,8,12,0,0,1
21900137,"Dzanan Musa",28,4,5,0.8,0,5,0,2,6,0.333,1.62,4.35,1,7,8,42,1,0,0
21900137,"Nicolas Claxton",10,1,1,1,1,1,1,2,2,1,0.93,4.38,2,1,3,13,0,0,2
21900137,"Rodions Kurucs",11,1,1,1,0,0,0,0,0,0,0.76,4.75,0,2,2,14,0,0,0
21900137,"Theo Pinson",18,0,1,0,1,3,0.333,0,1,0,0.67,4.18,2,2,4,25,0,0,2
21900137,"Kelly Oubre Jr.",28,1,2,0.5,5,9,0.556,0,1,0,2.31,4.27,3,4,7,43,0,1,0
21900137,"Dario Saric",35,1,2,0.5,2,6,0.333,2,2,1,2.05,4.5,5,5,10,46,0,0,3
21900137,"Aron Baynes",26,4,6,0.667,2,4,0.5,4,8,0.5,1.24,4.02,3,9,11,36,0,0,2
21900137,"Devin Booker",36,2,3,0.667,8,11,0.727,0,0,0,2.41,4.23,0,3,3,55,0,1,9
21900137,"Ricky Rubio",60,2,4,0.5,8,12,0.667,1,1,1,2.25,4.4,0,5,5,80,3,0,12
21900137,"Frank Kaminsky",43,0,0,0,1,7,0.143,5,7,0.714,2.16,4.41,3,10,13,52,0,1,2
21900137,"Tyler Johnson",24,1,2,0.5,4,10,0.4,2,2,1,1.26,4.38,0,0,0,37,0,0,2
21900137,"Cameron Johnson",21,1,2,0.5,5,8,0.625,2,5,0.4,1.65,4.8,3,6,9,32,1,0,2
21900137,"Mikal Bridges",26,0,3,0,2,4,0.5,3,3,1,2.1,4.5,1,5,6,35,1,0,2
21900137,"Elie Okobo",9,0,0,0,1,2,0.5,1,1,1,0.44,4.44,0,0,0,13,0,0,2
21900137,"Jevon Carter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900137,"Cheick Diallo",9,1,1,1,0,0,0,4,4,1,0.32,4.7,0,1,1,11,0,0,1
21900137,"Deandre Ayton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900138,"De'Andre Hunter",24,0,5,0,5,9,0.556,1,2,0.5,2.89,4.12,3,7,10,39,0,0,2
21900138,"Jabari Parker",49,7,11,0.636,6,12,0.5,5,11,0.455,2.92,4.37,10,13,22,77,0,0,2
21900138,"Alex Len",13,2,2,1,0,3,0,4,6,0.667,1.06,3.87,3,6,9,19,0,0,0
21900138,"Kevin Huerter",19,1,4,0.25,4,8,0.5,3,4,0.75,2.32,4.21,2,6,8,37,0,0,2
21900138,"Trae Young",63,7,15,0.467,2,15,0.133,1,1,1,3.15,4.07,2,9,11,108,1,0,10
21900138,"DeAndre' Bembry",34,2,4,0.5,1,2,0.5,1,3,0.333,3.03,4.18,5,8,13,41,0,1,3
21900138,"Cam Reddish",12,0,3,0,0,1,0,1,1,1,1.22,4.31,1,5,6,19,0,0,0
21900138,"Damian Jones",26,3,6,0.5,1,1,1,3,5,0.6,1.86,4.34,10,10,17,33,0,0,1
21900138,"Tyrone Wallace",12,0,1,0,1,1,1,0,0,0,1.28,4.19,2,3,4,17,0,0,1
21900138,"Bruno Fernando",4,0,1,0,0,0,0,0,0,0,0.27,4.74,0,0,0,7,0,0,0
21900138,"John Collins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900138,"Allen Crabbe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900138,"Kent Bazemore",40,1,4,0.25,4,9,0.444,3,8,0.375,2.59,4.26,3,13,15,56,0,0,0
21900138,"Mario Hezonja",20,1,3,0.333,0,2,0,2,3,0.667,1.77,4.14,5,5,10,28,0,0,3
21900138,"Hassan Whiteside",35,5,9,0.556,2,4,0.5,6,10,0.6,2.36,3.68,13,12,24,54,0,0,1
21900138,"CJ McCollum",47,5,9,0.556,6,14,0.429,1,2,0.5,3.2,4.25,4,12,16,72,1,1,4
21900138,"Damian Lillard",64,3,6,0.5,5,11,0.455,2,3,0.667,3.05,3.81,2,12,14,98,1,3,6
21900138,"Anthony Tolliver",18,1,2,0.5,1,5,0.2,0,1,0,1.58,4.04,6,8,13,27,0,0,0
21900138,"Anfernee Simons",25,2,6,0.333,6,6,1,4,5,0.8,1.86,4.32,3,4,6,41,0,0,2
21900138,"Skal Labissiere",18,0,3,0,0,0,0,1,5,0.2,1.28,4.24,6,8,14,22,0,0,2
21900138,"Gary Trent Jr.",8,1,2,0.5,2,6,0.333,0,1,0,1.17,4.17,2,4,6,17,0,1,1
21900138,"Nassir Little",0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
21900138,"Jaylen Hoard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900138,"Moses Brown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900138,"Rodney Hood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900139,"OG Anunoby",15,0,2,0,2,4,0.5,2,2,1,1.93,4.07,2,7,9,23,0,0,0
21900139,"Pascal Siakam",61,7,11,0.636,2,14,0.143,9,14,0.643,3.08,4.12,9,15,22,96,1,0,4
21900139,"Marc Gasol",53,1,1,1,0,1,0,3,4,0.75,2.09,3.57,1,12,13,59,0,0,2
21900139,"Norman Powell",23,2,3,0.667,3,6,0.5,1,2,0.5,2.05,4.45,2,7,9,36,1,0,2
21900139,"Fred VanVleet",70,2,6,0.333,6,12,0.5,1,1,1,2.96,4.31,0,7,7,99,0,0,10
21900139,"Chris Boucher",15,4,5,0.8,3,6,0.5,3,7,0.429,1.81,4.2,4,5,9,26,0,0,1
21900139,"Terence Davis",21,2,3,0.667,3,5,0.6,1,2,0.5,1.27,4.3,1,4,5,31,0,1,3
21900139,"Matt Thomas",8,1,1,1,1,2,0.5,1,1,1,1.19,4.62,0,0,0,11,0,0,2
21900139,"Rondae Hollis-Jefferson",17,2,3,0.667,2,3,0.667,0,2,0,1.23,4.54,1,6,6,26,0,0,2
21900139,"Stanley Johnson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900139,"Dewan Hernandez",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900139,"Malcolm Miller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900139,"LeBron James",75,3,9,0.333,2,6,0.333,2,3,0.667,2.34,3.75,8,13,19,96,2,1,15
21900139,"Anthony Davis",36,6,10,0.6,4,10,0.4,0,2,0,2.38,3.57,7,8,15,63,0,0,3
21900139,"JaVale McGee",13,4,9,0.444,1,2,0.5,1,1,1,1.02,4.08,4,3,7,26,0,0,0
21900139,"Danny Green",36,0,1,0,0,4,0,2,2,1,2.23,4.59,1,2,3,44,0,0,2
21900139,"Avery Bradley",34,0,1,0,4,9,0.444,1,1,1,2.46,4.41,3,4,7,46,1,0,4
21900139,"Kyle Kuzma",21,1,2,0.5,5,11,0.455,5,5,1,1.95,4.45,0,5,5,35,0,0,0
21900139,"Quinn Cook",25,0,0,0,3,5,0.6,0,0,0,0.91,4.33,0,2,2,31,0,0,3
21900139,"Kentavious Caldwell-Pope",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900139,"Alex Caruso",24,0,1,0,1,2,0.5,2,4,0.5,1.35,4.25,1,3,3,32,0,0,4
21900139,"Troy Daniels",11,1,2,0.5,3,5,0.6,4,5,0.8,1.32,4.26,1,4,5,18,0,1,0
21900139,"Jared Dudley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900139,"Dwight Howard",18,3,3,1,0,0,0,4,5,0.8,1.28,4.3,2,7,9,23,0,0,0
21900139,"Talen Horton-Tucker",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900140,"Treveon Graham",28,2,4,0.5,4,7,0.571,4,6,0.667,1.83,4.24,3,5,8,41,0,0,3
21900140,"Robert Covington",25,0,1,0,2,7,0.286,2,3,0.667,1.76,4.2,2,7,9,40,0,0,2
21900140,"Karl-Anthony Towns",42,3,4,0.75,7,13,0.538,4,8,0.5,2.11,3.84,6,11,16,61,0,0,6
21900140,"Andrew Wiggins",51,7,11,0.636,5,9,0.556,1,2,0.5,2.49,3.86,3,9,12,79,3,0,5
21900140,"Josh Okogie",24,0,2,0,0,2,0,1,4,0.25,1.95,4.39,3,4,7,32,0,0,0
21900140,"Noah Vonleh",20,1,1,1,0,0,0,0,0,0,1.25,4.15,1,5,6,22,0,0,1
21900140,"Jake Layman",28,2,3,0.667,4,6,0.667,0,1,0,2.51,4.22,5,3,8,40,1,0,1
21900140,"Jarrett Culver",34,1,5,0.2,2,3,0.667,1,3,0.333,1.58,3.9,1,5,6,44,0,0,2
21900140,"Gorgui Dieng",30,2,3,0.667,2,4,0.5,2,4,0.5,1.26,4.15,1,7,8,40,1,0,1
21900140,"Jordan McLaughlin",30,0,1,0,1,3,0.333,0,0,0,1.01,4.73,2,2,4,36,0,0,4
21900140,"Jordan Bell",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900140,"Shabazz Napier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900140,"Jeff Teague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900140,"Tony Snell",27,0,0,0,5,7,0.714,2,3,0.667,2.3,4.19,0,5,5,38,1,0,3
21900140,"Blake Griffin",36,5,7,0.714,1,5,0.2,3,4,0.75,1.7,3.92,0,8,8,56,1,0,6
21900140,"Andre Drummond",26,4,11,0.364,0,1,0,1,6,0.167,2.09,3.99,13,8,20,46,2,0,1
21900140,"Luke Kennard",43,3,5,0.6,5,12,0.417,2,2,1,2.97,4.18,2,10,12,65,1,0,2
21900140,"Derrick Rose",35,3,8,0.375,0,5,0,1,1,1,1.55,4.33,4,4,8,51,0,0,5
21900140,"Bruce Brown",24,1,2,0.5,0,0,0,2,3,0.667,0.96,3.98,0,0,0,28,0,1,0
21900140,"Markieff Morris",30,0,2,0,3,5,0.6,0,2,0,1.6,3.75,4,8,10,38,0,0,2
21900140,"Thon Maker",20,1,1,1,1,1,1,2,3,0.667,1.51,4.46,4,0,4,25,1,0,0
21900140,"Langston Galloway",11,1,2,0.5,6,9,0.667,1,1,1,1.94,4.26,1,4,5,22,0,0,2
21900140,"Svi Mykhailiuk",7,0,0,0,0,1,0,0,0,0,0.4,4.37,0,0,0,10,0,0,0
21900140,"Tim Frazier",22,0,0,0,0,3,0,1,1,1,0.78,4.34,1,0,1,26,0,0,4
21900140,"Jordan Bone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900140,"Christian Wood",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900141,"Dorian Finney-Smith",29,2,2,1,2,7,0.286,2,5,0.4,1.95,4.12,1,7,8,40,0,0,1
21900141,"Kristaps Porzingis",25,0,7,0,1,4,0.25,5,7,0.714,1.39,3.94,2,8,9,39,0,0,1
21900141,"Maxi Kleber",34,0,1,0,4,9,0.444,4,8,0.5,2.33,3.9,7,6,13,45,0,0,2
21900141,"Seth Curry",15,1,2,0.5,0,4,0,1,1,1,1.64,4.18,0,1,1,22,0,1,1
21900141,"Luka Doncic",76,7,7,1,4,14,0.286,2,2,1,2.37,3.83,0,6,6,109,4,0,9
21900141,"Dwight Powell",36,2,3,0.667,4,4,1,2,4,0.5,2.24,4.16,8,6,14,46,0,0,3
21900141,"Delon Wright",28,1,2,0.5,2,3,0.667,0,0,0,1.61,4.21,1,5,6,36,0,1,2
21900141,"Justin Jackson",8,0,1,0,0,1,0,2,4,0.5,0.62,4.61,0,2,2,11,0,0,0
21900141,"Tim Hardaway Jr.",14,2,3,0.667,1,8,0.125,2,4,0.5,1.55,4.14,2,5,5,27,0,0,1
21900141,"Jalen Brunson",24,2,2,1,2,5,0.4,1,1,1,2.08,4.18,3,5,8,34,1,0,2
21900141,"J.J. Barea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900141,"Courtney Lee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900141,"Boban Marjanovic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900141,"Jaylen Brown",38,5,8,0.625,4,8,0.5,3,3,1,2.8,4.03,3,14,17,60,0,1,3
21900141,"Jayson Tatum",39,0,8,0,1,10,0.1,3,3,1,2.57,4.03,9,8,14,62,0,0,4
21900141,"Daniel Theis",21,3,3,1,1,1,1,3,5,0.6,1.61,4.08,2,7,9,26,0,0,3
21900141,"Marcus Smart",39,0,0,0,6,9,0.667,0,1,0,2.59,3.87,1,0,1,52,0,0,6
21900141,"Kemba Walker",39,1,5,0.2,8,12,0.667,1,1,1,2.54,4.24,1,7,8,68,2,0,5
21900141,"Robert Williams III",13,1,2,0.5,2,2,1,2,3,0.667,1.19,3.79,2,6,8,19,0,0,1
21900141,"Grant Williams",13,0,0,0,0,1,0,0,0,0,0.58,4.12,3,2,4,17,0,0,0
21900141,"Javonte Green",15,3,4,0.75,1,4,0.25,2,2,1,1.06,4.37,2,2,4,23,0,1,0
21900141,"Brad Wanamaker",41,3,4,0.75,1,3,0.333,2,2,1,1.58,4.11,2,4,6,48,0,0,2
21900141,"Enes Kanter",9,0,0,0,1,1,1,0,0,0,0.45,4.36,2,3,5,10,0,0,0
21900141,"Carsen Edwards",8,0,1,0,0,0,0,2,2,1,0.43,4.75,0,2,2,9,0,0,1
21900141,"Semi Ojeleye",4,0,0,0,0,0,0,0,0,0,0.41,4.35,0,0,0,4,0,0,0
21900141,"Romeo Langford",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900143,"Jae Crowder",43,0,0,0,3,5,0.6,0,0,0,2.13,3.89,0,10,10,53,0,0,4
21900143,"Jaren Jackson Jr.",41,5,10,0.5,5,7,0.714,3,4,0.75,2.67,4.11,3,7,10,61,0,0,5
21900143,"Jonas Valanciunas",33,8,9,0.889,1,3,0.333,2,7,0.286,2.01,3.92,8,13,20,51,0,0,1
21900143,"Dillon Brooks",36,5,8,0.625,3,9,0.333,1,2,0.5,2.54,4.03,3,3,6,56,1,0,3
21900143,"Ja Morant",36,1,5,0.2,1,7,0.143,1,1,1,1.94,4.44,3,4,7,55,1,0,3
21900143,"Kyle Anderson",26,0,1,0,0,1,0,1,1,1,1.4,4.36,0,4,4,31,1,0,2
21900143,"Tyus Jones",45,0,1,0,3,9,0.333,1,1,1,1.82,4.35,0,1,1,58,2,0,6
21900143,"Brandon Clarke",21,2,3,0.667,4,4,1,1,3,0.333,1.37,4.37,3,10,13,29,0,0,1
21900143,"Marko Guduric",13,0,1,0,2,2,1,1,1,1,1,4.61,0,0,0,17,0,0,4
21900143,"Solomon Hill",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21900143,"Grayson Allen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900143,"Bruno Caboclo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900143,"De'Anthony Melton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21900143,"DeMar DeRozan",41,2,6,0.333,4,9,0.444,0,0,0,2.48,4.03,3,7,10,60,1,0,7
21900143,"LaMarcus Aldridge",38,4,4,1,4,11,0.364,1,4,0.25,2.25,3.84,5,7,11,58,0,0,3
21900143,"Trey Lyles",36,2,2,1,1,3,0.333,1,1,1,1.38,4.28,3,7,9,41,1,0,0
21900143,"Bryn Forbes",15,0,1,0,5,11,0.455,2,2,1,2.05,4.13,0,2,2,31,0,0,1
21900143,"Dejounte Murray",35,1,2,0.5,0,1,0,0,2,0,1.68,4.94,4,6,9,43,0,0,4
21900143,"Patty Mills",16,3,4,0.75,1,3,0.333,2,2,1,1.61,4.45,0,3,3,29,0,0,2
21900143,"Jakob Poeltl",28,1,3,0.333,1,1,1,1,2,0.5,1.25,4.57,4,5,8,33,0,0,3
21900143,"Rudy Gay",33,1,3,0.333,5,6,0.833,0,0,0,2.04,4.18,4,11,15,44,0,0,2
21900143,"Derrick White",50,2,4,0.5,3,9,0.333,1,2,0.5,2.17,4.2,0,7,7,65,1,0,5
