"typeResult","idGame","namePlayer","teamName","PARTIAL_POSS","SWITCHES_ON","ptsPlayerAllowed","dreb","MATCHUP_AST","MATCHUP_TOV","stl","blk","MATCHUP_FGM","MATCHUP_FGA","MATCHUP_FG_PCT","MATCHUP_FG3M","MATCHUP_FG3A","MATCHUP_FG3_PCT"
"player",21900098,"Grant Williams","Celtics",15.14,0,16,1,0,1,0,0,5,8,0.625,4,6,0.667
"player",21900098,"Javonte Green","Celtics",6.96,0,0,1,0,0,0,0,0,0,0,0,0,0
"player",21900098,"Robert Williams III","Celtics",22.38,0,16,2,5,0,1,2,4,8,0.5,2,2,1
"player",21900098,"Brad Wanamaker","Celtics",29.82,0,10,1,2,1,1,0,4,8,0.5,2,5,0.4
"player",21900098,"Carsen Edwards","Celtics",22.7,0,5,1,0,0,0,1,1,5,0.2,1,4,0.25
"player",21900098,"Semi Ojeleye","Celtics",11.51,0,2,1,0,0,0,0,0,2,0,0,1,0
"player",21900098,"Cedi Osman","Cavaliers",40.07,0,13,4,2,1,1,0,4,7,0.571,1,4,0.25
"player",21900098,"Kevin Love","Cavaliers",40.47,0,10,8,4,2,1,2,5,14,0.357,0,3,0
"player",21900098,"Tristan Thompson","Cavaliers",48.26,0,26,5,0,1,0,1,11,18,0.611,3,6,0.5
"player",21900098,"Collin Sexton","Cavaliers",46.16,0,12,1,2,3,0,1,4,10,0.4,1,4,0.25
"player",21900098,"Darius Garland","Cavaliers",36.85,0,12,3,3,2,1,0,5,6,0.833,2,2,1
"player",21900098,"Jordan Clarkson","Cavaliers",34.32,0,11,3,1,0,0,2,4,8,0.5,2,3,0.667
"player",21900098,"Larry Nance Jr.","Cavaliers",19.54,0,13,2,4,0,0,0,6,8,0.75,1,3,0.333
"player",21900098,"Matthew Dellavedova","Cavaliers",14.54,0,5,2,0,1,0,0,2,4,0.5,1,2,0.5
"player",21900098,"Alfonzo McKinnie","Cavaliers",11.7,0,6,2,0,0,0,0,3,5,0.6,0,0,0
"player",21900098,"Brandon Knight","Cavaliers",16.87,0,9,2,4,1,0,0,3,4,0.75,1,2,0.5
"player",21900099,"DeMar DeRozan","Spurs",44.68,0,10,3,1,2,3,2,3,6,0.5,2,4,0.5
"player",21900099,"LaMarcus Aldridge","Spurs",42.82,0,16,4,1,1,0,4,8,16,0.5,0,2,0
"player",21900099,"Trey Lyles","Spurs",24.87,0,8,8,2,0,0,1,4,8,0.5,0,2,0
"player",21900099,"Bryn Forbes","Spurs",38.51,0,11,2,1,1,0,0,4,6,0.667,3,3,1
"player",21900099,"Dejounte Murray","Spurs",21.3,0,8,3,2,0,0,0,3,9,0.333,1,4,0.25
"player",21900099,"Derrick White","Spurs",26.95,0,16,0,1,5,1,1,7,10,0.7,1,2,0.5
"player",21900099,"Rudy Gay","Spurs",34.75,0,14,4,2,1,1,0,6,14,0.429,1,3,0.333
"player",21900099,"Patty Mills","Spurs",37.06,0,6,2,2,4,2,0,2,7,0.286,2,5,0.4
"player",21900099,"Marco Belinelli","Spurs",15.68,0,7,3,2,1,0,0,3,5,0.6,0,2,0
"player",21900099,"Jakob Poeltl","Spurs",19.21,0,11,1,0,1,2,0,3,7,0.429,1,2,0.5
"player",21900099,"Lonnie Walker IV","Spurs",4.27,0,0,0,0,0,0,0,0,0,0,0,0,0
"player",21900099,"De'Andre Hunter","Hawks",48.84,0,24,6,3,2,0,0,11,16,0.688,0,3,0
"player",21900099,"Jabari Parker","Hawks",43.58,0,21,6,5,0,1,0,10,17,0.588,1,4,0.25
"player",21900099,"Alex Len","Hawks",20.26,0,2,5,1,0,0,1,1,8,0.125,0,0,0
"player",21900099,"Cam Reddish","Hawks",40.03,0,4,2,1,2,0,0,1,6,0.167,1,3,0.333
"player",21900099,"Trae Young","Hawks",40.94,0,9,2,1,0,2,0,4,7,0.571,1,4,0.25
"player",21900099,"Kevin Huerter","Hawks",35.4,0,5,5,2,1,1,2,1,6,0.167,1,3,0.333
"player",21900099,"Bruno Fernando","Hawks",19.6,0,10,1,0,4,0,0,3,7,0.429,2,5,0.4
"player",21900099,"Tyrone Wallace","Hawks",10.11,0,2,1,0,0,0,0,1,2,0.5,0,1,0
"player",21900099,"Vince Carter","Hawks",22.85,0,2,2,0,3,1,0,0,3,0,0,2,0
"player",21900099,"DeAndre' Bembry","Hawks",29.12,0,5,5,0,2,3,1,2,5,0.4,1,2,0.5
"player",21900099,"Damian Jones","Hawks",27.45,0,12,4,2,1,1,1,3,9,0.333,0,1,0
"player",21900100,"LeBron James","Lakers",52,0,8,10,1,0,2,1,2,7,0.286,2,4,0.5
"player",21900100,"Anthony Davis","Lakers",45.57,0,11,4,2,2,1,3,4,12,0.333,1,3,0.333
"player",21900100,"JaVale McGee","Lakers",24.09,0,15,4,2,0,1,2,7,12,0.583,1,2,0.5
"player",21900100,"Danny Green","Lakers",39.32,0,9,4,3,4,2,1,3,8,0.375,2,6,0.333
"player",21900100,"Kentavious Caldwell-Pope","Lakers",31.19,0,4,2,1,0,1,0,2,7,0.286,0,2,0
"player",21900100,"Kyle Kuzma","Lakers",29.87,0,11,4,3,3,0,1,5,10,0.5,0,3,0
"player",21900100,"Quinn Cook","Lakers",34.37,0,14,2,1,0,1,1,5,8,0.625,4,5,0.8
"player",21900100,"Alex Caruso","Lakers",31.08,0,18,2,3,4,2,0,8,9,0.889,2,3,0.667
"player",21900100,"Troy Daniels","Lakers",18.39,0,6,1,0,0,0,0,1,1,1,1,1,1
"player",21900100,"Dwight Howard","Lakers",32.28,0,16,4,1,0,0,1,6,11,0.545,1,3,0.333
"player",21900100,"Jared Dudley","Lakers",1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"player",21900100,"Otto Porter Jr.","Bulls",36.93,0,11,1,6,1,1,0,4,12,0.333,1,6,0.167
"player",21900100,"Lauri Markkanen","Bulls",40.86,0,18,3,1,3,1,0,9,16,0.563,0,3,0
"player",21900100,"Wendell Carter Jr.","Bulls",43.36,0,23,7,5,0,0,1,9,16,0.563,1,4,0.25
"player",21900100,"Zach LaVine","Bulls",46.41,0,23,6,2,1,2,0,8,12,0.667,4,6,0.667
"player",21900100,"Tomas Satoransky","Bulls",36.66,0,5,4,4,2,1,0,2,3,0.667,1,2,0.5
"player",21900100,"Coby White","Bulls",33.09,0,10,5,1,0,1,0,4,6,0.667,2,2,1
"player",21900100,"Luke Kornet","Bulls",23.11,0,2,2,0,3,0,2,1,4,0.25,0,1,0
"player",21900100,"Kris Dunn","Bulls",24.23,0,9,1,1,2,3,0,2,4,0.5,1,2,0.5
"player",21900100,"Thaddeus Young","Bulls",24.21,0,8,2,1,2,2,1,3,8,0.375,0,2,0
"player",21900100,"Chandler Hutchison","Bulls",20.7,0,6,3,1,0,0,0,2,8,0.25,0,3,0
"player",21900100,"Ryan Arcidiacono","Bulls",1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"player",21900100,"Shaquille Harrison","Bulls",1.4,0,0,1,0,0,0,0,0,0,0,0,0,0
"player",21900101,"Jonathan Isaac","Magic",42.31,0,11,6,0,0,0,3,4,12,0.333,1,5,0.2
"player",21900101,"Aaron Gordon","Magic",38.78,0,16,6,2,1,0,0,6,11,0.545,1,3,0.333
"player",21900101,"Nikola Vucevic","Magic",43.75,0,21,8,5,3,0,2,9,17,0.529,1,1,1
"player",21900101,"Evan Fournier","Magic",43.71,0,3,5,5,1,2,0,1,4,0.25,0,1,0
"player",21900101,"Markelle Fultz","Magic",30.71,0,10,1,4,0,1,0,2,2,1,1,1,1
"player",21900101,"Al-Farouq Aminu","Magic",36.85,0,8,3,1,1,2,0,3,14,0.214,2,10,0.2
"player",21900101,"Terrence Ross","Magic",32.19,0,7,2,0,0,0,1,2,6,0.333,1,3,0.333
"player",21900101,"D.J. Augustin","Magic",38.42,0,8,1,1,1,0,0,3,8,0.375,2,4,0.5
"player",21900101,"Mo Bamba","Magic",21.32,0,4,5,0,2,0,2,2,7,0.286,0,2,0
"player",21900101,"Terrance Ferguson","Thunder",28.28,0,8,1,1,3,0,0,0,5,0,0,2,0
"player",21900101,"Danilo Gallinari","Thunder",31.61,0,13,3,0,2,1,0,5,9,0.556,1,4,0.25
"player",21900101,"Steven Adams","Thunder",31.16,0,10,7,2,2,0,1,4,11,0.364,0,2,0
"player",21900101,"Shai Gilgeous-Alexander","Thunder",43.22,0,17,3,0,2,1,1,8,13,0.615,0,1,0
"player",21900101,"Chris Paul","Thunder",40.94,0,12,2,2,2,3,0,4,6,0.667,2,3,0.667
"player",21900101,"Darius Bazley","Thunder",30.49,0,11,6,2,0,2,0,4,8,0.5,0,2,0
"player",21900101,"Dennis Schroder","Thunder",38.78,0,3,1,2,2,0,0,1,4,0.25,0,0,0
"player",21900101,"Nerlens Noel","Thunder",19.19,0,10,4,0,2,0,1,3,12,0.25,0,0,0
"player",21900101,"Hamidou Diallo","Thunder",26.38,0,8,4,3,1,2,2,3,8,0.375,0,3,0
"player",21900101,"Mike Muscala","Thunder",5.95,0,2,0,0,1,0,0,0,1,0,0,1,0
"player",21900102,"Justise Winslow","Heat",41.91,0,9,5,0,3,0,0,4,4,1,1,1,1
"player",21900102,"Bam Adebayo","Heat",31.39,0,12,8,3,1,0,2,5,12,0.417,0,2,0
"player",21900102,"Meyers Leonard","Heat",20.77,0,12,0,0,0,0,0,4,9,0.444,1,3,0.333
"player",21900102,"Jimmy Butler","Heat",36.46,0,3,3,4,0,2,0,1,6,0.167,1,3,0.333
"player",21900102,"Kendrick Nunn","Heat",39.96,0,20,2,2,5,2,0,8,12,0.667,2,3,0.667
"player",21900102,"Goran Dragic","Heat",36,0,10,1,3,0,0,1,4,6,0.667,1,2,0.5
"player",21900102,"Derrick Jones Jr.","Heat",24.25,0,8,0,3,2,2,0,3,7,0.429,2,5,0.4
"player",21900102,"Kelly Olynyk","Heat",34.92,0,15,6,5,5,2,1,7,15,0.467,0,0,0
"player",21900102,"Tyler Herro","Heat",23.88,0,11,3,1,0,1,0,5,6,0.833,1,2,0.5
"player",21900102,"Duncan Robinson","Heat",13.3,0,3,1,0,1,0,0,1,1,1,0,0,0
"player",21900102,"Chris Silva","Heat",8.18,0,2,1,0,1,0,1,1,4,0.25,0,1,0
"player",21900102,"James Johnson","Heat",8.18,0,2,1,0,0,3,0,1,3,0.333,0,1,0
"player",21900102,"Will Barton","Nuggets",43.45,0,6,9,0,2,1,1,3,14,0.214,0,3,0
"player",21900102,"Paul Millsap","Nuggets",21.28,0,12,4,2,1,0,0,5,7,0.714,1,1,1
"player",21900102,"Nikola Jokic","Nuggets",28.64,0,9,5,2,2,1,1,3,10,0.3,1,3,0.333
"player",21900102,"Gary Harris","Nuggets",23.84,0,0,0,0,1,1,0,0,2,0,0,0,0
"player",21900102,"Jamal Murray","Nuggets",43.66,0,5,3,2,0,2,0,2,8,0.25,1,5,0.2
"player",21900102,"Mason Plumlee","Nuggets",33.73,0,15,6,2,3,2,0,5,14,0.357,2,3,0.667
"player",21900102,"Jerami Grant","Nuggets",41.1,0,10,5,3,3,2,0,3,8,0.375,2,5,0.4
"player",21900102,"Malik Beasley","Nuggets",22.18,0,7,1,2,0,0,0,3,8,0.375,0,2,0
"player",21900102,"Torrey Craig","Nuggets",26.23,0,4,2,3,2,0,0,0,3,0,0,1,0
"player",21900102,"Monte Morris","Nuggets",29.44,0,13,2,5,0,1,1,5,7,0.714,1,2,0.5
"player",21900102,"Michael Porter Jr.","Nuggets",4.07,0,5,0,0,0,0,0,2,5,0.4,0,2,0
"player",21900102,"Juancho Hernangomez","Nuggets",1.94,0,0,1,0,0,0,0,0,0,0,0,0,0
"player",21900102,"Jarred Vanderbilt","Nuggets",1.93,0,0,0,0,0,0,0,0,0,0,0,0,0
"player",21900103,"Julius Randle","Knicks",45.3,0,21,2,3,2,1,1,6,18,0.333,2,8,0.25
"player",21900103,"Marcus Morris Sr.","Knicks",45.83,0,15,4,3,3,3,0,6,9,0.667,3,4,0.75
"player",21900103,"Mitchell Robinson","Knicks",11.61,0,6,2,1,1,0,0,3,3,1,0,0,0
"player",21900103,"Frank Ntilikina","Knicks",52.57,0,13,0,2,2,1,3,5,11,0.455,1,2,0.5
"player",21900103,"RJ Barrett","Knicks",47.8,0,16,6,3,3,2,0,5,8,0.625,3,4,0.75
"player",21900103,"Kevin Knox II","Knicks",36.69,0,17,2,4,0,2,0,6,7,0.857,4,5,0.8
"player",21900103,"Bobby Portis","Knicks",26.82,0,11,4,4,2,0,0,4,7,0.571,1,1,1
"player",21900103,"Wayne Ellington","Knicks",18.68,0,6,0,3,2,0,0,3,3,1,0,0,0
"player",21900103,"Taj Gibson","Knicks",27.72,0,8,4,5,2,0,0,3,6,0.5,1,3,0.333
"player",21900103,"Damyean Dotson","Knicks",5.11,0,0,0,0,1,0,0,0,1,0,0,1,0
"player",21900103,"Ignas Brazdeikis","Knicks",5.1,0,1,0,0,0,0,0,0,1,0,0,0,0
"player",21900103,"Allonzo Trier","Knicks",5.1,0,0,1,0,0,0,0,0,0,0,0,0,0
"player",21900103,"Tony Snell","Pistons",42.4,0,20,1,2,4,1,0,7,10,0.7,3,6,0.5
"player",21900103,"Markieff Morris","Pistons",39.59,0,8,4,2,0,2,0,3,8,0.375,2,3,0.667
"player",21900103,"Andre Drummond","Pistons",47.23,0,18,8,6,2,1,0,8,18,0.444,2,6,0.333
"player",21900103,"Luke Kennard","Pistons",43.96,0,17,8,2,1,0,0,7,11,0.636,2,3,0.667
"player",21900103,"Bruce Brown","Pistons",46.39,0,10,2,4,3,1,0,3,8,0.375,0,1,0
"player",21900103,"Christian Wood","Pistons",25.08,0,7,6,1,0,1,1,3,10,0.3,0,2,0
"player",21900103,"Langston Galloway","Pistons",31.45,0,4,2,1,1,1,0,2,3,0.667,0,0,0
"player",21900103,"Svi Mykhailiuk","Pistons",22.3,0,3,2,0,0,0,0,1,3,0.333,1,2,0.5
"player",21900103,"Thon Maker","Pistons",17.47,0,13,2,0,2,0,0,5,7,0.714,1,1,1
"player",21900103,"Khyri Thomas","Pistons",4.4,0,0,0,0,0,0,0,0,1,0,0,1,0
"player",21900103,"Jordan Bone","Pistons",3.18,0,2,0,1,0,0,0,0,1,0,0,0,0
"player",21900104,"Isaac Bonga","Wizards",13.46,0,4,2,2,2,1,0,1,3,0.333,0,0,0
"player",21900104,"Rui Hachimura","Wizards",29.86,0,13,7,1,2,0,0,6,9,0.667,1,4,0.25
"player",21900104,"Thomas Bryant","Wizards",47.74,0,11,8,9,2,0,0,5,15,0.333,1,2,0.5
"player",21900104,"Bradley Beal","Wizards",57.8,0,13,2,5,3,0,0,4,15,0.267,2,7,0.286
"player",21900104,"Isaiah Thomas","Wizards",28.01,0,18,0,1,0,0,0,7,11,0.636,3,5,0.6
"player",21900104,"Troy Brown Jr.","Wizards",22.88,0,7,1,0,0,0,0,3,6,0.5,1,3,0.333
"player",21900104,"Ish Smith","Wizards",38.02,0,13,3,2,0,1,1,5,9,0.556,2,2,1
"player",21900104,"Moritz Wagner","Wizards",18.46,0,14,4,4,1,0,0,5,8,0.625,1,2,0.5
"player",21900104,"Davis Bertans","Wizards",40.11,0,12,3,1,0,1,0,4,11,0.364,0,2,0
"player",21900104,"CJ Miles","Wizards",32.5,0,13,1,0,3,0,2,4,7,0.571,1,2,0.5
"player",21900104,"Jordan McRae","Wizards",2.12,0,0,1,0,0,0,0,0,0,0,0,0,0
"player",21900104,"T.J. Warren","Pacers",46.82,0,6,4,0,1,1,0,2,6,0.333,0,2,0
"player",21900104,"JaKarr Sampson","Pacers",34.41,0,16,5,2,1,2,1,6,11,0.545,3,5,0.6
"player",21900104,"Domantas Sabonis","Pacers",41.29,0,15,13,1,6,2,1,7,16,0.438,1,3,0.333
"player",21900104,"Malcolm Brogdon","Pacers",50.07,0,13,1,2,2,1,0,5,16,0.313,1,6,0.167
"player",21900104,"Aaron Holiday","Pacers",46.53,0,10,2,5,3,0,0,3,10,0.3,3,5,0.6
"player",21900104,"Justin Holiday","Pacers",25.22,0,0,2,2,0,0,1,0,4,0,0,3,0
"player",21900104,"T.J. McConnell","Pacers",20.71,0,10,1,3,0,1,0,1,3,0.333,0,0,0
"player",21900104,"Goga Bitadze","Pacers",28.81,0,23,1,0,4,0,0,9,20,0.45,2,9,0.222
"player",21900104,"Doug McDermott","Pacers",44.98,0,10,5,2,1,1,0,3,8,0.375,2,4,0.5
"player",21900104,"Alize Johnson","Pacers",11.67,0,2,1,2,0,0,0,1,2,0.5,0,1,0
"player",21900105,"Otto Porter Jr.","Bulls",16.04,0,5,4,1,0,2,1,2,7,0.286,0,2,0
"player",21900105,"Lauri Markkanen","Bulls",46.72,0,10,5,2,6,0,3,4,12,0.333,0,4,0
"player",21900105,"Wendell Carter Jr.","Bulls",17.56,0,13,2,1,0,0,2,3,4,0.75,1,1,1
"player",21900105,"Zach LaVine","Bulls",40.81,0,6,6,0,2,2,2,3,6,0.5,0,2,0
"player",21900105,"Tomas Satoransky","Bulls",41.92,0,11,5,3,4,1,0,4,8,0.5,0,4,0
"player",21900105,"Thaddeus Young","Bulls",24.98,0,12,2,1,2,0,0,3,10,0.3,0,5,0
"player",21900105,"Coby White","Bulls",41.02,0,6,2,2,1,0,0,2,6,0.333,2,3,0.667
"player",21900105,"Kris Dunn","Bulls",29.59,0,5,2,1,3,5,0,2,5,0.4,0,2,0
"player",21900105,"Chandler Hutchison","Bulls",26.35,0,11,3,0,3,0,0,4,9,0.444,1,3,0.333
"player",21900105,"Shaquille Harrison","Bulls",4.78,0,3,2,0,0,0,0,1,1,1,0,0,0
"player",21900105,"Ryan Arcidiacono","Bulls",26.02,0,5,1,0,1,1,0,1,2,0.5,1,1,1
"player",21900105,"Luke Kornet","Bulls",9.27,0,4,2,0,0,0,1,1,2,0.5,1,2,0.5
"player",21900105,"Daniel Gafford","Bulls",4.11,0,2,0,0,0,0,0,0,1,0,0,1,0
"player",21900105,"De'Andre Hunter","Hawks",38.22,0,16,4,3,2,0,0,6,10,0.6,4,5,0.8
"player",21900105,"Jabari Parker","Hawks",43.45,0,10,4,2,3,2,1,4,8,0.5,2,6,0.333
"player",21900105,"Alex Len","Hawks",17.81,0,6,4,1,0,0,2,2,10,0.2,0,3,0
"player",21900105,"Cam Reddish","Hawks",33.11,0,9,2,2,3,0,0,4,9,0.444,1,4,0.25
"player",21900105,"Trae Young","Hawks",43.2,0,11,3,6,2,0,0,4,8,0.5,1,1,1
"player",21900105,"Bruno Fernando","Hawks",30.4,0,11,4,1,4,1,0,5,8,0.625,0,2,0
"player",21900105,"Kevin Huerter","Hawks",35.96,0,12,1,0,0,2,0,5,7,0.714,2,4,0.5
"player",21900105,"DeAndre' Bembry","Hawks",37.58,0,13,2,3,1,0,0,4,5,0.8,2,2,1
"player",21900105,"Tyrone Wallace","Hawks",23.17,0,6,2,0,0,1,0,1,3,0.333,0,1,0
"player",21900105,"Vince Carter","Hawks",24.05,0,5,5,1,2,1,0,1,4,0.25,1,3,0.333
"player",21900105,"Damian Jones","Hawks",20.1,0,8,3,1,0,0,0,3,6,0.5,0,1,0
"player",21900105,"Charles Brown Jr.","Hawks",4.85,0,0,1,0,0,0,0,0,2,0,0,1,0
"player",21900106,"Harrison Barnes","Kings",47.89,0,20,3,1,1,0,1,8,13,0.615,1,4,0.25
"player",21900106,"Richaun Holmes","Kings",40.01,0,16,5,6,2,1,2,6,14,0.429,0,3,0
"player",21900106,"Nemanja Bjelica","Kings",22.81,0,15,1,3,0,1,0,6,7,0.857,3,4,0.75
"player",21900106,"Buddy Hield","Kings",41.59,0,8,7,2,3,1,1,3,8,0.375,2,3,0.667
"player",21900106,"De'Aaron Fox","Kings",44.28,0,15,6,3,1,1,1,5,12,0.417,4,7,0.571
"player",21900106,"Dewayne Dedmon","Kings",21.31,0,13,1,2,3,0,0,5,7,0.714,3,4,0.75
"player",21900106,"Trevor Ariza","Kings",22.32,0,10,3,2,1,1,0,3,3,1,0,0,0
"player",21900106,"Bogdan Bogdanovic","Kings",38.51,0,8,2,3,1,2,0,2,6,0.333,1,3,0.333
"player",21900106,"Cory Joseph","Kings",21.57,0,10,2,3,1,1,1,3,4,0.75,0,0,0
"player",21900106,"Yogi Ferrell","Kings",6.32,0,3,1,0,1,0,1,0,2,0,0,1,0
"player",21900106,"OG Anunoby","Raptors",55.63,0,13,6,4,1,0,3,4,16,0.25,3,6,0.5
"player",21900106,"Pascal Siakam","Raptors",55.36,0,21,12,0,2,2,0,7,13,0.538,5,8,0.625
"player",21900106,"Marc Gasol","Raptors",36.19,0,7,3,1,0,1,0,3,6,0.5,0,2,0
"player",21900106,"Kyle Lowry","Raptors",60.23,0,21,2,5,2,2,0,6,15,0.4,5,10,0.5
"player",21900106,"Fred VanVleet","Raptors",52.38,0,18,2,4,5,1,0,8,13,0.615,2,2,1
"player",21900106,"Norman Powell","Raptors",26.26,0,6,2,2,2,1,0,2,6,0.333,1,5,0.2
"player",21900106,"Serge Ibaka","Raptors",34.98,0,14,6,2,0,2,0,6,11,0.545,2,3,0.667
"player",21900106,"Terence Davis","Raptors",10.26,0,6,1,0,1,0,0,2,3,0.667,0,0,0
"player",21900106,"Chris Boucher","Raptors",8.32,0,4,0,0,0,0,1,1,4,0.25,0,2,0
"player",21900106,"Matt Thomas","Raptors",16.28,0,5,1,1,0,1,0,2,5,0.4,1,3,0.333
"player",21900107,"Glenn Robinson III","Warriors",46.27,0,28,6,3,2,0,0,10,12,0.833,7,8,0.875
"player",21900107,"Eric Paschall","Warriors",45.41,0,15,6,4,2,0,0,5,7,0.714,3,4,0.75
"player",21900107,"Willie Cauley-Stein","Warriors",26.52,0,15,1,6,1,0,0,4,8,0.5,2,2,1
"player",21900107,"Jordan Poole","Warriors",36.22,0,14,1,3,1,1,1,5,13,0.385,3,6,0.5
"player",21900107,"Ky Bowman","Warriors",48.06,0,9,0,10,3,1,0,4,18,0.222,1,12,0.083
"player",21900107,"Alec Burks","Warriors",44.55,0,9,8,1,1,2,0,3,8,0.375,1,3,0.333
"player",21900107,"Omari Spellman","Warriors",22.93,0,7,3,2,1,2,0,3,8,0.375,1,2,0.5
"player",21900107,"Damion Lee","Warriors",41.36,0,23,5,1,0,0,0,10,14,0.714,3,5,0.6
"player",21900107,"Marquese Chriss","Warriors",18.94,0,6,5,0,2,1,0,3,7,0.429,0,2,0
"player",21900107,"Danuel House Jr.","Rockets",54.75,0,16,6,3,1,0,0,3,12,0.25,3,7,0.429
"player",21900107,"P.J. Tucker","Rockets",53.65,0,19,6,3,2,1,0,6,18,0.333,3,8,0.375
"player",21900107,"Clint Capela","Rockets",52.12,0,16,11,3,2,1,6,7,23,0.304,0,4,0
"player",21900107,"James Harden","Rockets",51.21,0,16,4,2,3,3,3,6,14,0.429,3,5,0.6
"player",21900107,"Russell Westbrook","Rockets",42.74,0,12,8,1,0,2,0,4,10,0.4,2,4,0.5
"player",21900107,"Austin Rivers","Rockets",38.35,0,9,2,1,0,0,0,4,8,0.5,0,1,0
"player",21900107,"Thabo Sefolosha","Rockets",13.45,0,6,1,1,1,0,0,2,5,0.4,0,1,0
"player",21900107,"Ben McLemore","Rockets",27.35,0,10,1,1,0,0,0,3,4,0.75,0,1,0
"player",21900107,"Tyson Chandler","Rockets",3.24,0,0,0,1,0,0,0,0,0,0,0,0,0
"player",21900107,"Chris Clemons","Rockets",4.03,0,0,0,1,0,0,0,0,0,0,0,0,0
"player",21900108,"Josh Okogie","Timberwolves",29.85,0,12,4,0,0,0,0,3,6,0.5,1,1,1
"player",21900108,"Robert Covington","Timberwolves",37.94,0,6,1,3,5,2,2,2,7,0.286,0,1,0
"player",21900108,"Karl-Anthony Towns","Timberwolves",49.77,0,25,10,3,5,0,2,10,17,0.588,2,4,0.5
"player",21900108,"Andrew Wiggins","Timberwolves",47.57,0,28,1,4,2,2,1,9,14,0.643,3,4,0.75
"player",21900108,"Jarrett Culver","Timberwolves",43.98,0,7,3,3,1,0,0,2,5,0.4,0,3,0
"player",21900108,"Jake Layman","Timberwolves",32.7,0,12,0,3,2,3,0,5,7,0.714,1,2,0.5
"player",21900108,"Treveon Graham","Timberwolves",43.06,0,29,5,3,1,1,1,11,18,0.611,3,4,0.75
"player",21900108,"Noah Vonleh","Timberwolves",20.52,0,8,2,2,1,0,1,4,6,0.667,0,1,0
"player",21900108,"Jordan McLaughlin","Timberwolves",29.85,0,4,0,3,0,0,0,2,6,0.333,0,1,0
"player",21900108,"Gorgui Dieng","Timberwolves",4.26,0,0,0,1,0,1,0,0,0,0,0,0,0
"player",21900108,"Jaylen Nowell","Timberwolves",1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
"player",21900108,"Jae Crowder","Grizzlies",46.97,0,8,3,0,2,2,1,3,11,0.273,1,5,0.2
"player",21900108,"Jaren Jackson Jr.","Grizzlies",20.92,0,7,4,0,2,0,0,3,5,0.6,1,2,0.5
"player",21900108,"Jonas Valanciunas","Grizzlies",37.22,0,20,12,4,2,0,0,8,16,0.5,2,5,0.4
"player",21900108,"Dillon Brooks","Grizzlies",41.92,0,16,4,2,1,0,0,5,10,0.5,2,6,0.333
"player",21900108,"Ja Morant","Grizzlies",35.59,0,5,1,0,2,0,0,2,6,0.333,1,3,0.333
"player",21900108,"Brandon Clarke","Grizzlies",29.22,0,20,6,1,1,0,0,7,15,0.467,4,8,0.5
"player",21900108,"Tyus Jones","Grizzlies",33.05,0,5,1,4,0,1,0,1,6,0.167,1,6,0.167
"player",21900108,"Bruno Caboclo","Grizzlies",21.39,0,12,3,2,0,0,2,4,10,0.4,1,3,0.333
"player",21900108,"Marko Guduric","Grizzlies",23.03,0,8,3,2,0,0,0,3,4,0.75,2,2,1
"player",21900108,"Solomon Hill","Grizzlies",19.94,0,2,1,1,1,1,0,1,4,0.25,0,2,0
"player",21900108,"Kyle Anderson","Grizzlies",28.18,0,13,3,1,0,0,0,4,6,0.667,1,2,0.5
"player",21900109,"Jonathan Isaac","Magic",41.9,0,17,9,1,1,4,6,5,19,0.263,2,7,0.286
"player",21900109,"Aaron Gordon","Magic",48.82,0,14,1,3,4,2,0,5,12,0.417,0,5,0
"player",21900109,"Nikola Vucevic","Magic",44.29,0,16,10,1,3,1,1,7,15,0.467,1,2,0.5
"player",21900109,"Evan Fournier","Magic",38.68,0,13,0,1,2,0,0,4,6,0.667,2,3,0.667
"player",21900109,"Markelle Fultz","Magic",30.76,0,9,2,1,4,3,0,2,5,0.4,1,2,0.5
"player",21900109,"Al-Farouq Aminu","Magic",18.56,0,14,3,0,2,0,0,5,7,0.714,2,4,0.5
"player",21900109,"D.J. Augustin","Magic",38.26,0,2,0,1,0,2,0,1,4,0.25,0,2,0
"player",21900109,"Michael Carter-Williams","Magic",29.59,0,6,4,2,0,2,3,2,7,0.286,2,2,1
"player",21900109,"Khem Birch","Magic",18.94,0,12,2,2,1,0,0,5,10,0.5,1,3,0.333
"player",21900109,"Wes Iwundu","Magic",9.61,0,1,3,0,0,0,0,0,0,0,0,0,0
"player",21900109,"Dorian Finney-Smith","Mavericks",37.56,0,20,4,2,2,1,0,9,14,0.643,2,4,0.5
"player",21900109,"Kristaps Porzingis","Mavericks",42.95,0,13,7,0,1,0,0,5,8,0.625,1,2,0.5
"player",21900109,"Dwight Powell","Mavericks",43.55,0,20,4,4,2,1,0,8,18,0.444,2,3,0.667
"player",21900109,"Seth Curry","Mavericks",9.03,0,0,0,0,0,1,1,0,1,0,0,0,0
"player",21900109,"Luka Doncic","Mavericks",49.51,0,8,5,5,2,0,0,3,6,0.5,0,2,0
"player",21900109,"Maxi Kleber","Mavericks",26.47,0,7,3,5,3,0,0,2,6,0.333,0,2,0
"player",21900109,"Tim Hardaway Jr.","Mavericks",35.45,0,7,2,1,1,0,0,3,8,0.375,0,2,0
