"typeResult","idGame","namePlayer","teamName","PARTIAL_POSS","SWITCHES_ON","ptsPlayerAllowed","dreb","MATCHUP_AST","MATCHUP_TOV","stl","blk","MATCHUP_FGM","MATCHUP_FGA","MATCHUP_FG_PCT","MATCHUP_FG3M","MATCHUP_FG3A","MATCHUP_FG3_PCT"
"player",21900220,"Dennis Schroder","Thunder",38.49,0,13,3,2,3,0,0,4,6,0.667,2,4,0.5
"player",21900220,"Darius Bazley","Thunder",20.55,0,13,3,0,0,1,2,5,7,0.714,1,2,0.5
"player",21900220,"Hamidou Diallo","Thunder",18.92,0,6,2,5,2,2,0,2,4,0.5,0,0,0
"player",21900221,"Cedi Osman","Cavaliers",32.52,0,16,3,3,0,0,1,7,11,0.636,2,4,0.5
"player",21900221,"Kevin Love","Cavaliers",33.54,0,12,6,3,2,0,0,5,9,0.556,0,3,0
"player",21900221,"Tristan Thompson","Cavaliers",32.6,0,19,5,0,1,0,1,8,16,0.5,2,3,0.667
"player",21900221,"Collin Sexton","Cavaliers",39.17,0,20,2,2,0,0,0,7,13,0.538,6,9,0.667
"player",21900221,"Darius Garland","Cavaliers",43.95,0,16,1,3,0,0,0,6,10,0.6,4,5,0.8
"player",21900221,"Jordan Clarkson","Cavaliers",20.45,0,2,0,1,0,0,0,1,3,0.333,0,1,0
"player",21900221,"Larry Nance Jr.","Cavaliers",25.28,0,16,0,5,0,1,0,6,7,0.857,1,2,0.5
"player",21900221,"Kevin Porter Jr.","Cavaliers",29.76,0,15,3,6,1,1,0,6,10,0.6,2,6,0.333
"player",21900221,"Matthew Dellavedova","Cavaliers",4.99,0,0,1,2,1,0,0,0,2,0,0,0,0
"player",21900221,"Brandon Knight","Cavaliers",8.1,0,5,0,0,0,0,0,2,2,1,1,1,1
"player",21900221,"Alfonzo McKinnie","Cavaliers",16.57,0,8,1,0,0,0,1,4,6,0.667,0,0,0
"player",21900221,"Ante Zizic","Cavaliers",16.58,0,2,2,1,1,1,0,1,5,0.2,0,0,0
"player",21900221,"Dean Wade","Cavaliers",7.89,0,5,2,1,0,0,0,2,2,1,1,1,1
"player",21900221,"Dorian Finney-Smith","Mavericks",29.88,0,15,4,1,1,1,0,6,11,0.545,3,5,0.6
"player",21900221,"Kristaps Porzingis","Mavericks",37.95,0,16,6,5,1,1,4,7,14,0.5,2,4,0.5
"player",21900221,"Dwight Powell","Mavericks",30.98,0,16,0,2,1,0,0,5,7,0.714,2,3,0.667
"player",21900221,"Tim Hardaway Jr.","Mavericks",24.83,0,7,1,1,0,1,0,2,3,0.667,1,2,0.5
"player",21900221,"Luka Doncic","Mavericks",37.4,0,9,7,4,1,0,0,3,5,0.6,1,2,0.5
"player",21900221,"Maxi Kleber","Mavericks",23.42,0,2,5,2,2,1,1,1,9,0.111,0,3,0
"player",21900221,"Delon Wright","Mavericks",25.03,0,6,1,0,2,1,1,2,5,0.4,1,3,0.333
"player",21900221,"Justin Jackson","Mavericks",29.95,0,10,5,3,0,1,0,3,7,0.429,1,2,0.5
"player",21900221,"Boban Marjanovic","Mavericks",21.29,0,4,4,1,1,1,0,2,6,0.333,0,1,0
"player",21900221,"Jalen Brunson","Mavericks",14.02,0,2,3,0,0,0,0,0,5,0,0,1,0
"player",21900221,"J.J. Barea","Mavericks",14.71,0,4,1,1,2,1,1,2,4,0.5,0,0,0
"player",21900221,"Ryan Broekhoff","Mavericks",10.76,0,3,1,0,0,0,0,1,2,0.5,1,1,1
"player",21900221,"Courtney Lee","Mavericks",10.75,0,5,1,0,0,0,0,2,6,0.333,0,2,0
"player",21900222,"Jaylen Brown","Celtics",46.11,0,17,9,4,3,1,0,7,13,0.538,1,5,0.2
"player",21900222,"Jayson Tatum","Celtics",41.8,0,5,2,0,1,0,1,2,4,0.5,1,2,0.5
"player",21900222,"Daniel Theis","Celtics",22.87,0,12,3,0,4,1,2,6,15,0.4,0,1,0
"player",21900222,"Marcus Smart","Celtics",41.58,0,1,5,2,0,2,0,0,9,0,0,5,0
"player",21900222,"Kemba Walker","Celtics",15.63,0,7,1,2,2,2,0,3,3,1,1,1,1
"player",21900222,"Grant Williams","Celtics",22.02,0,12,1,1,0,1,0,5,9,0.556,1,2,0.5
"player",21900222,"Robert Williams III","Celtics",18.93,0,15,3,2,2,1,2,5,10,0.5,1,2,0.5
"player",21900222,"Carsen Edwards","Celtics",7.71,0,2,1,0,1,0,0,1,1,1,0,0,0
"player",21900222,"Brad Wanamaker","Celtics",34.22,0,8,2,3,1,0,0,2,6,0.333,1,4,0.25
"player",21900222,"Enes Kanter","Celtics",18.14,0,8,3,0,1,1,1,4,7,0.571,0,1,0
"player",21900222,"Semi Ojeleye","Celtics",25.95,0,7,4,0,1,1,0,3,6,0.5,1,2,0.5
"player",21900222,"Javonte Green","Celtics",13.04,0,0,1,0,0,2,0,0,1,0,0,1,0
"player",21900222,"Will Barton","Nuggets",44,0,13,1,1,1,0,0,3,9,0.333,0,3,0
"player",21900222,"Paul Millsap","Nuggets",42.14,0,10,6,0,1,0,2,4,10,0.4,2,5,0.4
"player",21900222,"Nikola Jokic","Nuggets",46.98,0,10,13,3,4,3,1,4,18,0.222,0,2,0
"player",21900222,"Gary Harris","Nuggets",45.08,0,12,4,3,0,1,0,5,8,0.625,1,2,0.5
"player",21900222,"Jamal Murray","Nuggets",49.92,0,13,5,5,1,2,0,6,7,0.857,1,1,1
"player",21900222,"Mason Plumlee","Nuggets",14.15,0,4,1,0,0,0,1,2,7,0.286,0,2,0
"player",21900222,"Jerami Grant","Nuggets",20.66,0,7,3,3,0,0,0,3,5,0.6,1,3,0.333
"player",21900222,"Juancho Hernangomez","Nuggets",21.97,0,10,0,3,1,0,0,2,8,0.25,1,5,0.2
"player",21900222,"Monte Morris","Nuggets",12.05,0,2,0,1,1,1,0,0,1,0,0,1,0
"player",21900222,"Michael Porter Jr.","Nuggets",12.87,0,2,4,0,1,0,1,0,3,0,0,1,0
"player",21900223,"Glenn Robinson III","Warriors",47.22,0,12,4,2,1,1,0,5,7,0.714,2,4,0.5
"player",21900223,"Eric Paschall","Warriors",36.01,0,15,5,4,1,0,1,6,8,0.75,2,4,0.5
"player",21900223,"Willie Cauley-Stein","Warriors",33.9,0,9,4,3,3,1,1,4,13,0.308,1,1,1
"player",21900223,"Alec Burks","Warriors",45.01,0,15,5,2,0,4,0,4,10,0.4,2,6,0.333
"player",21900223,"Ky Bowman","Warriors",45.84,0,25,5,1,3,4,0,10,19,0.526,3,6,0.5
"player",21900223,"Jordan Poole","Warriors",32.04,0,7,1,2,1,0,0,3,3,1,1,1,1
"player",21900223,"Marquese Chriss","Warriors",30.96,0,10,2,0,2,1,1,4,10,0.4,1,4,0.25
"player",21900223,"Omari Spellman","Warriors",38.3,0,14,5,2,3,0,0,5,11,0.455,1,3,0.333
"player",21900223,"Bojan Bogdanovic","Jazz",48.58,0,10,3,4,1,1,0,4,10,0.4,2,2,1
"player",21900223,"Royce O'Neale","Jazz",44.79,0,17,3,2,2,0,0,7,10,0.7,2,4,0.5
"player",21900223,"Rudy Gobert","Jazz",48.59,0,13,14,1,2,1,7,6,21,0.286,1,4,0.25
"player",21900223,"Donovan Mitchell","Jazz",50.46,0,15,3,2,2,1,0,5,10,0.5,1,5,0.2
"player",21900223,"Mike Conley","Jazz",43.67,0,15,4,2,1,1,0,6,12,0.5,3,5,0.6
"player",21900223,"Joe Ingles","Jazz",39.04,0,4,5,3,0,0,0,2,6,0.333,0,1,0
"player",21900223,"Emmanuel Mudiay","Jazz",22.55,0,10,2,0,0,0,0,3,4,0.75,1,2,0.5
"player",21900223,"Dante Exum","Jazz",9.33,0,2,0,0,0,0,0,1,2,0.5,0,0,0
"player",21900223,"Jeff Green","Jazz",24.11,0,10,5,1,0,0,2,4,11,0.364,0,3,0
"player",21900223,"Tony Bradley","Jazz",10.44,0,2,1,0,0,0,1,1,4,0.25,0,0,0
"player",21900224,"Ben McLemore","Rockets",47.21,0,18,1,4,4,2,0,8,22,0.364,2,10,0.2
"player",21900224,"P.J. Tucker","Rockets",55.36,0,32,3,12,10,3,0,12,33,0.364,4,14,0.286
"player",21900224,"Clint Capela","Rockets",61,0,36,14,16,6,0,2,16,30,0.533,0,2,0
"player",21900224,"Russell Westbrook","Rockets",52.17,0,34,3,12,2,2,0,12,14,0.857,6,8,0.75
"player",21900224,"James Harden","Rockets",62.07,0,14,8,24,4,2,0,6,27,0.222,0,12,0
"player",21900224,"Austin Rivers","Rockets",45.16,0,37,1,12,8,1,0,14,18,0.778,8,10,0.8
"player",21900224,"Thabo Sefolosha","Rockets",15.79,0,33,1,0,2,1,0,12,14,0.857,6,8,0.75
"player",21900224,"Chris Clemons","Rockets",7.5,0,4,0,4,0,0,0,2,2,1,0,0,0
"player",21900224,"Tyson Chandler","Rockets",9.72,0,14,1,0,2,0,0,6,10,0.6,0,0,0
"player",21900224,"Kawhi Leonard","Clippers",38.23,0,22,6,4,6,3,0,8,24,0.333,2,14,0.143
"player",21900224,"Maurice Harkless","Clippers",30.25,0,33,3,8,6,0,0,10,10,1,10,10,1
"player",21900224,"Ivica Zubac","Clippers",18.11,0,7,3,4,0,0,0,2,6,0.333,0,2,0
"player",21900224,"Paul George","Clippers",44.41,0,14,8,32,0,2,0,6,24,0.25,0,12,0
"player",21900224,"Patrick Beverley","Clippers",28.08,0,9,2,4,4,1,0,2,8,0.25,2,8,0.25
"player",21900224,"Lou Williams","Clippers",45.09,0,14,3,8,2,0,0,6,18,0.333,0,4,0
"player",21900224,"Rodney McGruder","Clippers",24.23,0,15,0,0,2,0,0,6,10,0.6,0,4,0
"player",21900224,"Montrezl Harrell","Clippers",46.9,0,51,4,12,6,1,2,20,43,0.465,10,22,0.455
"player",21900224,"Jerome Robinson","Clippers",14.42,0,15,1,4,2,1,1,6,8,0.75,0,2,0
"player",21900224,"JaMychal Green","Clippers",34.97,0,12,7,24,2,1,1,4,10,0.4,2,4,0.5
"player",21900225,"Kelly Oubre Jr.","Suns",55.28,0,15,9,2,4,4,0,6,11,0.545,2,5,0.4
"player",21900225,"Dario Saric","Suns",33.93,0,12,3,3,2,1,0,4,13,0.308,3,8,0.375
"player",21900225,"Frank Kaminsky","Suns",41.22,0,19,4,3,2,0,1,8,15,0.533,0,4,0
"player",21900225,"Devin Booker","Suns",54.08,0,17,9,1,0,0,1,7,12,0.583,3,5,0.6
"player",21900225,"Tyler Johnson","Suns",44.89,0,15,3,1,1,0,1,6,14,0.429,2,10,0.2
"player",21900225,"Mikal Bridges","Suns",35.37,0,4,4,2,3,2,0,2,6,0.333,0,3,0
"player",21900225,"Elie Okobo","Suns",30.26,0,0,5,1,0,0,0,0,2,0,0,0,0
"player",21900225,"Cameron Johnson","Suns",29.67,0,7,3,3,0,2,0,3,9,0.333,1,4,0.25
"player",21900225,"Cheick Diallo","Suns",19.05,0,7,4,1,1,0,0,2,8,0.25,1,2,0.5
"player",21900225,"Jarrett Culver","Timberwolves",37.39,0,10,5,1,1,0,2,2,9,0.222,1,4,0.25
"player",21900225,"Noah Vonleh","Timberwolves",10.72,0,2,1,1,0,0,0,1,3,0.333,0,0,0
"player",21900225,"Karl-Anthony Towns","Timberwolves",53.35,0,21,15,5,2,0,1,9,20,0.45,2,6,0.333
"player",21900225,"Andrew Wiggins","Timberwolves",49.21,0,17,3,3,3,0,3,6,15,0.4,0,4,0
"player",21900225,"Jeff Teague","Timberwolves",46.69,0,13,5,1,0,1,1,4,12,0.333,3,6,0.5
"player",21900225,"Keita Bates-Diop","Timberwolves",50.54,0,9,4,3,0,0,0,2,5,0.4,0,1,0
"player",21900225,"Jaylen Nowell","Timberwolves",19.04,0,5,1,0,0,0,0,2,3,0.667,1,2,0.5
"player",21900225,"Gorgui Dieng","Timberwolves",16.93,0,7,5,1,1,0,1,3,10,0.3,0,2,0
"player",21900225,"Kelan Martin","Timberwolves",25.06,0,7,4,2,0,1,0,1,4,0.25,0,0,0
"player",21900225,"Jordan Bell","Timberwolves",22.48,0,3,5,0,0,0,2,1,10,0.1,1,5,0.2
"player",21900226,"Shaquille Harrison","Bulls",17.95,0,6,1,1,2,0,0,2,5,0.4,0,2,0
"player",21900226,"Lauri Markkanen","Bulls",31.59,0,11,5,2,2,1,0,5,9,0.556,1,3,0.333
"player",21900226,"Wendell Carter Jr.","Bulls",42.88,0,20,6,1,5,2,2,7,14,0.5,2,4,0.5
"player",21900226,"Zach LaVine","Bulls",43.72,0,15,4,4,2,1,0,4,6,0.667,2,2,1
"player",21900226,"Tomas Satoransky","Bulls",35.26,0,10,2,0,0,3,1,4,11,0.364,0,3,0
"player",21900226,"Coby White","Bulls",43.44,0,18,2,4,3,2,0,8,13,0.615,2,6,0.333
"player",21900226,"Daniel Gafford","Bulls",18.5,0,4,2,1,1,0,0,2,5,0.4,0,0,0
"player",21900226,"Kris Dunn","Bulls",26.12,0,9,1,2,1,0,0,4,5,0.8,1,2,0.5
"player",21900226,"Thaddeus Young","Bulls",17.96,0,5,2,2,1,1,0,2,3,0.667,1,1,1
"player",21900226,"Ryan Arcidiacono","Bulls",29.47,0,11,1,4,1,2,0,4,8,0.5,3,5,0.6
"player",21900226,"Miles Bridges","Hornets",46.13,0,26,8,2,1,0,2,9,18,0.5,8,12,0.667
"player",21900226,"P.J. Washington","Hornets",30.66,0,14,3,1,4,2,1,4,13,0.308,4,9,0.444
"player",21900226,"Cody Zeller","Hornets",32.47,0,12,4,4,1,0,1,6,11,0.545,0,1,0
"player",21900226,"Devonte' Graham","Hornets",53.24,0,11,2,3,2,0,0,4,11,0.364,1,3,0.333
"player",21900226,"Terry Rozier","Hornets",47.51,0,21,0,3,3,1,0,7,9,0.778,6,7,0.857
"player",21900226,"Nicolas Batum","Hornets",22.34,0,4,2,2,1,1,1,2,7,0.286,0,3,0
"player",21900226,"Bismack Biyombo","Hornets",33.42,0,7,8,2,1,1,2,2,6,0.333,0,0,0
"player",21900226,"Malik Monk","Hornets",25.98,0,0,0,0,0,0,0,0,4,0,0,4,0
"player",21900226,"Marvin Williams","Hornets",29.83,0,14,5,1,0,0,0,6,10,0.6,2,5,0.4
"player",21900226,"Cody Martin","Hornets",7.86,0,5,1,2,0,0,0,2,3,0.667,1,1,1
"player",21900227,"Wes Iwundu","Magic",34.59,0,5,1,2,0,2,0,2,8,0.25,1,7,0.143
"player",21900227,"Jonathan Isaac","Magic",37.47,0,24,8,1,4,4,2,8,13,0.615,0,0,0
"player",21900227,"Khem Birch","Magic",34.36,0,10,2,1,5,0,0,5,11,0.455,0,1,0
"player",21900227,"Evan Fournier","Magic",45.29,0,14,1,1,1,1,0,5,7,0.714,2,4,0.5
"player",21900227,"Markelle Fultz","Magic",35.56,0,10,2,3,2,1,0,4,8,0.5,2,3,0.667
"player",21900227,"Mo Bamba","Magic",27.55,0,12,6,4,5,0,2,5,10,0.5,0,1,0
"player",21900227,"Terrence Ross","Magic",35.32,0,8,3,4,0,1,0,2,5,0.4,2,3,0.667
"player",21900227,"Al-Farouq Aminu","Magic",25.8,0,11,2,3,2,2,1,4,6,0.667,2,3,0.667
"player",21900227,"D.J. Augustin","Magic",33.66,0,10,1,3,1,0,0,5,8,0.625,0,0,0
"player",21900227,"T.J. Warren","Pacers",39.52,0,10,4,2,3,0,0,3,6,0.5,2,3,0.667
"player",21900227,"Domantas Sabonis","Pacers",46.4,0,8,6,2,1,0,0,3,11,0.273,2,8,0.25
"player",21900227,"Myles Turner","Pacers",41.52,0,32,4,2,0,1,3,13,19,0.684,5,6,0.833
"player",21900227,"Jeremy Lamb","Pacers",37.78,0,13,5,1,5,1,1,5,12,0.417,2,4,0.5
"player",21900227,"Aaron Holiday","Pacers",36.16,0,14,3,3,0,1,0,7,10,0.7,0,2,0
"player",21900227,"Justin Holiday","Pacers",33.02,0,0,3,0,2,2,1,0,7,0,0,3,0
"player",21900227,"T.J. McConnell","Pacers",28.91,0,6,5,2,1,1,0,2,4,0.5,0,1,0
"player",21900227,"Doug McDermott","Pacers",26.9,0,12,1,1,1,0,0,5,10,0.5,2,3,0.667
"player",21900227,"Goga Bitadze","Pacers",17.91,0,6,2,2,1,0,1,3,9,0.333,0,1,0
"player",21900227,"TJ Leaf","Pacers",9.13,0,2,2,1,0,0,0,1,3,0.333,0,0,0
"player",21900228,"OG Anunoby","Raptors",31.65,0,11,3,1,2,0,0,5,7,0.714,1,1,1
"player",21900228,"Pascal Siakam","Raptors",49.74,0,19,3,8,1,1,2,8,16,0.5,2,6,0.333
"player",21900228,"Marc Gasol","Raptors",38.63,0,25,7,3,4,2,1,10,18,0.556,2,2,1
"player",21900228,"Norman Powell","Raptors",45.24,0,8,2,1,3,0,0,3,7,0.429,1,4,0.25
"player",21900228,"Fred VanVleet","Raptors",55.88,0,21,2,9,0,1,0,8,15,0.533,5,9,0.556
"player",21900228,"Chris Boucher","Raptors",20.73,0,6,4,6,1,0,0,3,5,0.6,0,1,0
"player",21900228,"Rondae Hollis-Jefferson","Raptors",32.61,0,12,5,1,3,1,1,5,11,0.455,2,5,0.4
"player",21900228,"Terence Davis","Raptors",22.5,0,8,3,1,0,0,1,3,7,0.429,0,3,0
"player",21900228,"Matt Thomas","Raptors",12.14,0,3,1,0,1,0,0,1,3,0.333,1,3,0.333
"player",21900228,"De'Andre Hunter","Hawks",43.82,0,9,1,3,1,0,0,3,9,0.333,1,4,0.25
"player",21900228,"Jabari Parker","Hawks",37.62,0,29,5,1,2,3,0,10,15,0.667,3,4,0.75
"player",21900228,"Damian Jones","Hawks",30.29,0,14,0,3,5,1,2,4,10,0.4,2,4,0.5
"player",21900228,"DeAndre' Bembry","Hawks",40.99,0,18,4,1,0,2,1,7,15,0.467,1,5,0.2
"player",21900228,"Trae Young","Hawks",53.69,0,10,10,6,2,1,0,4,7,0.571,1,3,0.333
"player",21900228,"Alex Len","Hawks",10.73,0,11,1,4,0,0,0,4,6,0.667,2,3,0.667
"player",21900228,"Vince Carter","Hawks",24.41,0,13,3,3,0,0,2,3,8,0.375,1,3,0.333
"player",21900228,"Allen Crabbe","Hawks",31,0,2,1,0,1,1,0,0,5,0,0,4,0
"player",21900228,"Evan Turner","Hawks",15.37,0,5,3,0,1,0,0,2,4,0.5,1,3,0.333
"player",21900228,"Bruno Fernando","Hawks",20.18,0,8,2,0,2,1,2,3,8,0.375,1,3,0.333
"player",21900229,"LaMarcus Aldridge","Spurs",48.72,0,19,4,3,1,3,0,9,16,0.563,1,5,0.2
"player",21900229,"DeMar DeRozan","Spurs",43.7,0,8,8,0,0,0,1,3,6,0.5,2,3,0.667
"player",21900229,"Jakob Poeltl","Spurs",32.37,0,10,8,3,1,0,1,4,7,0.571,0,0,0
"player",21900229,"Bryn Forbes","Spurs",27.71,0,2,2,1,0,0,0,0,5,0,0,3,0
"player",21900229,"Derrick White","Spurs",36.23,0,13,3,3,2,1,0,5,7,0.714,2,2,1
"player",21900229,"Marco Belinelli","Spurs",24.14,0,9,1,3,0,1,0,3,5,0.6,3,5,0.6
"player",21900229,"Patty Mills","Spurs",40.89,0,2,1,2,2,1,1,1,9,0.111,0,5,0
"player",21900229,"Rudy Gay","Spurs",35.74,0,14,4,4,3,1,0,5,15,0.333,3,6,0.5
"player",21900229,"DeMarre Carroll","Spurs",19.27,0,2,6,1,0,0,0,1,5,0.2,0,1,0
"player",21900229,"Trey Lyles","Spurs",20.16,0,12,1,2,1,0,0,4,11,0.364,2,6,0.333
"player",21900229,"Lonnie Walker IV","Spurs",9.89,0,3,0,1,0,0,0,1,3,0.333,1,3,0.333
"player",21900229,"Marcus Morris Sr.","Knicks",35.84,0,18,6,2,0,1,0,7,13,0.538,0,3,0
"player",21900229,"Julius Randle","Knicks",41.14,0,15,6,2,2,0,0,5,11,0.455,2,3,0.667
"player",21900229,"Taj Gibson","Knicks",14.2,0,3,1,1,0,1,0,1,3,0.333,1,1,1
"player",21900229,"RJ Barrett","Knicks",37.84,0,5,4,1,3,1,1,2,6,0.333,0,1,0
"player",21900229,"Frank Ntilikina","Knicks",45.16,0,20,2,3,5,6,0,7,12,0.583,3,6,0.5
"player",21900229,"Damyean Dotson","Knicks",20.09,0,11,0,2,1,1,0,4,8,0.5,3,5,0.6
"player",21900229,"Mitchell Robinson","Knicks",31.4,0,9,2,4,4,2,2,3,8,0.375,1,2,0.5
"player",21900229,"Bobby Portis","Knicks",24.88,0,7,2,2,2,0,0,3,4,0.75,0,0,0
"player",21900229,"Dennis Smith Jr.","Knicks",19.44,0,9,0,3,2,0,0,3,6,0.5,1,1,1
"player",21900229,"Kevin Knox II","Knicks",11.42,0,1,3,1,0,0,0,0,0,0,0,0,0
"player",21900229,"Wayne Ellington","Knicks",26.39,0,6,1,2,0,0,0,2,2,1,0,0,0
"player",21900230,"Jimmy Butler","Heat",40.35,0,5,1,3,3,2,0,2,6,0.333,1,3,0.333
"player",21900230,"Bam Adebayo","Heat",34.79,0,11,4,2,1,1,0,4,8,0.5,0,0,0
"player",21900230,"Meyers Leonard","Heat",16.99,0,18,4,1,1,0,0,6,9,0.667,2,4,0.5
"player",21900230,"Duncan Robinson","Heat",43.21,0,13,3,5,0,1,1,5,11,0.455,2,4,0.5
"player",21900230,"Kendrick Nunn","Heat",26.04,0,5,3,2,1,0,1,1,6,0.167,1,3,0.333
"player",21900230,"Goran Dragic","Heat",40.86,0,9,2,4,0,0,0,3,9,0.333,1,3,0.333
"player",21900230,"Kelly Olynyk","Heat",41.16,0,9,6,2,2,0,0,4,9,0.444,1,3,0.333
"player",21900230,"Tyler Herro","Heat",48.81,0,15,2,1,4,1,1,6,12,0.5,3,5,0.6
"player",21900230,"Chris Silva","Heat",25.58,0,23,4,3,2,1,1,9,13,0.692,2,4,0.5
"player",21900230,"Tobias Harris","76ers",32.61,0,2,7,1,2,2,0,1,2,0.5,0,1,0
"player",21900230,"Al Horford","76ers",30.7,0,9,6,1,1,0,0,4,8,0.5,1,1,1
"player",21900230,"Joel Embiid","76ers",30.47,0,10,8,0,1,2,2,4,15,0.267,0,1,0
"player",21900230,"Josh Richardson","76ers",30.95,0,8,1,1,1,1,0,2,7,0.286,1,3,0.333
"player",21900230,"Ben Simmons","76ers",33.31,0,2,7,0,4,4,0,1,4,0.25,0,1,0
"player",21900230,"James Ennis III","76ers",26.4,0,13,1,1,1,0,0,2,5,0.4,2,3,0.667
"player",21900230,"Matisse Thybulle","76ers",28.93,0,6,0,0,1,1,0,3,9,0.333,0,2,0
"player",21900230,"Mike Scott","76ers",22.18,0,2,2,1,1,0,0,1,3,0.333,0,2,0
"player",21900230,"Trey Burke","76ers",25.17,0,9,0,1,0,0,0,3,4,0.75,1,2,0.5
"player",21900230,"Shake Milton","76ers",10.29,0,3,0,0,0,0,0,0,1,0,0,1,0
"player",21900230,"Kyle O'Quinn","76ers",11.48,0,8,3,1,2,0,0,4,6,0.667,0,0,0
"player",21900230,"Raul Neto","76ers",9.95,0,4,1,1,0,1,0,1,2,0.5,0,1,0
"player",21900231,"Rodney Hood","Trail Blazers",47.06,0,19,5,0,2,1,0,6,11,0.545,2,4,0.5
"player",21900231,"Carmelo Anthony","Trail Blazers",43.23,0,4,1,2,4,2,0,1,9,0.111,0,6,0
"player",21900231,"Anthony Tolliver","Trail Blazers",39.65,0,12,7,4,3,0,1,5,12,0.417,0,1,0
"player",21900231,"CJ McCollum","Trail Blazers",49.81,0,17,6,3,1,1,2,6,16,0.375,0,2,0
"player",21900231,"Damian Lillard","Trail Blazers",49,0,18,5,1,1,0,1,6,14,0.429,3,6,0.5
"player",21900231,"Skal Labissiere","Trail Blazers",23.82,0,13,2,1,2,0,0,6,9,0.667,1,4,0.25
"player",21900231,"Kent Bazemore","Trail Blazers",18.05,0,6,0,3,0,0,0,1,4,0.25,1,3,0.333
"player",21900231,"Anfernee Simons","Trail Blazers",19.2,0,10,2,0,1,1,0,2,4,0.5,2,2,1
"player",21900231,"Nassir Little","Trail Blazers",17.87,0,5,4,1,0,1,1,2,4,0.5,0,1,0
"player",21900231,"Gary Trent Jr.","Trail Blazers",9.61,0,3,0,0,0,0,0,1,1,1,1,1,1
"player",21900231,"Cedi Osman","Cavaliers",41.99,0,7,11,0,1,1,0,3,10,0.3,1,3,0.333
"player",21900231,"Larry Nance Jr.","Cavaliers",42.39,0,8,9,4,1,0,0,3,7,0.429,1,4,0.25
"player",21900231,"Tristan Thompson","Cavaliers",45.79,0,16,6,5,3,2,0,7,15,0.467,2,5,0.4
"player",21900231,"Collin Sexton","Cavaliers",41.2,0,17,4,3,2,3,0,5,13,0.385,3,10,0.3
"player",21900231,"Darius Garland","Cavaliers",33.36,0,15,1,3,0,1,0,6,12,0.5,2,5,0.4
"player",21900231,"Kevin Porter Jr.","Cavaliers",28.41,0,13,4,1,1,0,0,5,6,0.833,0,1,0
"player",21900231,"Jordan Clarkson","Cavaliers",40.53,0,13,3,0,0,1,1,4,8,0.5,3,5,0.6
"player",21900231,"Alfonzo McKinnie","Cavaliers",19.64,0,4,4,1,0,1,1,2,6,0.333,0,3,0
"player",21900231,"Matthew Dellavedova","Cavaliers",15.12,0,9,1,0,0,0,0,3,4,0.75,2,2,1
"player",21900232,"LeBron James","Lakers",52.4,0,5,5,2,2,2,0,2,6,0.333,1,4,0.25
"player",21900232,"Anthony Davis","Lakers",47.82,0,18,2,3,3,3,5,7,14,0.5,3,5,0.6
"player",21900232,"JaVale McGee","Lakers",18.94,0,2,4,3,1,0,0,1,4,0.25,0,0,0
"player",21900232,"Danny Green","Lakers",36.33,0,21,5,2,4,3,0,8,11,0.727,5,7,0.714
"player",21900232,"Kentavious Caldwell-Pope","Lakers",39.97,0,12,1,3,2,1,0,4,10,0.4,1,3,0.333
"player",21900232,"Kyle Kuzma","Lakers",35.58,0,10,3,2,0,1,1,4,10,0.4,2,3,0.667
"player",21900232,"Rajon Rondo","Lakers",33.82,0,8,3,4,2,2,0,4,8,0.5,0,1,0
"player",21900232,"Troy Daniels","Lakers",23.45,0,7,0,0,1,0,0,3,8,0.375,1,3,0.333
"player",21900232,"Jared Dudley","Lakers",9.95,0,5,1,3,0,0,0,2,2,1,0,0,0
"player",21900232,"Dwight Howard","Lakers",25.91,0,19,5,1,2,0,1,8,13,0.615,1,2,0.5
"player",21900232,"Jae Crowder","Grizzlies",47.22,0,16,6,4,2,1,1,7,17,0.412,1,9,0.111
"player",21900232,"Jaren Jackson Jr.","Grizzlies",47.19,0,27,4,0,4,2,1,10,19,0.526,4,6,0.667
"player",21900232,"Jonas Valanciunas","Grizzlies",35.66,0,6,5,2,0,1,0,2,4,0.5,0,0,0
"player",21900232,"Dillon Brooks","Grizzlies",38.03,0,20,2,7,3,0,0,7,9,0.778,4,6,0.667
"player",21900232,"Ja Morant","Grizzlies",46.32,0,11,2,1,1,5,0,3,7,0.429,2,4,0.5
"player",21900232,"Brandon Clarke","Grizzlies",29.73,0,12,9,1,1,1,0,4,10,0.4,2,5,0.4
"player",21900232,"Tyus Jones","Grizzlies",20.57,0,0,0,2,1,1,0,0,4,0,0,3,0
"player",21900232,"Marko Guduric","Grizzlies",18.02,0,4,1,0,0,0,0,1,2,0.5,0,0,0
"player",21900232,"Kyle Anderson","Grizzlies",33.51,0,3,4,1,3,1,1,1,7,0.143,0,5,0
"player",21900232,"Solomon Hill","Grizzlies",18.12,0,3,2,0,1,0,0,0,3,0,0,1,0
"player",21900233,"Langston Galloway","Pistons",53.96,0,11,2,3,3,1,1,5,12,0.417,1,6,0.167
"player",21900233,"Markieff Morris","Pistons",46.84,0,22,6,4,0,0,1,10,20,0.5,1,4,0.25
"player",21900233,"Andre Drummond","Pistons",49.66,0,11,14,2,6,2,0,4,7,0.571,2,5,0.4
"player",21900233,"Luke Kennard","Pistons",41.89,0,8,4,2,1,0,0,4,7,0.571,0,2,0
