"typeResult","idGame","slugTeam","namePlayer","groupStartPosition","idTeam","idPlayer","pctAST","pctOREB","pctDREB","pctTREB","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","cityTeam","isStarter","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","PACE_PER40","possessions","ratioPIE"
"player",21900006,"MIN","Andrew Wiggins","G",1610612750,203952,0,0.106,0.081,0.095,3.4,0.37,0.377,0.305,0.316,"Minnesota",TRUE,36.2166666666667,96.5,97.5,131.8,131.3,-35.2,-33.7,0,0,107.06,106.72,88.93,81,0.022
"player",21900006,"MIN","Jeff Teague","G",1610612750,201952,0.148,0,0.083,0.038,18.8,0.625,0.717,0.133,0.135,"Minnesota",TRUE,34.55,106.1,109.1,121.7,119.7,-15.5,-10.6,1.33,25,106.93,106.26,88.55,77,0.081
"player",21900006,"MIN","Noah Vonleh",NA,1610612750,203943,0.111,0,0.222,0.125,20,0.333,0.333,0.105,0.112,"Minnesota",TRUE,14.3833333333333,92.2,91.4,88.5,81.1,3.6,10.3,1,20,114.52,120.19,100.16,35,0.127
"player",21900006,"MIN","Shabazz Napier",NA,1610612750,203894,0.438,0,0.042,0.022,5.9,0.143,0.272,0.189,0.198,"Minnesota",TRUE,20.9833333333333,111.4,110.2,77.7,75.5,33.7,34.7,7,41.2,109.94,112.09,93.41,49,0.05
"player",21900006,"MIN","Jarrett Culver",NA,1610612750,1629633,0,0.063,0.056,0.059,28.6,0.4,0.4,0.171,0.186,"Minnesota",TRUE,15.7666666666667,103.5,100,87.3,84.2,16.1,15.8,0,0,111.67,115.69,96.41,38,0.034
"player",21900006,"MIN","Josh Okogie",NA,1610612750,1629006,0.3,0.071,0.111,0.094,0,0.5,0.646,0.231,0.243,"Minnesota",TRUE,14.45,117,113.9,54.7,54.3,62.3,59.6,0,25,116,117.99,98.33,36,0.439
"player",21900006,"MIN","Jake Layman",NA,1610612750,1627774,0.063,0,0.08,0.039,0,0.714,0.714,0.111,0.123,"Minnesota",TRUE,22.7166666666667,107.3,101.8,93.2,90.9,14.1,10.8,0,12.5,113.75,118.32,98.6,57,0.127
"player",21900006,"BKN","Joe Harris","F",1610612751,203925,0.067,0,0.091,0.046,15.4,0.778,0.778,0.115,0.12,"Brooklyn",TRUE,39.3166666666667,105.1,101.1,98.2,102.3,6.8,-1.2,1,15.4,106.42,106.22,88.52,88,0.081
"player",21900006,"BKN","Taurean Prince","F",1610612751,1627752,0.056,0.061,0.16,0.111,0,0.538,0.54,0.14,0.14,"Brooklyn",TRUE,41.25,120,122.5,99.3,100,20.7,22.5,0,12.5,105.55,104.15,86.79,89,0.113
"player",21900006,"BKN","Jarrett Allen","C",1610612751,1628386,0.029,0.075,0.136,0.107,0,0.5,0.387,0.092,0.093,"Brooklyn",TRUE,36.3666666666667,123.1,124.4,104.7,107.5,18.4,16.9,0,11.1,106.22,104.27,86.89,78,0.045
"player",21900006,"BKN","Caris LeVert","G",1610612751,1627747,0.143,0,0.109,0.057,16.7,0.5,0.482,0.289,0.293,"Brooklyn",TRUE,37.3,117.4,118.5,104.1,104.8,13.3,13.7,0.8,13.3,106.42,105.52,87.94,81,0.073
"player",21900006,"BKN","Kyrie Irving","G",1610612751,202681,0.318,0.044,0.128,0.087,0,0.621,0.668,0.402,0.403,"Brooklyn",TRUE,38.1666666666667,121.7,124.4,99.7,100,22.1,24.4,0,15.9,105.69,104.38,86.99,82,0.274
"player",21900006,"BKN","David Nwaba",NA,1610612751,1628021,0,0,0.188,0.103,50,0,0.568,0.061,0.061,"Brooklyn",TRUE,13.0666666666667,68.5,67.7,103.5,103,-35,-35.3,0,0,116.57,117.52,97.93,31,0.017
"player",21900006,"BKN","DeAndre Jordan",NA,1610612751,201599,0.091,0.053,0.111,0.081,25,0,0.532,0.07,0.07,"Brooklyn",TRUE,16.6333333333333,73.2,72.5,104.7,100,-31.5,-27.5,1,25,113.7,116.87,97.39,40,-0.013
"player",21900006,"BKN","Garrett Temple",NA,1610612751,202066,0,0,0,0,14.3,0.333,0.333,0.163,0.164,"Brooklyn",TRUE,17.0333333333333,75.7,75,109.6,109.8,-34,-34.8,0,0,113.68,114.13,95.11,40,-0.023
"player",21900006,"BKN","Spencer Dinwiddie",NA,1610612751,203915,0.182,0.053,0.091,0.073,23.8,0.5,0.504,0.388,0.39,"Brooklyn",TRUE,18.55,98.4,100,115.8,113,-17.3,-13,0.4,9.5,117.27,117.74,98.11,45,0.023
"player",21900006,"BKN","Rodions Kurucs",NA,1610612751,1629066,0,0,0.4,0.154,50,0,0,0.111,0.113,"Brooklyn",TRUE,7.31666666666667,72.1,70.6,152.2,147.4,-80.1,-76.8,0,0,114.89,118.03,98.36,17,-0.085
"player",21900007,"MEM","Jae Crowder","F",1610612763,203109,0.1,0.053,0.103,0.075,5.9,0.364,0.477,0.183,0.185,"Memphis",TRUE,30.2833333333333,90.5,94.4,109.3,110.1,-18.7,-15.8,2,11.8,113.77,110.95,92.46,71,0.089
"player",21900007,"MEM","Jaren Jackson Jr.","F",1610612763,1628991,0,0.032,0.067,0.049,15.8,0.417,0.533,0.253,0.253,"Memphis",TRUE,29.9333333333333,92.8,97.1,113.6,111.6,-20.8,-14.5,0,0,111.38,109.84,91.54,68,0.046
"player",21900007,"MEM","Jonas Valanciunas","C",1610612763,202685,0.125,0,0.063,0.029,25,0.429,0.444,0.262,0.263,"Memphis",TRUE,16.15,64.5,67.6,107.5,110,-43,-42.4,0.33,8.3,118.47,114.49,95.41,37,-0.056
"player",21900007,"MEM","Dillon Brooks","G",1610612763,1628415,0.1,0,0.278,0.152,20,0.5,0.5,0.205,0.205,"Memphis",TRUE,18.1666666666667,67.6,70.7,104,104.7,-36.3,-33.9,0.5,10,113.83,110.97,92.48,41,0.08
"player",21900007,"MEM","Ja Morant","G",1610612763,1629630,0.444,0,0.182,0.08,25,0.5,0.509,0.317,0.326,"Memphis",TRUE,25.15,64.1,65.5,113.5,113.6,-49.4,-48,0.67,16.7,112.91,111.65,93.04,58,0.077
"player",21900007,"MEM","Brandon Clarke",NA,1610612763,1629634,0.05,0.087,0.2,0.146,0,0.583,0.621,0.098,0.098,"Memphis",TRUE,23.05,111.6,114.3,108.5,103.6,3.1,10.7,0,14.3,115.41,116.62,97.18,56,0.131
"player",21900007,"MEM","Tyus Jones",NA,1610612763,1626145,0.438,0,0.037,0.018,8.7,0.5,0.528,0.232,0.236,"Memphis",TRUE,24.05,102.1,105,103.6,100,-1.5,5,3.5,30.4,116.44,116.76,97.3,60,0.146
"player",21900007,"MEM","Marko Guduric",NA,1610612763,1629741,0.111,0,0.08,0.036,23.1,0.5,0.533,0.162,0.165,"Memphis",TRUE,24.1,105.7,108.5,105.5,101.8,0.2,6.7,0.67,15.4,115.08,115.52,96.27,59,0.062
"player",21900007,"MEM","Grayson Allen",NA,1610612763,1628960,0.154,0,0.048,0.022,20,0.417,0.417,0.136,0.145,"Memphis",TRUE,20.8166666666667,68.5,66,105.1,100,-36.6,-34,1,20,115.98,121.11,100.92,53,-0.02
"player",21900007,"MEM","Kyle Anderson",NA,1610612763,203937,0,0.12,0.278,0.186,20,0.5,0.5,0.083,0.091,"Memphis",TRUE,20.8333333333333,77.9,73.6,95.1,90.2,-17.2,-16.6,0,0,113.4,119.81,99.84,53,0.13
"player",21900007,"MEM","Bruno Caboclo",NA,1610612763,203998,0,0.1,0.667,0.231,20,0.25,0.25,0.313,0.349,"Memphis",TRUE,4.73333333333333,64.9,57.1,92.6,84.6,-27.7,-27.5,0,0,122.7,136.9,114.08,14,0.071
"player",21900007,"MEM","De'Anthony Melton",NA,1610612763,1629001,0.667,0,0,0,0,0,0,0.111,0.127,"Memphis",TRUE,2.75,101.7,87.5,128.6,112.5,-26.8,-25,0,66.7,121.13,139.64,116.36,8,0.059
"player",21900007,"MIA","Justise Winslow","F",1610612748,1626159,0.368,0.056,0.116,0.089,8.6,0.5,0.541,0.283,0.297,"Miami",TRUE,36.9666666666667,99.8,95.6,72.4,73.6,27.3,22,2.33,20,113.33,114.91,95.76,90,0.251
"player",21900007,"MIA","Bam Adebayo","F",1610612748,1628389,0.158,0.167,0.28,0.224,25,0.429,0.614,0.274,0.273,"Miami",TRUE,24.05,115.6,118.2,91.9,98.2,23.7,20,0.6,15,115.84,110.77,92.31,55,0.155
"player",21900007,"MIA","Meyers Leonard","C",1610612748,203086,0,0,0.188,0.086,0,0,0,0.044,0.044,"Miami",TRUE,18.6833333333333,92.4,95.2,102.9,107,-10.4,-11.7,0,0,113.04,109.19,90.99,42,-0.032
"player",21900007,"MIA","Tyler Herro","G",1610612748,1629639,0.045,0,0.195,0.108,6.3,0.464,0.485,0.174,0.176,"Miami",TRUE,33.9,108.4,109,90.4,93.8,18,15.2,1,6.3,114.29,111.86,93.22,78,0.123
"player",21900007,"MIA","Kendrick Nunn","G",1610612748,1629134,0.167,0,0.057,0.033,4.3,0.583,0.621,0.286,0.292,"Miami",TRUE,26.5166666666667,120.4,119.4,75.4,74.6,45,44.8,3,13,112.09,113.14,94.28,62,0.184
"player",21900007,"MIA","Goran Dragic",NA,1610612748,201609,0.273,0,0.107,0.057,19,0.556,0.709,0.273,0.28,"Miami",TRUE,25.1166666666667,97.8,95.1,94.2,95.1,3.6,0,0.75,14.3,115.54,116.58,97.15,61,0.252
"player",21900007,"MIA","Derrick Jones Jr.",NA,1610612748,1627884,0,0.067,0,0.03,25,0.667,0.667,0.095,0.098,"Miami",TRUE,15.9,105.6,102.5,93.7,92.5,11.8,10,0,0,118.27,120.81,100.67,40,-0.046
"player",21900007,"MIA","Kelly Olynyk",NA,1610612748,203482,0,0.042,0.259,0.157,28.6,0.5,0.735,0.111,0.115,"Miami",TRUE,22.2166666666667,115.4,111.1,72.1,72.2,43.3,38.9,0,0,114.64,116.71,97.26,54,0.156
"player",21900007,"MIA","Duncan Robinson",NA,1610612748,1629130,0.059,0,0.043,0.021,14.3,0.3,0.3,0.095,0.1,"Miami",TRUE,22.9333333333333,105.1,100,102.2,103.4,2.9,-3.4,1,14.3,118.21,120.35,100.29,57,-0.026
"player",21900007,"MIA","Chris Silva",NA,1610612748,1629735,0,0.375,0.15,0.214,33.3,1,1.031,0.194,0.202,"Miami",TRUE,11.4,127.1,121.4,53.6,53.3,73.4,68.1,0,0,119.18,122.12,101.77,28,0.219
"player",21900007,"MIA","KZ Okpala",NA,1610612748,1629644,0,0,0.5,0.333,100,0,0,0.333,0.5,"Miami",TRUE,1.16666666666667,0,0,200,133.3,-200,-133.3,0,0,82.29,123.43,102.86,3,0
"player",21900007,"MIA","Daryl Macon",NA,1610612748,1629133,0,0,0,0,0,0,0,0,0,"Miami",TRUE,1.16666666666667,0,0,200,133.3,-200,-133.3,0,0,82.29,123.43,102.86,3,0
"player",21900008,"BOS","Gordon Hayward","F",1610612738,202330,0.111,0,0.139,0.063,4.3,0.533,0.63,0.253,0.25,"Boston",TRUE,35.1833333333333,90,93.4,104.7,106.5,-14.7,-13.1,2,8.7,107.23,104.37,86.97,76,0.179
"player",21900008,"BOS","Jayson Tatum","F",1610612738,1628369,0.118,0.019,0.214,0.105,13.8,0.455,0.45,0.287,0.29,"Boston",TRUE,37.2166666666667,89.1,93.7,95.5,98.7,-6.4,-5.1,0.5,6.9,106.25,101.89,84.91,79,0.142
"player",21900008,"BOS","Enes Kanter","C",1610612738,202683,0.167,0.081,0.107,0.092,0,0.625,0.542,0.156,0.162,"Boston",TRUE,24.9666666666667,72.3,74.5,97.7,98.1,-25.4,-23.6,0,16.7,106.66,104.78,87.32,55,0.152
"player",21900008,"BOS","Jaylen Brown","G",1610612738,1627759,0,0,0.304,0.135,12.5,0.583,0.546,0.163,0.167,"Boston",TRUE,20.8666666666667,83.9,83.7,106.9,109.1,-23,-25.4,0,0,101.03,100.06,83.39,43,0.097
"player",21900008,"BOS","Kemba Walker","G",1610612738,202689,0.111,0.04,0,0.024,12.5,0.25,0.304,0.25,0.252,"Boston",TRUE,34.25,80.3,84,103.3,106.8,-23,-22.8,0.67,8.3,108.53,104.41,87.01,75,-0.085
"player",21900008,"BOS","Marcus Smart",NA,1610612738,203935,0.4,0.022,0.079,0.048,6.3,0.286,0.286,0.096,0.101,"Boston",TRUE,33.0166666666667,84.3,84.9,101.1,102.7,-16.8,-17.8,8,50,107.41,106.13,88.44,73,0.061
"player",21900008,"BOS","Daniel Theis",NA,1610612738,1628464,0,0.067,0,0.043,0,0,0.543,0.125,0.146,"Boston",TRUE,9.86666666666667,97,81,121.5,120,-24.4,-39,0,0,90.68,99.73,83.11,21,0.029
"player",21900008,"BOS","Semi Ojeleye",NA,1610612738,1628400,0,0,0.111,0.05,0,0,0,0.045,0.051,"Boston",TRUE,9.75,101.3,90.5,100.6,100,0.7,-9.5,0,0,95.11,100.92,84.1,21,0
"player",21900008,"BOS","Carsen Edwards",NA,1610612738,1629035,0,0.067,0,0.036,0,0.3,0.3,0.172,0.195,"Boston",TRUE,11.4166666666667,110.4,108.7,113.6,113,-3.2,-4.3,0,0,95.69,96.7,80.58,23,-0.011
"player",21900008,"BOS","Grant Williams",NA,1610612738,1629684,0,0,0.111,0.056,0,0,0,0.059,0.063,"Boston",TRUE,7.2,94.5,88.2,92.1,88.2,2.3,0,0,0,107.2,113.33,94.44,17,-0.1
"player",21900008,"BOS","Brad Wanamaker",NA,1610612738,202954,0.2,0,0,0,0,0,0,0.133,0.131,"Boston",TRUE,5.5,90.8,100,95.3,100,-4.5,0,0,33.3,122.01,113.45,94.55,13,-0.063
"player",21900008,"BOS","Robert Williams III",NA,1610612738,1629057,0.111,0.071,0.154,0.111,0,0.5,0.512,0.172,0.172,"Boston",TRUE,10.7666666666667,107.1,111.5,81.6,88,25.5,23.5,0,16.7,120.46,113.68,94.74,26,0.092
"player",21900008,"PHI","Tobias Harris","F",1610612755,202699,0.174,0.027,0.28,0.172,20,0.636,0.631,0.172,0.176,"Philadelphia",TRUE,37.6166666666667,102.2,106,87.9,88.9,14.3,17.1,1,20,107.16,104.63,87.2,83,0.214
"player",21900008,"PHI","Al Horford","F",1610612755,201143,0.167,0.034,0.025,0.029,5,0.423,0.512,0.224,0.229,"Philadelphia",TRUE,31.1833333333333,93.8,95.7,84.9,84.5,8.9,11.1,3,15,108.55,107.75,89.79,69,0.082
"player",21900008,"PHI","Joel Embiid","C",1610612755,203954,0.214,0.154,0.25,0.21,0,0.393,0.428,0.3,0.314,"Philadelphia",TRUE,23.25,105.5,106,71.5,72.5,34,33.5,0,14.3,105.25,104.26,86.88,50,0.245
"player",21900008,"PHI","Josh Richardson","G",1610612755,1626196,0.083,0.054,0.089,0.073,10,0.333,0.533,0.214,0.221,"Philadelphia",TRUE,33.1,115.2,117.4,84,84.3,31.2,33.1,1,10,101.92,100.79,83.99,69,0.13
"player",21900008,"PHI","Ben Simmons","G",1610612755,1627732,0.45,0.063,0.136,0.105,12.9,0.688,0.659,0.256,0.26,"Philadelphia",TRUE,34.9833333333333,104.2,109.2,88.4,89.5,15.7,19.7,2.25,29,107.41,104.28,86.9,76,0.234
"player",21900008,"PHI","James Ennis III",NA,1610612755,203516,0,0.043,0.2,0.125,37.5,0,0.315,0.186,0.193,"Philadelphia",TRUE,16.95,62.5,64.9,93,94.7,-30.5,-29.9,0,0,109.2,106.19,88.5,37,-0.132
"player",21900008,"PHI","Matisse Thybulle",NA,1610612755,1629680,0.059,0,0.033,0.019,14.3,0.3,0.3,0.105,0.106,"Philadelphia",TRUE,21.6833333333333,104.7,110.9,93.6,97.9,11,13,1,14.3,108.29,102.94,85.78,46,-0.033
"player",21900008,"PHI","Furkan Korkmaz",NA,1610612755,1627788,0,0,0.133,0.073,0,0.75,0.75,0.04,0.042,"Philadelphia",TRUE,19.0333333333333,99.6,97.6,85.5,86,14.1,11.5,0,0,105.21,105.92,88.27,41,0.094
"player",21900008,"PHI","Mike Scott",NA,1610612755,203118,0.125,0.042,0.2,0.122,0,0.286,0.381,0.182,0.191,"Philadelphia",TRUE,16.2833333333333,103.6,102.9,85.6,91.4,18,11.5,0,11.1,104.94,101.7,84.75,34,0.136
"player",21900008,"PHI","Kyle O'Quinn",NA,1610612755,203124,0,0,0.333,0.167,0,1.25,1.25,0.25,0.237,"Philadelphia",TRUE,3.71666666666667,134.4,166.7,204.1,150,-69.7,16.7,0,0,86.01,90.4,75.34,6,0.273
"player",21900008,"PHI","Shake Milton",NA,1610612755,1629003,1,0,0,0,0,0,0,0,0,"Philadelphia",TRUE,1.1,100,100,150,100,-50,0,0,100,87.27,109.09,90.91,2,0.2
"player",21900008,"PHI","Raul Neto",NA,1610612755,203526,0,0,0,0,0,0,0,0,0,"Philadelphia",TRUE,1.1,100,100,150,100,-50,0,0,0,87.27,109.09,90.91,2,0
"player",21900009,"WAS","Isaac Bonga","F",1610612764,1629067,0.133,0.038,0.083,0.06,12.5,0.9,0.827,0.107,0.109,"Washington",TRUE,22.9,105.8,106.4,103.8,104.2,1.9,2.2,2,25,100.04,99.58,82.98,47,0.101
"player",21900009,"WAS","Rui Hachimura","F",1610612764,1629060,0,0.129,0.24,0.179,0,0.467,0.467,0.234,0.231,"Washington",TRUE,24.85,107.6,111.3,107.7,107.5,-0.1,3.8,0,0,104.1,102.4,85.33,53,0.122
"player",21900009,"WAS","Thomas Bryant","C",1610612764,1628418,0.15,0.098,0.25,0.159,16.7,0.444,0.601,0.19,0.193,"Washington",TRUE,30.75,90.1,92.4,114.3,116.7,-24.2,-24.2,1,16.7,105.43,103.03,85.86,66,0.161
"player",21900009,"WAS","Bradley Beal","G",1610612764,203078,0.45,0,0.214,0.088,5.3,0.3,0.344,0.354,0.359,"Washington",TRUE,31.75,97.6,101.5,102.3,100,-4.7,1.5,4.5,23.7,103.71,102.8,85.67,68,0.106
"player",21900009,"WAS","Ish Smith","G",1610612764,202397,0.211,0.034,0.087,0.058,13.3,0.389,0.389,0.177,0.178,"Washington",TRUE,24.25,104.2,107.7,118.6,117.6,-14.3,-10,2,26.7,103.24,101.94,84.95,52,0.02
"player",21900009,"WAS","Davis Bertans",NA,1610612764,202722,0,0,0.16,0.066,11.1,0.375,0.415,0.129,0.131,"Washington",TRUE,28.7833333333333,79.4,81.3,104.4,104.5,-25,-23.3,0,0,109.75,108.38,90.32,64,0
"player",21900009,"WAS","Admiral Schofield",NA,1610612764,1629678,0.1,0,0,0,0,0,0,0.073,0.079,"Washington",TRUE,16.2333333333333,83.3,81.6,100.7,102.7,-17.4,-21.1,0,25,110.73,110.85,92.37,38,-0.063
"player",21900009,"WAS","Jordan McRae",NA,1610612764,203895,0.3,0,0.238,0.1,7.1,0.5,0.557,0.196,0.199,"Washington",TRUE,23.1333333333333,78.5,80.4,89,92.3,-10.5,-11.9,3,21.4,110.1,106.87,89.06,51,0.212
"player",21900009,"WAS","Moritz Wagner",NA,1610612764,1629021,0,0.059,0.063,0.061,45.5,1.1,1.105,0.282,0.281,"Washington",TRUE,16.6333333333333,94.2,97.3,83.4,81.6,10.8,15.7,0,0,108.74,108.22,90.18,37,0.063
"player",21900009,"WAS","Chris Chiozza",NA,1610612764,1629185,0.273,0,0.188,0.079,20,0.6,0.6,0.149,0.152,"Washington",TRUE,19.4833333333333,86.3,86.7,93,93.3,-6.7,-6.7,1.5,30,111.3,110.85,92.38,45,0.083
"player",21900009,"WAS","Garrison Mathews",NA,1610612764,1629726,1,0,0,0,0,0,0,0,0,"Washington",TRUE,0.616666666666667,300,150,0,0,300,150,0,100,77.63,116.44,97.04,2,0.333
"player",21900009,"WAS","Justin Robinson",NA,1610612764,1629620,0,0,0,0,0,0,0,0,0,"Washington",TRUE,0.616666666666667,300,150,0,0,300,150,0,0,77.63,116.44,97.04,2,0
"player",21900009,"DAL","Courtney Lee","F",1610612742,201584,0,0,0.048,0.027,0,0.4,0.4,0.143,0.147,"Dallas",TRUE,16.05,103.2,100,106.6,102.7,-3.5,-2.7,0,0,102.58,106.17,88.47,34,0
"player",21900009,"DAL","Kristaps Porzingis","F",1610612742,204001,0.118,0,0.105,0.063,16,0.531,0.603,0.329,0.331,"Dallas",TRUE,29.1833333333333,108.4,109.2,101.4,100,7,9.2,0.5,8,108.99,109.38,91.15,65,0.126
"player",21900009,"DAL","Maxi Kleber","C",1610612742,1628467,0.077,0.042,0.226,0.145,60,0,0,0.073,0.073,"Dallas",TRUE,23.5666666666667,82.6,82.7,84.9,88.5,-2.2,-5.8,0.33,20,108.2,105.92,88.27,52,0.037
"player",21900009,"DAL","Delon Wright","G",1610612742,1626153,0.2,0,0.16,0.085,0,0.75,0.868,0.064,0.064,"Dallas",TRUE,21.4666666666667,111.8,111.1,105.9,106.5,5.9,4.6,0,50,101.74,101.74,84.78,45,0.131
"player",21900009,"DAL","Luka Doncic","G",1610612742,1629029,0.273,0.032,0.19,0.123,19.4,0.737,0.755,0.368,0.367,"Dallas",TRUE,33.5166666666667,99.7,101.4,96.5,100,3.2,1.4,0.5,9.7,105.15,102.4,85.33,71,0.284
"player",21900009,"DAL","Tim Hardaway Jr.",NA,1610612742,203501,0.083,0,0.048,0.024,0,0.286,0.286,0.137,0.143,"Dallas",TRUE,21.4,100.2,100,96.1,100,4.1,0,0,12.5,105.14,103.17,85.97,47,-0.05
"player",21900009,"DAL","Dorian Finney-Smith",NA,1610612742,1627827,0.04,0.08,0.146,0.121,0,0.375,0.665,0.105,0.107,"Dallas",TRUE,32.2,114.3,117.4,89.5,88.7,24.8,28.7,0,11.1,105.3,104.35,86.96,69,0.132
"player",21900009,"DAL","Jalen Brunson",NA,1610612742,1628973,0.231,0.045,0.1,0.077,21.1,0.35,0.383,0.262,0.272,"Dallas",TRUE,24.3333333333333,85.8,87.3,83.3,85.2,2.5,2.1,0.75,15.8,109.6,107.51,89.59,55,0.025
"player",21900009,"DAL","Seth Curry",NA,1610612742,203552,0.077,0,0.13,0.079,20,0.583,0.654,0.191,0.199,"Dallas",TRUE,19.65,111,111.4,84.9,88.4,26.1,23,0.5,10,108.6,106.26,88.55,44,0.104
"player",21900009,"DAL","Justin Jackson",NA,1610612742,1628382,0.167,0,0.222,0.111,0,0.667,0.727,0.136,0.139,"Dallas",TRUE,18.6333333333333,106.4,112.5,88.3,89.7,18.1,22.8,0,25,105.5,101.74,84.79,40,0.208
"player",21900010,"NYK","Julius Randle","F",1610612752,203944,0.25,0.032,0.294,0.169,3.7,0.583,0.606,0.253,0.263,"New York",TRUE,35.4,110.7,106.2,101.7,101.3,9,4.9,6,22.2,106.03,108.47,90.4,81,0.2
"player",21900010,"NYK","Marcus Morris Sr.","F",1610612752,202694,0.042,0,0.114,0.05,4.5,0.583,0.644,0.216,0.217,"New York",TRUE,39.25,92.5,93.4,109.8,108.7,-17.3,-15.3,1,4.5,111.9,111.9,93.25,91,0.128
"player",21900010,"NYK","Bobby Portis","C",1610612752,1626171,0.185,0.061,0.185,0.117,6.3,0.4,0.383,0.136,0.138,"New York",TRUE,33.0833333333333,105.3,103.8,112.7,110.3,-7.4,-6.4,5,31.3,111.17,113.17,94.31,78,0.071
"player",21900010,"NYK","Allonzo Trier","G",1610612752,1629019,0,0,0,0,25,0,0,0.2,0.206,"New York",TRUE,6.85,51.6,50,86.6,88.2,-35,-38.2,0,0,121.79,122.63,102.19,18,-0.216
"player",21900010,"NYK","RJ Barrett","G",1610612752,1629628,0.077,0,0.152,0.068,15,0.731,0.711,0.198,0.196,"New York",TRUE,37.1166666666667,98.8,101.2,102.8,101.1,-4,0,0.67,10,111.67,111.23,92.69,85,0.128
"player",21900010,"NYK","Dennis Smith Jr.",NA,1610612752,1628372,0.143,0,0,0,0,0.25,0.25,0.182,0.183,"New York",TRUE,10.3333333333333,96,95.5,110.3,114.3,-14.3,-18.8,0,20,101.36,99.87,83.23,22,-0.073
"player",21900010,"NYK","Taj Gibson",NA,1610612752,201959,0,0.111,0.111,0.111,28.6,0.2,0.2,0.194,0.194,"New York",TRUE,14.9166666666667,88.2,90.9,101.4,103,-13.2,-12.1,0,0,108.64,106.19,88.49,33,-0.054
"player",21900010,"NYK","Kevin Knox II",NA,1610612752,1628995,0,0,0.238,0.106,10,0.722,0.722,0.182,0.185,"New York",TRUE,21.1666666666667,95.7,96.1,120.2,125,-24.5,-28.9,0,0,114.66,112.25,93.54,51,0.084
"player",21900010,"NYK","Wayne Ellington",NA,1610612752,201961,0.111,0,0.071,0.036,28.6,0.375,0.375,0.2,0.208,"New York",TRUE,12.9333333333333,93.5,90,139.7,148.1,-46.2,-58.1,0.5,14.3,106.7,105.73,88.11,30,-0.008
"player",21900010,"NYK","Elfrid Payton",NA,1610612752,203901,0.308,0,0.095,0.049,0,0.5,0.557,0.167,0.165,"New York",TRUE,26.05,131.4,132.8,107.6,103.3,23.8,29.5,0,44.4,107.94,109.64,91.36,58,0.132
"player",21900010,"NYK","Frank Ntilikina",NA,1610612752,1628373,0,0,0,0,66.7,0,0,0.3,0.3,"New York",TRUE,2.9,44.4,50,128.9,142.9,-84.4,-92.9,0,0,138.7,124.14,103.45,8,-0.353
"player",21900010,"SAS","DeMar DeRozan","F",1610612759,201942,0.182,0,0.125,0.068,17.4,0.3,0.438,0.238,0.247,"San Antonio",TRUE,31.6333333333333,107.2,102.7,103.4,101.4,3.9,1.3,1,17.4,108.1,111.53,92.94,74,0.028
"player",21900010,"SAS","LaMarcus Aldridge","F",1610612759,200746,0.05,0.129,0.118,0.123,18.2,0.567,0.64,0.241,0.249,"San Antonio",TRUE,35.3,107.4,103.7,109.3,107.4,-1.9,-3.7,0.25,4.5,107.29,110.14,91.78,81,0.123
"player",21900010,"SAS","Trey Lyles","C",1610612759,1626168,0,0.048,0.37,0.229,16.7,0.75,0.82,0.098,0.103,"San Antonio",TRUE,24.2833333333333,117.8,112.5,97.1,98.2,20.7,14.3,0,0,107.81,109.7,91.42,56,0.13
"player",21900010,"SAS","Bryn Forbes","G",1610612759,1627854,0.053,0,0.152,0.081,0,0.708,0.751,0.16,0.167,"San Antonio",TRUE,32.5166666666667,108.5,104,101.3,101.4,7.2,2.6,0,7.1,106.96,109.24,91.03,75,0.153
"player",21900010,"SAS","Dejounte Murray","G",1610612759,1627749,0.353,0,0.296,0.167,20,0.75,0.795,0.25,0.244,"San Antonio",TRUE,23.7833333333333,110.3,113.2,94.3,94.4,16,18.8,1.5,30,109.47,107.97,89.98,53,0.257
"player",21900010,"SAS","Derrick White",NA,1610612759,1628401,0.214,0.043,0.043,0.043,15.4,0.5,0.549,0.175,0.18,"San Antonio",TRUE,22.1666666666667,110.9,108,102.9,102,8,6,1.5,23.1,107.4,109.35,91.13,50,0.053
"player",21900010,"SAS","Rudy Gay",NA,1610612759,200752,0.231,0.045,0.238,0.14,17.6,0.444,0.58,0.264,0.262,"San Antonio",TRUE,20.3,101.1,102.1,97.2,95.8,3.9,6.2,1,17.6,113.26,113.5,94.58,48,0.175
"player",21900010,"SAS","Jakob Poeltl",NA,1610612759,1627751,0.071,0.125,0.1,0.111,0,0.75,0.75,0.095,0.092,"San Antonio",TRUE,16.1166666666667,111.3,115.8,89,92.1,22.3,23.7,0,20,117.4,113.17,94.31,38,0.106
"player",21900010,"SAS","Marco Belinelli",NA,1610612759,201158,0.059,0,0.05,0.026,20,0.5,0.521,0.089,0.087,"San Antonio",TRUE,17.7666666666667,109.6,112.2,102.6,104.8,7,7.4,1,20,114.61,112.12,93.43,41,0.024
"player",21900010,"SAS","Patty Mills",NA,1610612759,201988,0.154,0.063,0.056,0.059,13.3,0.364,0.364,0.302,0.284,"San Antonio",TRUE,16.1333333333333,110.3,117.9,93.5,95,16.8,22.9,1,13.3,122.52,117.52,97.93,39,0.022
