Codigo,Foto_atual_2018,Categoria,Descricao,Quantidade,Local,Sublocal,Tecido,Eletricista,Cristais,Obs,Dimensao,Reconferencia,Arquivo
015-0003,https://i.imgur.com/0w9eccW.png,Sousplat,SOUSPLAT BRANCO COM BORDA PRATA,300,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0004,https://i.imgur.com/F706vEO.png,Sousplat,SOUSPLAT BRANCO DA BORDA TRABALHADA,30,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0005,https://i.imgur.com/Os2cl3w.png,Sousplat,SOUSPLAT BRANCO EM MDF,200,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0006,https://i.imgur.com/KrsI1kO.png,Sousplat,SOUSPLAT BRANCO TRELIÇADO,256,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0007,https://i.imgur.com/Zjlwysh.png,Sousplat,SOUSPLAT COM MARAJOARA MARROM,300,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0008,https://i.imgur.com/iFgoDQO.png,Sousplat,SOUSPLAT DE FOLHAGEM,152,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0009,https://i.imgur.com/7WvgDkI.png,Sousplat,SOUSPLAT DE VIDRO DOURADO – REF. 2986,42,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0010,https://i.imgur.com/3kekAKv.png,Sousplat,SOUSPLAT DE VIDRO PRATA – REF. 2921,40,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0011,https://i.imgur.com/ZM09h5d.png,Sousplat,SOUSPLAT DE VIDRO TRANSPARENTE – REF. 2670,381,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0012,https://i.imgur.com/wAlEhoU.png,Sousplat,SOUSPLAT DOURADO ANTIGO (TRELIÇADO E LISO),269,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0013,https://i.imgur.com/iWz6xhx.png,Sousplat,SOUSPLAT DOURADO COM RISCOS E BORDA TORCIDA,170,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0014,https://i.imgur.com/PSk2xYR.png,Sousplat,SOUSPLAT DOURADO MARAJOARA,38,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0015,https://i.imgur.com/GevlExx.png,Sousplat,SOUSPLAT DOURADO MOSAICO,121,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0016,NA,Sousplat,SOUSPLAT INOX BORDA DE CRISTAL,54,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0017,https://i.imgur.com/1S5iPnE.png,Sousplat,SOUSPLAT INOX BORDA DE STRAU,32,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0018,https://i.imgur.com/RWBoJ4v.png,Sousplat,SOUSPLAT INOX LISO,1171,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0019,https://i.imgur.com/xOjEGQq.png,Sousplat,SOUSPLAT MARAJOARA PRATA,50,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0020,https://i.imgur.com/1egkrkf.png,Sousplat,SOUSPLAT MARFIM,294,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0021,https://i.imgur.com/l9swGvt.png,Sousplat,SOUSPLAT MARROM LISTRADO,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0022,https://i.imgur.com/24Jevvb.png,Sousplat,SOUSPLAT MARROM ONDULADO,6,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0023,https://i.imgur.com/ocd2tKm.png,Sousplat,SOUSPLAT ONDULADO VERMELHO,12,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0024,https://i.imgur.com/2DFvjUr.png,Sousplat,SOUSPLAT OSTRA,360,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0025,https://i.imgur.com/HpFWGBD.png,Sousplat,SOUSPLAT PRATA DA BORDA TRABALHADA,28,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0026,https://i.imgur.com/6Xonb42.png,Sousplat,SOUSPLAT PRATA DE STRASS LARGO,214,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0027,https://i.imgur.com/uCSjcG9.png,Sousplat,SOUSPLAT PRATA LISO,499,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0028,https://i.imgur.com/XpxrIJn.png,Sousplat,SOUSPLAT PRATA PATINADO,281,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0029,https://i.imgur.com/ZumkePR.png,Sousplat,SOUSPLAT PRETO BORDA TRABALHADA,26,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0030,https://i.imgur.com/MrE8uh7.png,Sousplat,SOUSPLAT PRETO LISO,174,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0031,https://i.imgur.com/mQuGwW7.png,Sousplat,SOUSPLAT PRETO ONDULADO,12,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0032,https://i.imgur.com/0PYSh9G.png,Sousplat,SOUSPLAT PRETO TRELIÇADO,492,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
015-0033,https://i.imgur.com/Fl0UWAQ.png,Sousplat,SOUSPLAT TRELIÇADO AZUL,312,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_SOUSPLAT
016-0001,https://i.imgur.com/N101ZvE.png,Supier,SUPIER BRANCA E BEGE,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_SUPIER
016-0002,https://i.imgur.com/Q0qoWke.png,Supier,SUPIER CINZA E PRATA,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_SUPIER
016-0003,https://i.imgur.com/SjwEROs.png,Supier,SUPIER DE MADEIRA E BEGE,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_SUPIER
016-0004,https://i.imgur.com/ogpcfR1.png,Supier,SUPIER DOURADA E BEGE,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_SUPIER
016-0005,https://i.imgur.com/pGbV6cD.png,Supier,SUPIER DOURADA E BEGE NOVA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_SUPIER
016-0006,https://i.imgur.com/zQEhKLz.png,Supier,SUPIER DOURADA E MARROM,1,Loja,Area Da Entrada,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_SUPIER
016-0007,https://i.imgur.com/1W7bHW3.png,Supier,SUPIER DOURADA E PRETA,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_SUPIER
016-0008,https://i.imgur.com/O5WlJvX.png,Supier,SUPIER DOURADA E VINHO,1,Loja,Area Da Entrada,0,0,0,NA,NA,NA,CATALOGO_SUPIER
016-0009,NA,Supier,SUPIER MARIZA PRADO,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_SUPIER
017-0001,https://i.imgur.com/SDRP9mq.png,Tapete,MANTA AMARELA – Nº 041,NA,Loja,Sótão,0,0,0,NA,"1,75 X 2,16",NA,CATALOGO_TAPETE
017-0002,https://i.imgur.com/tRXjnn2.png,Tapete,"MANTA MOSTARDA– Nº 037, 039, 040, 042",4,Loja,Sótão,0,0,0,NA,"1,73 X 2,26",NA,CATALOGO_TAPETE
017-0003,https://i.imgur.com/815BOvy.png,Tapete,"MANTA Nº 035, 036",2,Loja,Sótão,0,0,0,NA,"1,75 X 2,19",NA,CATALOGO_TAPETE
017-0004,https://i.imgur.com/8JLKY6e.png,Tapete,MANTA VERMELHA – Nº 038,NA,Loja,Sótão,0,0,0,NA,"1,46 X 1,87",NA,CATALOGO_TAPETE
017-0005,https://i.imgur.com/lceMsJU.png,Tapete,MANTA VERMELHA – Nº 043,NA,Loja,Sótão,0,0,0,NA,"1,76 X 2,16",NA,CATALOGO_TAPETE
017-0006,https://i.imgur.com/P4OumKa.png,Tapete,MANTA VERMELHA - Nº 044,NA,Loja,Sótão,0,0,0,NA,"1,73 X 2,22",NA,CATALOGO_TAPETE
017-0007,https://i.imgur.com/uENQRR8.png,Tapete,TAPETE - Nº 025,NA,Loja,Sótão,0,0,0,NA,"1,95 X 2,89",NA,CATALOGO_TAPETE
017-0008,https://i.imgur.com/6ysPaJ8.png,Tapete,TAPETE - Nº 027,NA,Loja,Sótão,0,0,0,NA,"1,34 X 1,80",NA,CATALOGO_TAPETE
017-0009,https://i.imgur.com/zyhJK5M.png,Tapete,TAPETE – Nº 030,NA,Loja,Sótão,0,0,0,NA,"2,02 X 2,03",NA,CATALOGO_TAPETE
017-0010,https://i.imgur.com/NTimkvq.png,Tapete,TAPETE – Nº 032,NA,Loja,Sótão,0,0,0,NA,"1,00 X 1,46",NA,CATALOGO_TAPETE
017-0011,https://i.imgur.com/Fil0nvd.png,Tapete,TAPETE – Nº 034,NA,Loja,Sótão,0,0,0,NA,"2,11 X 3,09",NA,CATALOGO_TAPETE
017-0012,https://i.imgur.com/JhEV71K.png,Tapete,TAPETE – Nº 045,NA,Loja,Sótão,0,0,0,NA,"1,48 X 1,97",NA,CATALOGO_TAPETE
017-0013,https://i.imgur.com/poWg7kr.png,Tapete,TAPETE – Nº 049,NA,Loja,Sótão,0,0,0,NA,"1,68 X 2,29",NA,CATALOGO_TAPETE
017-0014,https://i.imgur.com/Uh4nkfs.png,Tapete,TAPETE – Nº 055,NA,Loja,Sótão,0,0,0,NA,"1,98 X 2,50",NA,CATALOGO_TAPETE
017-0015,https://i.imgur.com/BxIsuTP.png,Tapete,TAPETE – Nº 056,NA,Loja,Sótão,0,0,0,NA,"1,51 X 2,00",NA,CATALOGO_TAPETE
017-0016,https://i.imgur.com/FVOktjb.png,Tapete,TAPETE – Nº 057,NA,Loja,Sótão,0,0,0,NA,"1,48 X 1,97",NA,CATALOGO_TAPETE
017-0017,https://i.imgur.com/bNvJEUd.png,Tapete,TAPETE – Nº 063,NA,Loja,Sótão,0,0,0,NA,"1,36 X 1,90",NA,CATALOGO_TAPETE
017-0018,https://i.imgur.com/PZsxWbz.png,Tapete,TAPETE – Nº 064,NA,Loja,Sótão,0,0,0,NA,"1,03 X 1,46",NA,CATALOGO_TAPETE
017-0019,https://i.imgur.com/pcq9pGq.png,Tapete,TAPETE – Nº 065,NA,Loja,Sótão,0,0,0,NA,"1,50 X 1,95",NA,CATALOGO_TAPETE
017-0020,https://i.imgur.com/ba1aGuC.png,Tapete,TAPETE – Nº 066,NA,Loja,Sótão,0,0,0,NA,"0,65 X 1,77",NA,CATALOGO_TAPETE
017-0021,https://i.imgur.com/1fSNSTh.png,Tapete,TAPETE – Nº 067,NA,Loja,Sótão,0,0,0,NA,"0,95 X 1,38",NA,CATALOGO_TAPETE
017-0022,https://i.imgur.com/p8PRNh6.png,Tapete,TAPETE – Nº 068,NA,Loja,Sótão,0,0,0,NA,"1,38 X 1,43",NA,CATALOGO_TAPETE
017-0023,https://i.imgur.com/39trFXo.png,Tapete,TAPETE – Nº 069,NA,Loja,Sótão,0,0,0,NA,"Ф 0,94",NA,CATALOGO_TAPETE
017-0024,https://i.imgur.com/7Dgft1K.png,Tapete,TAPETE – Nº 070,NA,Loja,Sótão,0,0,0,NA,"2,50 X 3,50",NA,CATALOGO_TAPETE
017-0025,https://i.imgur.com/5T7yBJn.png,Tapete,TAPETE – Nº 075,NA,Loja,Sótão,0,0,0,NA,"3,42 X 2,00",NA,CATALOGO_TAPETE
017-0026,https://i.imgur.com/5ezL8Dy.png,Tapete,TAPETE – Nº 076,NA,Loja,Sótão,0,0,0,NA,"2,89 X 1,98",NA,CATALOGO_TAPETE
017-0027,https://i.imgur.com/UcxLT9n.png,Tapete,TAPETE – Nº 078,NA,Loja,Sótão,0,0,0,NA,"2,45 X 1,95",NA,CATALOGO_TAPETE
017-0028,https://i.imgur.com/Z2ppA6N.png,Tapete,TAPETE – Nº 080,NA,Loja,Sótão,0,0,0,NA,"2,51 X 2,95",NA,CATALOGO_TAPETE
017-0029,NA,Tapete,TAPETE – Nº 081,NA,Loja,Sótão,0,0,0,NA,"2,39 X 1,88",NA,CATALOGO_TAPETE
017-0030,NA,Tapete,TAPETE – Nº 083,NA,Loja,Sótão,0,0,0,NA,"2,17 X 1,58",NA,CATALOGO_TAPETE
017-0031,NA,Tapete,TAPETE – Nº 084,NA,Loja,Sótão,0,0,0,NA,"2,16 X 1,58",NA,CATALOGO_TAPETE
017-0032,https://i.imgur.com/t8bjxBe.png,Tapete,TAPETE – Nº 085,NA,Loja,Sótão,0,0,0,NA,"2,91 X 2,02",NA,CATALOGO_TAPETE
017-0033,https://i.imgur.com/9hpgKgG.png,Tapete,TAPETE – Nº 086,NA,Loja,Sótão,0,0,0,NA,"0,85 X 1,82",NA,CATALOGO_TAPETE
017-0034,https://i.imgur.com/PKQnC89.png,Tapete,TAPETE – Nº 087,NA,Loja,Sótão,0,0,0,NA,"3,40 X 2,50",NA,CATALOGO_TAPETE
017-0035,https://i.imgur.com/1LkGJpL.png,Tapete,TAPETE – Nº 088,NA,Loja,Sótão,0,0,0,NA,"2,90 X 4,08",NA,CATALOGO_TAPETE
017-0036,https://i.imgur.com/gNOKXAk.png,Tapete,TAPETE – Nº 089,NA,Loja,Sótão,0,0,0,NA,"4,97 X 0,61",NA,CATALOGO_TAPETE
017-0037,https://i.imgur.com/7al8gjL.png,Tapete,TAPETE – Nº 090,NA,Loja,Sótão,0,0,0,NA,"1,83 X 1,24",NA,CATALOGO_TAPETE
017-0038,https://i.imgur.com/NpxjM9D.png,Tapete,TAPETE – Nº 091,NA,Loja,Sótão,0,0,0,NA,"3,85 X 2,53",NA,CATALOGO_TAPETE
017-0039,https://i.imgur.com/5zQ6RO6.png,Tapete,TAPETE – Nº 092,NA,Loja,Sótão,0,0,0,NA,"2,91 X 2,03",NA,CATALOGO_TAPETE
017-0040,https://i.imgur.com/GCfA1he.png,Tapete,TAPETE – Nº 093,NA,Loja,Sótão,0,0,0,NA,"2,88 X 2,00",NA,CATALOGO_TAPETE
017-0041,https://i.imgur.com/T2G8puk.png,Tapete,TAPETE – Nº 094,NA,Loja,Sótão,0,0,0,NA,"3,45 X 2,01",NA,CATALOGO_TAPETE
017-0042,https://i.imgur.com/qzT9PiQ.png,Tapete,TAPETE – Nº 095,NA,Loja,Sótão,0,0,0,NA,"2,94 X 2,02",NA,CATALOGO_TAPETE
017-0043,https://i.imgur.com/FP4g4Gl.png,Tapete,TAPETE – Nº 096,NA,Loja,Sótão,0,0,0,NA,"2,82 X 2,80",NA,CATALOGO_TAPETE
017-0044,https://i.imgur.com/hYZ5oVR.png,Tapete,TAPETE – Nº 097,NA,Loja,Sótão,0,0,0,NA,"2,50 X 3,03",NA,CATALOGO_TAPETE
017-0045,https://i.imgur.com/c7Qezng.png,Tapete,TAPETE – Nº 098,NA,Loja,Sótão,0,0,0,NA,"3,88 X 3,00",NA,CATALOGO_TAPETE
017-0046,https://i.imgur.com/q4U5Exy.png,Tapete,TAPETE – Nº 099,NA,Loja,Sótão,0,0,0,NA,"2,49 X 3,50",NA,CATALOGO_TAPETE
017-0047,https://i.imgur.com/AN1gQM0.png,Tapete,TAPETE – Nº 100,NA,Loja,Sótão,0,0,0,NA,"2,94 X 0,88",NA,CATALOGO_TAPETE
017-0048,https://i.imgur.com/hFa9REf.png,Tapete,TAPETE – Nº 101,NA,Loja,Sótão,0,0,0,NA,"2,03 X 2,91",NA,CATALOGO_TAPETE
017-0049,https://i.imgur.com/dqd4QTb.png,Tapete,TAPETE – Nº 102,NA,Loja,Sótão,0,0,0,NA,"2,05 X 2,88",NA,CATALOGO_TAPETE
017-0050,https://i.imgur.com/veZGPro.png,Tapete,TAPETE – Nº 103,NA,Loja,Sótão,0,0,0,NA,"3,01 X 3,87",NA,CATALOGO_TAPETE
017-0051,https://i.imgur.com/SWXTazh.png,Tapete,TAPETE – Nº 104,NA,Loja,Sótão,0,0,0,NA,"2,00 X 2,80",NA,CATALOGO_TAPETE
017-0052,https://i.imgur.com/cfNqRZe.png,Tapete,TAPETE – Nº 105,NA,Loja,Sótão,0,0,0,NA,"3,37 X 3,00",NA,CATALOGO_TAPETE
017-0053,https://i.imgur.com/DdogN9N.png,Tapete,TAPETE – Nº 106,NA,Loja,Sótão,0,0,0,NA,"4,53 X 4,46",NA,CATALOGO_TAPETE
017-0054,https://i.imgur.com/m6EhrXm.png,Tapete,TAPETE – Nº 107,NA,Loja,Sótão,0,0,0,NA,"2,85 X 3,93",NA,CATALOGO_TAPETE
017-0055,https://i.imgur.com/EAKRUft.png,Tapete,TAPETE – Nº 108,NA,Loja,Sótão,0,0,0,NA,"3,46 X 3,95",NA,CATALOGO_TAPETE
017-0056,https://i.imgur.com/gNimwB4.png,Tapete,TAPETE – Nº 109,NA,Loja,Sótão,0,0,0,NA,"4,57 X 3,94",NA,CATALOGO_TAPETE
017-0057,https://i.imgur.com/IA3hXxX.png,Tapete,TAPETE – Nº 110,NA,Loja,Sótão,0,0,0,NA,"3,93 X 3,47",NA,CATALOGO_TAPETE
017-0058,https://i.imgur.com/lr7miQr.png,Tapete,TAPETE – Nº 111,NA,Loja,Sótão,0,0,0,NA,"2,88 X 3,91",NA,CATALOGO_TAPETE
017-0059,https://i.imgur.com/GMum0xD.png,Tapete,TAPETE – Nº 112,NA,Loja,Sótão,0,0,0,NA,"2,48 X 2,94",NA,CATALOGO_TAPETE
017-0060,https://i.imgur.com/JYp6f7a.png,Tapete,TAPETE – Nº 113,NA,Loja,Sótão,0,0,0,NA,"2,49 X 3,46",NA,CATALOGO_TAPETE
017-0061,https://i.imgur.com/wo6lBlF.png,Tapete,TAPETE – Nº 114,NA,Loja,Sótão,0,0,0,NA,"2,97 X 3,90",NA,CATALOGO_TAPETE
017-0062,https://i.imgur.com/0iZyXyn.png,Tapete,TAPETE – Nº 115,NA,Loja,Sótão,0,0,0,NA,"2,97 X 2,46",NA,CATALOGO_TAPETE
017-0063,https://i.imgur.com/6oMud5b.png,Tapete,TAPETE – Nº 127,NA,Loja,Sótão,0,0,0,NA,"3,93 X 3,45",NA,CATALOGO_TAPETE
017-0064,https://i.imgur.com/SMu2BUJ.png,Tapete,TAPETE – Nº 128,NA,Loja,Sótão,0,0,0,NA,"4,03 X 3,03",NA,CATALOGO_TAPETE
017-0065,https://i.imgur.com/qVuPvBa.png,Tapete,TAPETE – Nº 129,NA,Loja,Sótão,0,0,0,NA,"3,88 X 2,90",NA,CATALOGO_TAPETE
017-0066,https://i.imgur.com/PG4j1TT.png,Tapete,TAPETE – Nº 130,NA,Loja,Sótão,0,0,0,NA,"4,43 X 3,82",NA,CATALOGO_TAPETE
017-0067,https://i.imgur.com/Pjs3thh.png,Tapete,TAPETE – Nº 131,NA,Loja,Sótão,0,0,0,NA,"3,00 X 3,95",NA,CATALOGO_TAPETE
017-0068,https://i.imgur.com/bPZWLCC.png,Tapete,TAPETE – Nº 132,NA,Loja,Sótão,0,0,0,NA,"3,96 X 2,98",NA,CATALOGO_TAPETE
017-0069,https://i.imgur.com/oqofOzu.png,Tapete,TAPETE – Nº 133,NA,Loja,Sótão,0,0,0,NA,"1,05 X 0,55",NA,CATALOGO_TAPETE
017-0070,https://i.imgur.com/pctDKbA.png,Tapete,TAPETE – Nº 134,NA,Loja,Sótão,0,0,0,NA,"1,06 X 0,52",NA,CATALOGO_TAPETE
017-0071,https://i.imgur.com/7ZmMQhm.png,Tapete,TAPETE – Nº 135,NA,Loja,Sótão,0,0,0,NA,"1,04 X 0,54",NA,CATALOGO_TAPETE
017-0072,https://i.imgur.com/1Ksj3dw.png,Tapete,TAPETE – Nº 136,NA,Loja,Sótão,0,0,0,NA,"1,01 X 0,56",NA,CATALOGO_TAPETE
017-0073,https://i.imgur.com/tHS5wYR.png,Tapete,TAPETE – Nº 137,NA,Loja,Sótão,0,0,0,NA,"1,03 X 0,56",NA,CATALOGO_TAPETE
017-0074,https://i.imgur.com/nkdxy8G.png,Tapete,TAPETE – Nº 138,NA,Loja,Sótão,0,0,0,NA,"0,97 X 0,51",NA,CATALOGO_TAPETE
017-0075,https://i.imgur.com/dAaPoLJ.png,Tapete,TAPETE – Nº 139,NA,Loja,Sótão,0,0,0,NA,"0,95 X 0,57",NA,CATALOGO_TAPETE
017-0076,https://i.imgur.com/cgRQp3u.png,Tapete,TAPETE – Nº 140,NA,Loja,Sótão,0,0,0,NA,"1,00 X 0,58",NA,CATALOGO_TAPETE
017-0077,https://i.imgur.com/Wh15EZk.png,Tapete,TAPETE – Nº 141,NA,Loja,Sótão,0,0,0,NA,"0,98 X 0,57",NA,CATALOGO_TAPETE
017-0078,https://i.imgur.com/mHRQgUN.png,Tapete,TAPETE – Nº 142,NA,Loja,Sótão,0,0,0,NA,"0,97 X 0,59",NA,CATALOGO_TAPETE
017-0079,https://i.imgur.com/MQUworR.png,Tapete,TAPETE – Nº 143,NA,Loja,Sótão,0,0,0,NA,"0,99 X 0,53",NA,CATALOGO_TAPETE
017-0080,https://i.imgur.com/MuE7YKA.png,Tapete,TAPETE – Nº 145,NA,Loja,Sótão,0,0,0,NA,"3,95 X 3,93",NA,CATALOGO_TAPETE
017-0081,https://i.imgur.com/leETqoH.png,Tapete,TAPETE – Nº 146,NA,Loja,Sótão,0,0,0,NA,"3,67 X 4,58",NA,CATALOGO_TAPETE
017-0082,https://i.imgur.com/Y1LEGIy.png,Tapete,TAPETE – Nº 148,NA,Loja,Sótão,0,0,0,NA,"0,91 X 0,62",NA,CATALOGO_TAPETE
017-0083,https://i.imgur.com/EEsdHic.png,Tapete,TAPETE BEGE – Nº 003,NA,Loja,Sótão,0,0,0,NA,"1,77 X 2,90",NA,CATALOGO_TAPETE
017-0084,https://i.imgur.com/lBnAiyi.png,Tapete,TAPETE BEGE – Nº 007,NA,Loja,Sótão,0,0,0,NA,"1,95 X 2,50",NA,CATALOGO_TAPETE
017-0085,https://i.imgur.com/mDbeBy9.png,Tapete,TAPETE BEGE – Nº 013,NA,Loja,Sótão,0,0,0,NA,"2,00 X 3,00",NA,CATALOGO_TAPETE
017-0086,https://i.imgur.com/z2scRgf.png,Tapete,TAPETE BEGE – Nº 116,NA,Loja,Sótão,0,0,0,NA,"2,92 X 3,67",NA,CATALOGO_TAPETE
017-0087,https://i.imgur.com/hdlFc5Q.png,Tapete,TAPETE BEGE ESTAMPADO – Nº 118,NA,Loja,Sótão,0,0,0,NA,"3,96 X 2,98",NA,CATALOGO_TAPETE
017-0088,https://i.imgur.com/jqVAdfY.png,Tapete,TAPETE BEGE GG– Nº 125,NA,Loja,Sótão,0,0,0,NA,"4,00 X 3,00",NA,CATALOGO_TAPETE
017-0089,https://i.imgur.com/G9YdonQ.png,Tapete,TAPETE BEGE QUADRICULADO – Nº 119,NA,Loja,Sótão,0,0,0,NA,"3,07 X 5,97",NA,CATALOGO_TAPETE
017-0090,https://i.imgur.com/ehB3UNF.png,Tapete,TAPETE BEGE REDONDO DO CASANDO– Nº 121,NA,Loja,Sótão,0,0,0,NA,"Ф 2,97",NA,CATALOGO_TAPETE
017-0091,https://i.imgur.com/0OigD7v.png,Tapete,"TAPETE BELGA PRETO – Nº 008, 010, 021, 022",4,Loja,Sótão,0,0,0,NA,"1,98 X 2,86",NA,CATALOGO_TAPETE
017-0092,https://i.imgur.com/AaabBdV.png,Tapete,"TAPETE BELGA VERMELHO – Nº 005, 018, 020",4,Loja,Sótão,0,0,0,NA,"1,95 X 2,90",NA,CATALOGO_TAPETE
017-0093,https://i.imgur.com/jUUDTgb.png,Tapete,TAPETE BELGA VERMELHO – Nº 046,NA,Loja,Sótão,0,0,0,NA,"1,34 X 1,95",NA,CATALOGO_TAPETE
017-0094,https://i.imgur.com/3Pu53WU.png,Tapete,TAPETE BELGA VERMELHO 02 – Nº 146,NA,Loja,Sótão,0,0,0,NA,"1,92 X 1,44",NA,CATALOGO_TAPETE
017-0095,https://i.imgur.com/SoimtnI.png,Tapete,"TAPETE BELGA VINHO – Nº 015, 016, 024",3,Loja,Sótão,0,0,0,NA,"1,97 X 2,90",NA,CATALOGO_TAPETE
017-0096,https://i.imgur.com/d2LdgTO.png,Tapete,TAPETE BELGA VINHO – Nº 047,NA,Loja,Sótão,0,0,0,NA,"1,34 X 1,95",NA,CATALOGO_TAPETE
017-0097,https://i.imgur.com/GqCyQ9M.png,Tapete,TAPETE CAFÉ COM LEITE – Nº 060,NA,Loja,Sótão,0,0,0,NA,"1,56 X 2,28",NA,CATALOGO_TAPETE
017-0098,https://i.imgur.com/Zl4DL31.png,Tapete,TAPETE CARAMELO – Nº 054,NA,Loja,Sótão,0,0,0,NA,"1,31 X 1,89",NA,CATALOGO_TAPETE
017-0099,https://i.imgur.com/QrZrNRx.png,Tapete,TAPETE CARAMELO – Nº 058,NA,Loja,Sótão,0,0,0,NA,"1,58 X 2,31",NA,CATALOGO_TAPETE
017-0100,https://i.imgur.com/YAqgw25.png,Tapete,TAPETE CARAMELO GG – Nº 006,NA,Loja,Sótão,0,0,0,NA,"1,92 X 2,92",NA,CATALOGO_TAPETE
017-0101,https://i.imgur.com/gfC9sYc.png,Tapete,TAPETE CARAMELO GG – Nº 123,NA,Loja,Sótão,0,0,0,NA,"3,49 X 3,00",NA,CATALOGO_TAPETE
017-0102,https://i.imgur.com/34nzlcc.png,Tapete,TAPETE CARAMELO LISO GG– Nº 120,NA,Loja,Sótão,0,0,0,NA,"2,99 X 3,98",NA,CATALOGO_TAPETE
017-0103,https://i.imgur.com/Ca8yAUp.png,Tapete,TAPETE EGÍPCIO – Nº 077,NA,Loja,Sótão,0,0,0,NA,"2,16 X 1,57",NA,CATALOGO_TAPETE
017-0104,https://i.imgur.com/SGUckJy.png,Tapete,TAPETE FEIJÃO – Nº 124,NA,Loja,Sótão,0,0,0,NA,"3,92 X 3,98",NA,CATALOGO_TAPETE
017-0105,https://i.imgur.com/gNPPF3y.png,Tapete,TAPETE FEIJÃO 02 – Nº 144,NA,Loja,Sótão,0,0,0,NA,"7,20 X 3,90",NA,CATALOGO_TAPETE
017-0106,https://i.imgur.com/oQNKPSz.png,Tapete,TAPETE FIO ANTIGO MARROM – Nº 017,NA,Loja,Sótão,0,0,0,NA,"2,00 X 3,00",NA,CATALOGO_TAPETE
017-0107,https://i.imgur.com/UbqWLam.png,Tapete,TAPETE FIO ANTIGO MARROM – Nº 019,NA,Loja,Sótão,0,0,0,NA,"1,30 X 1,90",NA,CATALOGO_TAPETE
017-0108,https://i.imgur.com/wYAcEMN.png,Tapete,TAPETE FIO DE SEDA CINZA – Nº 009,4,Loja,Sótão,0,0,0,NA,"1,92 X 2,87",NA,CATALOGO_TAPETE
017-0109,https://i.imgur.com/NMkFy24.png,Tapete,TAPETE FIO DE SEDA PRETO – Nº 002,NA,Loja,Sótão,0,0,0,NA,"1,98 X 2,91",NA,CATALOGO_TAPETE
