"typeResult","idGame","namePlayer","fgContested","fg2Contested","fg3Contested","boxOutsPlayerTeamRebound","screenAssist","ptsScreenAssist","pts","deflections","chargesDrawn","looseBallsRecoveredOffense","looseBallsRecoveredDefense","looseBallsRecovered","boxOutsOffense","boxOutsDefense","boxOutsPlayerTREB","boxOuts"
"player",21900105,"Thaddeus Young",7,3,4,"2",1,2,3,0,0,0,0,0,0,2,0,2
"player",21900105,"Coby White",6,2,4,"1",0,0,10,1,0,1,0,1,0,1,0,1
"player",21900105,"Kris Dunn",4,2,2,"0",2,4,13,5,0,0,1,1,0,0,0,0
"player",21900105,"Chandler Hutchison",6,3,3,"1",0,0,9,1,2,1,1,2,0,1,0,1
"player",21900105,"Shaquille Harrison",0,0,0,"0",0,0,2,0,0,0,0,0,0,0,0,0
"player",21900105,"Ryan Arcidiacono",1,1,0,"0",0,0,4,0,0,0,1,1,0,0,0,0
"player",21900105,"Luke Kornet",2,1,1,"2",0,0,3,0,0,0,0,0,0,4,1,4
"player",21900105,"Daniel Gafford",1,0,1,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900105,"De'Andre Hunter",9,3,6,"0",0,0,4,0,0,0,0,0,0,1,0,1
"player",21900105,"Jabari Parker",6,2,4,"1",0,0,18,2,0,0,2,2,1,1,0,2
"player",21900105,"Alex Len",8,6,2,"0",1,2,6,0,0,0,0,0,0,0,0,0
"player",21900105,"Cam Reddish",4,0,4,"0",0,0,5,2,0,1,0,1,0,0,0,0
"player",21900105,"Trae Young",1,1,0,"0",0,0,9,1,0,0,0,0,0,0,0,0
"player",21900105,"Bruno Fernando",3,2,1,"0",3,7,10,1,0,0,0,0,1,2,0,3
"player",21900105,"Kevin Huerter",5,2,3,"0",0,0,12,1,0,0,0,0,0,0,0,0
"player",21900105,"DeAndre' Bembry",2,1,1,"0",0,0,9,1,0,0,0,0,0,0,0,0
"player",21900105,"Tyrone Wallace",2,1,1,"1",0,0,2,2,0,0,0,0,0,1,1,1
"player",21900105,"Vince Carter",3,1,2,"2",0,0,14,1,1,0,0,0,0,2,0,2
"player",21900105,"Damian Jones",8,7,1,"1",1,3,2,1,0,0,0,0,0,3,1,3
"player",21900105,"Charles Brown Jr.",1,1,0,"0",0,0,2,0,0,1,0,1,0,0,0,0
"player",21900106,"Harrison Barnes",11,8,3,"1",1,3,26,1,0,1,0,1,0,2,0,2
"player",21900106,"Richaun Holmes",13,11,2,"4",3,9,8,3,0,0,0,0,1,4,0,5
"player",21900106,"Nemanja Bjelica",6,2,4,"0",0,0,5,4,0,0,0,0,0,0,0,0
"player",21900106,"Buddy Hield",5,4,1,"0",0,0,21,1,0,1,1,2,0,0,0,0
"player",21900106,"De'Aaron Fox",7,2,5,"0",0,0,17,3,0,0,0,0,0,0,0,0
"player",21900106,"Dewayne Dedmon",6,2,4,"2",3,6,6,1,1,1,0,1,0,3,0,3
"player",21900106,"Trevor Ariza",0,0,0,"1",0,0,5,2,0,0,0,0,0,2,1,2
"player",21900106,"Bogdan Bogdanovic",4,2,2,"0",0,0,22,5,0,0,2,2,0,0,0,0
"player",21900106,"Cory Joseph",3,2,1,"1",0,0,10,1,0,0,0,0,0,1,0,1
"player",21900106,"Yogi Ferrell",2,1,1,"0",0,0,0,0,0,0,1,1,0,0,0,0
"player",21900106,"OG Anunoby",15,10,5,"1",0,0,18,2,0,0,1,1,0,1,1,1
"player",21900106,"Pascal Siakam",11,3,8,"0",2,6,23,1,0,2,2,4,0,4,0,4
"player",21900106,"Marc Gasol",8,5,3,"3",3,8,12,1,0,0,1,1,0,6,1,6
"player",21900106,"Kyle Lowry",8,3,5,"1",0,0,24,6,0,0,0,0,0,1,0,1
"player",21900106,"Fred VanVleet",6,4,2,"0",0,0,12,2,0,0,0,0,0,0,0,0
"player",21900106,"Norman Powell",3,0,3,"0",0,0,6,2,0,0,1,1,0,0,0,0
"player",21900106,"Serge Ibaka",10,7,3,"0",1,3,21,2,0,0,0,0,0,2,0,2
"player",21900106,"Terence Davis",0,0,0,"0",0,0,0,1,0,0,0,0,0,0,0,0
"player",21900106,"Chris Boucher",4,2,2,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900106,"Matt Thomas",3,1,2,"0",0,0,8,0,0,0,0,0,0,0,0,0
"player",21900107,"Glenn Robinson III",9,0,9,"0",1,3,15,1,0,2,1,3,0,1,0,1
"player",21900107,"Eric Paschall",4,1,3,"0",0,0,19,2,1,0,1,1,0,1,0,1
"player",21900107,"Willie Cauley-Stein",4,2,2,"3",4,9,4,3,0,0,0,0,0,6,0,6
"player",21900107,"Jordan Poole",11,6,5,"1",0,0,8,2,0,2,0,2,0,1,0,1
"player",21900107,"Ky Bowman",16,5,11,"0",0,0,8,2,0,1,2,3,0,2,0,2
"player",21900107,"Alec Burks",5,3,2,"0",0,0,28,3,0,0,1,1,0,0,0,0
"player",21900107,"Omari Spellman",6,4,2,"0",3,7,13,3,0,0,0,0,0,4,0,4
"player",21900107,"Damion Lee",7,4,3,"0",0,0,13,2,0,1,2,3,0,1,0,1
"player",21900107,"Marquese Chriss",9,7,2,"2",1,3,4,2,0,1,0,1,0,2,2,2
"player",21900107,"Danuel House Jr.",8,3,5,"0",0,0,17,0,0,1,1,2,0,2,0,2
"player",21900107,"P.J. Tucker",15,6,9,"0",0,0,22,3,0,1,1,2,0,0,0,0
"player",21900107,"Clint Capela",19,16,3,"2",0,0,19,3,0,0,0,0,1,5,2,6
"player",21900107,"James Harden",9,8,1,"3",0,0,36,3,0,0,0,0,0,4,0,4
"player",21900107,"Russell Westbrook",5,1,4,"0",0,0,18,4,0,0,2,2,0,0,0,0
"player",21900107,"Austin Rivers",3,3,0,"0",0,0,12,1,0,1,0,1,0,0,0,0
"player",21900107,"Thabo Sefolosha",4,3,1,"0",0,0,2,1,0,0,0,0,0,0,0,0
"player",21900107,"Ben McLemore",2,1,1,"1",0,0,3,1,0,0,0,0,0,1,0,1
"player",21900107,"Tyson Chandler",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900107,"Chris Clemons",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900108,"Josh Okogie",5,5,0,"0",0,0,7,1,0,0,0,0,0,1,0,1
"player",21900108,"Robert Covington",5,5,0,"2",0,0,13,5,1,1,0,1,0,4,0,4
"player",21900108,"Karl-Anthony Towns",13,10,3,"3",7,16,25,2,0,0,0,0,1,3,2,4
"player",21900108,"Andrew Wiggins",9,8,1,"1",1,3,30,5,0,0,1,1,1,0,1,1
"player",21900108,"Jarrett Culver",5,3,2,"0",1,2,15,1,0,1,0,1,0,0,0,0
"player",21900108,"Jake Layman",5,3,2,"2",0,0,9,2,0,0,0,0,0,3,0,3
"player",21900108,"Treveon Graham",15,11,4,"0",0,0,10,1,0,2,4,6,0,1,0,1
"player",21900108,"Noah Vonleh",5,4,1,"4",3,8,5,0,0,2,0,2,1,4,2,5
"player",21900108,"Jordan McLaughlin",6,5,1,"0",0,0,5,0,0,0,0,0,0,0,0,0
"player",21900108,"Gorgui Dieng",0,0,0,"0",1,2,2,2,0,0,0,0,0,0,0,0
"player",21900108,"Jaylen Nowell",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900108,"Jae Crowder",10,5,5,"1",0,0,18,2,0,0,2,2,0,1,1,1
"player",21900108,"Jaren Jackson Jr.",4,1,3,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900108,"Jonas Valanciunas",18,14,4,"1",5,12,10,1,0,0,0,0,1,0,1,1
"player",21900108,"Dillon Brooks",9,3,6,"0",0,0,31,2,0,0,0,0,0,2,0,2
"player",21900108,"Ja Morant",5,3,2,"1",0,0,26,2,0,1,1,2,0,1,0,1
"player",21900108,"Brandon Clarke",12,7,5,"0",3,7,18,1,0,0,0,0,0,0,0,0
"player",21900108,"Tyus Jones",6,0,6,"1",0,0,8,2,0,0,0,0,0,1,0,1
"player",21900108,"Bruno Caboclo",12,9,3,"1",0,0,5,1,0,0,1,1,0,4,0,4
"player",21900108,"Marko Guduric",2,1,1,"0",0,0,7,1,0,0,1,1,0,1,0,1
"player",21900108,"Solomon Hill",4,1,3,"0",0,0,7,1,0,0,0,0,0,0,0,0
"player",21900108,"Kyle Anderson",7,5,2,"2",0,0,7,0,0,0,0,0,0,2,0,2
"player",21900109,"Jonathan Isaac",13,9,4,"2",0,0,13,4,0,1,2,3,0,2,2,2
"player",21900109,"Aaron Gordon",3,1,2,"0",1,3,23,1,0,3,0,3,0,0,0,0
"player",21900109,"Nikola Vucevic",10,10,0,"2",6,13,19,2,0,0,0,0,0,4,0,4
"player",21900109,"Evan Fournier",5,2,3,"1",0,0,9,3,0,0,0,0,0,2,0,2
"player",21900109,"Markelle Fultz",4,2,2,"0",1,3,11,5,0,0,1,1,0,0,0,0
"player",21900109,"Al-Farouq Aminu",3,1,2,"0",1,2,0,1,0,0,0,0,0,1,0,1
"player",21900109,"D.J. Augustin",3,2,1,"0",0,0,13,2,0,2,0,2,0,0,0,0
"player",21900109,"Michael Carter-Williams",6,5,1,"1",0,0,13,1,0,0,0,0,2,0,0,2
"player",21900109,"Khem Birch",11,9,2,"0",3,7,3,0,0,1,0,1,0,1,0,1
"player",21900109,"Wes Iwundu",0,0,0,"0",0,0,2,0,0,0,0,0,0,0,0,0
"player",21900109,"Dorian Finney-Smith",9,6,3,"0",1,2,4,3,0,1,0,1,0,0,0,0
"player",21900109,"Kristaps Porzingis",3,2,1,"3",2,5,10,2,0,0,0,0,1,5,1,6
"player",21900109,"Dwight Powell",16,13,3,"0",6,13,12,1,1,0,0,0,0,0,0,0
"player",21900109,"Seth Curry",1,1,0,"0",0,0,5,2,0,0,0,0,0,0,0,0
"player",21900109,"Luka Doncic",3,1,2,"1",0,0,27,0,0,0,1,1,0,1,0,1
"player",21900109,"Maxi Kleber",3,2,1,"1",4,8,14,1,1,0,0,0,0,1,0,1
"player",21900109,"Tim Hardaway Jr.",5,3,2,"0",0,0,13,4,0,0,0,0,0,0,0,0
"player",21900109,"Justin Jackson",1,0,1,"0",0,0,11,1,0,1,0,1,0,1,0,1
"player",21900109,"Boban Marjanovic",1,1,0,"1",0,0,0,0,0,0,0,0,0,1,0,1
"player",21900109,"Delon Wright",2,2,0,"1",0,0,0,2,0,0,0,0,0,1,0,1
"player",21900109,"Jalen Brunson",3,2,1,"0",0,0,0,0,0,0,1,1,0,1,0,1
"player",21900109,"J.J. Barea",1,0,1,"0",0,0,11,0,1,1,0,1,0,0,0,0
"player",21900110,"Tobias Harris",9,8,1,"0",0,0,16,0,0,1,0,1,0,1,0,1
"player",21900110,"Al Horford",8,5,3,"3",0,0,7,1,0,0,1,1,0,6,1,6
"player",21900110,"Joel Embiid",9,8,1,"8",3,7,27,2,0,1,0,1,0,12,4,12
"player",21900110,"Josh Richardson",2,1,1,"2",1,2,24,6,0,0,0,0,0,2,0,2
"player",21900110,"Ben Simmons",0,0,0,"0",0,0,2,2,0,1,2,3,0,0,0,0
"player",21900110,"Matisse Thybulle",1,1,0,"0",0,0,2,0,0,0,1,1,0,0,0,0
"player",21900110,"James Ennis III",0,0,0,"1",1,2,4,0,0,0,0,0,1,0,0,1
"player",21900110,"Mike Scott",4,2,2,"0",3,9,5,1,0,0,0,0,0,2,0,2
"player",21900110,"Raul Neto",8,6,2,"0",0,0,11,6,0,0,0,0,0,0,0,0
"player",21900110,"Furkan Korkmaz",3,3,0,"0",0,0,6,0,0,0,0,0,0,0,0,0
"player",21900110,"Bojan Bogdanovic",5,4,1,"2",0,0,20,1,0,0,1,1,0,7,1,7
"player",21900110,"Royce O'Neale",6,4,2,"2",0,0,5,0,0,0,0,0,0,3,2,3
"player",21900110,"Rudy Gobert",14,9,5,"0",14,30,14,6,0,1,1,2,0,3,0,3
"player",21900110,"Donovan Mitchell",8,6,2,"1",0,0,24,5,0,0,0,0,0,2,0,2
"player",21900110,"Mike Conley",8,4,4,"1",0,0,15,3,0,1,2,3,0,1,0,1
"player",21900110,"Joe Ingles",5,1,4,"2",1,2,16,3,0,0,0,0,0,4,0,4
"player",21900110,"Jeff Green",3,2,1,"2",0,0,3,0,0,0,0,0,0,5,1,5
"player",21900110,"Georges Niang",1,0,1,"0",1,3,1,0,0,0,0,0,0,0,0,0
"player",21900110,"Tony Bradley",5,5,0,"0",3,7,8,0,0,0,0,0,0,0,0,0
"player",21900111,"Khris Middleton",7,6,1,"0",0,0,13,4,0,0,0,0,2,0,0,2
"player",21900111,"Giannis Antetokounmpo",12,8,4,"2",0,0,38,4,0,0,0,0,2,1,2,3
"player",21900111,"Brook Lopez",29,25,4,"2",0,0,11,0,0,0,1,1,1,2,1,3
"player",21900111,"Wesley Matthews",2,1,1,"0",0,0,0,1,0,0,0,0,0,1,0,1
"player",21900111,"Eric Bledsoe",4,3,1,"0",1,2,20,2,0,0,1,1,0,0,0,0
"player",21900111,"Pat Connaughton",4,3,1,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900111,"Ersan Ilyasova",9,5,4,"1",0,0,2,0,1,0,0,0,1,0,1,1
"player",21900111,"Donte DiVincenzo",2,1,1,"0",0,0,0,2,0,1,0,1,0,0,0,0
"player",21900111,"George Hill",9,6,3,"0",0,0,24,2,0,0,1,1,1,0,0,1
"player",21900111,"Robin Lopez",13,12,1,"0",4,11,7,0,0,0,0,0,0,0,0,0
"player",21900111,"Kyle Korver",3,2,1,"0",0,0,14,1,0,0,1,1,0,0,0,0
"player",21900111,"Landry Shamet",12,8,4,"0",2,5,14,1,0,0,0,0,0,0,0,0
"player",21900111,"Patrick Patterson",3,3,0,"0",0,0,2,0,0,0,0,0,0,0,0,0
"player",21900111,"Montrezl Harrell",18,8,10,"2",9,21,34,1,2,2,0,2,0,7,0,7
"player",21900111,"Lou Williams",5,1,4,"1",1,2,34,1,1,1,0,1,0,1,0,1
"player",21900111,"Patrick Beverley",5,2,3,"0",1,2,20,1,1,1,3,4,0,0,0,0
"player",21900111,"JaMychal Green",6,3,3,"1",0,0,9,1,0,0,0,0,0,2,0,2
"player",21900111,"Maurice Harkless",4,3,1,"1",0,0,1,2,0,0,0,0,0,1,0,1
"player",21900111,"Jerome Robinson",4,1,3,"1",0,0,2,1,0,0,0,0,0,1,0,1
"player",21900111,"Rodney McGruder",1,0,1,"1",0,0,0,1,0,0,0,0,0,1,0,1
"player",21900111,"Ivica Zubac",9,6,3,"0",0,0,8,0,0,0,0,0,0,0,0,0
"player",21900112,"Gordon Hayward",3,1,2,"1",0,0,20,3,0,1,0,1,0,2,0,2
"player",21900112,"Jayson Tatum",2,2,0,"0",0,0,23,4,0,0,2,2,0,0,0,0
"player",21900112,"Daniel Theis",11,10,1,"2",4,9,5,0,0,0,0,0,0,2,0,2
"player",21900112,"Jaylen Brown",7,4,3,"0",1,2,12,1,0,1,3,4,0,1,0,1
"player",21900112,"Kemba Walker",9,3,6,"0",0,0,14,1,0,0,0,0,0,0,0,0
"player",21900112,"Grant Williams",7,3,4,"1",1,3,0,1,0,1,0,1,0,1,0,1
"player",21900112,"Marcus Smart",1,1,0,"0",0,0,6,2,0,0,1,1,0,0,0,0
"player",21900112,"Robert Williams III",7,6,1,"1",2,4,7,2,0,0,0,0,1,0,1,1
"player",21900112,"Carsen Edwards",2,0,2,"0",0,0,0,0,1,2,0,2,0,0,0,0
"player",21900112,"Brad Wanamaker",0,0,0,"0",0,0,9,2,0,0,2,2,0,0,0,0
"player",21900112,"Javonte Green",1,0,1,"0",0,0,12,0,0,0,0,0,0,0,0,0
"player",21900112,"Vincent Poirier",3,1,2,"0",2,4,0,1,0,1,0,1,0,0,0,0
"player",21900112,"Semi Ojeleye",2,0,2,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900112,"Miles Bridges",9,6,3,"0",0,0,18,0,0,0,0,0,0,0,0,0
"player",21900112,"P.J. Washington",9,7,2,"1",1,2,4,0,0,1,1,2,0,1,0,1
"player",21900112,"Cody Zeller",9,8,1,"2",3,8,5,0,0,1,0,1,1,2,2,3
"player",21900112,"Dwayne Bacon",4,2,2,"0",0,0,8,2,0,0,0,0,0,0,0,0
"player",21900112,"Terry Rozier",3,1,2,"0",1,2,3,1,0,0,2,2,0,0,0,0
"player",21900112,"Devonte' Graham",5,1,4,"1",0,0,15,3,0,0,0,0,0,1,0,1
"player",21900112,"Marvin Williams",3,1,2,"0",0,0,9,2,0,0,0,0,0,0,0,0
"player",21900112,"Bismack Biyombo",6,4,2,"0",1,2,8,1,0,0,0,0,0,0,0,0
"player",21900112,"Malik Monk",2,2,0,"0",0,0,4,1,0,0,0,0,0,0,0,0
"player",21900112,"Cody Martin",3,1,2,"0",0,0,7,2,0,1,1,2,0,0,0,0
"player",21900112,"Willy Hernangomez",3,3,0,"0",0,0,5,0,0,0,0,0,0,0,0,0
"player",21900112,"Caleb Martin",1,0,1,"0",0,0,1,1,0,0,0,0,0,0,0,0
"player",21900113,"Terrance Ferguson",9,7,2,"1",0,0,6,0,0,0,0,0,0,1,0,1
"player",21900113,"Danilo Gallinari",3,2,1,"0",0,0,27,2,0,0,0,0,0,1,0,1
"player",21900113,"Steven Adams",19,19,0,"0",5,11,10,0,0,1,0,1,0,0,0,0
"player",21900113,"Shai Gilgeous-Alexander",6,3,3,"0",1,3,21,1,0,0,0,0,0,0,0,0
"player",21900113,"Chris Paul",6,4,2,"1",0,0,19,2,0,0,1,1,0,1,0,1
"player",21900113,"Hamidou Diallo",5,4,1,"0",0,0,11,5,0,0,2,2,0,1,0,1
"player",21900113,"Dennis Schroder",5,2,3,"0",0,0,11,0,0,0,1,1,0,0,0,0
"player",21900113,"Nerlens Noel",10,10,0,"1",2,4,7,5,0,0,0,0,0,3,1,3
"player",21900113,"Darius Bazley",2,0,2,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900113,"Mike Muscala",1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900113,"DeMar DeRozan",3,0,3,"0",0,0,16,2,0,0,0,0,0,0,0,0
"player",21900113,"LaMarcus Aldridge",16,15,1,"6",3,6,39,1,0,2,1,3,0,7,1,7
"player",21900113,"Trey Lyles",4,1,3,"0",2,5,8,0,0,1,0,1,0,0,0,0
"player",21900113,"Bryn Forbes",4,3,1,"0",0,0,14,0,0,0,1,1,0,0,0,0
"player",21900113,"Dejounte Murray",6,5,1,"1",0,0,17,2,0,0,0,0,0,1,1,1
"player",21900113,"Patty Mills",1,1,0,"0",0,0,10,1,0,0,0,0,0,0,0,0
"player",21900113,"Rudy Gay",5,4,1,"0",3,7,6,0,0,3,0,3,0,0,0,0
"player",21900113,"Derrick White",5,3,2,"0",1,2,8,0,0,0,0,0,0,0,0,0
"player",21900113,"Jakob Poeltl",8,7,1,"2",1,2,0,0,0,0,0,0,0,2,0,2
"player",21900113,"Marco Belinelli",3,0,3,"0",1,3,3,0,0,0,0,0,0,0,0,0
"player",21900113,"DeMarre Carroll",2,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900113,"Chimezie Metu",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900113,"Lonnie Walker IV",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900114,"Jimmy Butler",9,2,7,"0",1,3,34,2,0,1,0,1,0,1,0,1
"player",21900114,"Bam Adebayo",9,4,5,"1",3,7,15,5,0,0,2,2,0,6,1,6
"player",21900114,"Meyers Leonard",7,4,3,"1",0,0,6,0,0,0,0,0,1,1,0,2
"player",21900114,"Duncan Robinson",6,5,1,"0",1,2,6,0,0,0,0,0,0,0,0,0
"player",21900114,"Kendrick Nunn",3,2,1,"0",0,0,11,0,0,0,1,1,0,1,0,1
"player",21900114,"Goran Dragic",1,1,0,"0",0,0,25,2,0,0,0,0,0,0,0,0
"player",21900114,"Tyler Herro",4,3,1,"0",0,0,15,4,0,0,0,0,0,0,0,0
"player",21900114,"Derrick Jones Jr.",2,2,0,"1",1,2,2,0,0,0,0,0,0,1,0,1
"player",21900114,"Kelly Olynyk",10,6,4,"0",4,10,7,2,0,1,1,2,1,1,0,2
"player",21900114,"James Johnson",4,2,2,"0",0,0,3,1,0,0,0,0,0,0,0,0
"player",21900114,"Chris Silva",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900114,"Kelly Oubre Jr.",4,3,1,"0",0,0,15,1,0,0,0,0,0,0,0,0
"player",21900114,"Dario Saric",3,0,3,"0",1,2,9,2,0,2,0,2,0,0,0,0
"player",21900114,"Aron Baynes",11,8,3,"0",2,5,23,0,1,0,0,0,0,0,0,0
"player",21900114,"Devin Booker",11,8,3,"0",0,0,22,0,0,0,1,1,0,0,0,0
"player",21900114,"Ricky Rubio",4,3,1,"0",0,0,11,4,0,0,2,2,0,0,0,0
"player",21900114,"Frank Kaminsky",4,3,1,"1",3,6,3,0,0,0,0,0,0,3,0,3
"player",21900114,"Jevon Carter",3,1,2,"0",0,0,2,1,0,0,0,0,0,0,0,0
"player",21900114,"Mikal Bridges",4,4,0,"0",0,0,5,1,0,0,0,0,0,1,0,1
"player",21900114,"Cameron Johnson",2,0,2,"0",1,3,7,0,0,1,0,1,0,0,0,0
"player",21900114,"Tyler Johnson",5,1,4,"0",0,0,11,1,0,1,0,1,0,0,0,0
"player",21900114,"Elie Okobo",0,0,0,"0",1,3,0,0,0,0,0,0,0,0,0,0
"player",21900114,"Cheick Diallo",1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900115,"Rodney Hood",5,5,0,"1",0,0,5,2,0,0,0,0,0,2,1,2
"player",21900115,"Anthony Tolliver",9,4,5,"3",2,5,4,0,0,0,0,0,0,4,0,4
"player",21900115,"Hassan Whiteside",21,20,1,"0",4,8,17,3,0,0,0,0,0,0,0,0
"player",21900115,"CJ McCollum",3,2,1,"0",1,3,22,0,0,0,1,1,0,1,0,1
"player",21900115,"Damian Lillard",3,0,3,"0",0,0,22,4,0,3,2,5,0,0,0,0
"player",21900115,"Mario Hezonja",5,3,2,"2",0,0,2,3,0,0,0,0,0,3,1,3
"player",21900115,"Skal Labissiere",13,12,1,"1",6,15,4,0,0,0,0,0,0,1,0,1
"player",21900115,"Kent Bazemore",3,1,2,"0",0,0,8,2,0,0,0,0,0,0,0,0
"player",21900115,"Anfernee Simons",6,2,4,"0",0,0,17,1,0,1,1,2,0,0,0,0
"player",21900115,"Kawhi Leonard",8,3,5,"0",1,3,27,1,0,0,2,2,0,2,0,2
"player",21900115,"Patrick Patterson",6,4,2,"1",2,6,6,0,0,0,0,0,0,1,0,1
"player",21900115,"Ivica Zubac",14,13,1,"1",3,7,15,1,0,2,1,3,0,2,0,2
"player",21900115,"Landry Shamet",10,4,6,"0",0,0,8,2,0,0,1,1,0,0,0,0
"player",21900115,"Patrick Beverley",12,7,5,"0",1,2,2,3,0,0,1,1,0,0,0,0
"player",21900115,"Rodney McGruder",3,2,1,"1",1,2,0,0,0,0,1,1,0,2,1,2
"player",21900115,"Lou Williams",6,5,1,"1",0,0,26,3,0,0,0,0,0,1,0,1
"player",21900115,"JaMychal Green",1,0,1,"1",1,2,0,1,0,0,1,1,0,2,0,2
"player",21900115,"Montrezl Harrell",17,13,4,"6",5,10,15,1,0,1,2,3,0,7,3,7
"player",21900115,"Maurice Harkless",6,3,3,"0",1,2,8,0,0,0,0,0,0,0,0,0
"player",21900116,"Tony Snell",3,1,2,"0",0,0,11,3,0,2,0,2,0,1,0,1
"player",21900116,"Markieff Morris",4,4,0,"3",1,2,13,2,0,0,0,0,0,4,0,4
"player",21900116,"Andre Drummond",15,13,2,"2",6,13,15,0,0,1,0,1,0,2,1,2
"player",21900116,"Luke Kennard",6,4,2,"1",1,2,29,0,0,1,0,1,0,1,0,1
"player",21900116,"Bruce Brown",8,5,3,"2",1,3,10,5,0,0,2,2,0,2,0,2
"player",21900116,"Langston Galloway",7,5,2,"0",0,0,19,0,0,0,0,0,0,0,0,0
"player",21900116,"Christian Wood",3,3,0,"2",0,0,0,0,0,1,0,1,0,2,0,2
"player",21900116,"Svi Mykhailiuk",3,3,0,"1",0,0,7,0,0,0,0,0,0,1,0,1
"player",21900116,"Thon Maker",4,3,1,"0",1,2,2,0,0,1,2,3,0,0,0,0
"player",21900116,"T.J. Warren",1,1,0,"0",0,0,17,5,0,0,1,1,0,0,0,0
"player",21900116,"JaKarr Sampson",8,5,3,"1",0,0,10,2,0,0,0,0,0,1,0,1
"player",21900116,"Domantas Sabonis",13,12,1,"2",6,13,17,2,0,0,0,0,0,3,1,3
"player",21900116,"Malcolm Brogdon",6,2,4,"0",0,0,11,3,0,0,1,1,0,0,0,0
"player",21900116,"Aaron Holiday",8,3,5,"2",0,0,6,4,0,0,0,0,0,3,1,3
"player",21900116,"Justin Holiday",6,4,2,"0",1,2,16,0,0,0,0,0,0,0,0,0
"player",21900116,"T.J. McConnell",5,1,4,"0",0,0,17,2,0,0,1,1,0,0,0,0
"player",21900116,"Doug McDermott",5,2,3,"0",0,0,14,0,0,0,0,0,0,0,0,0
"player",21900116,"TJ Leaf",2,1,1,"0",3,7,4,1,0,0,1,1,0,1,0,1
"player",21900117,"Jae Crowder",7,5,2,"3",0,0,8,3,0,0,1,1,0,3,1,3
"player",21900117,"Jaren Jackson Jr.",15,11,4,"1",1,2,14,1,0,0,0,0,0,1,0,1
"player",21900117,"Jonas Valanciunas",10,7,3,"1",0,0,15,0,0,0,0,0,0,1,1,1
"player",21900117,"Dillon Brooks",7,4,3,"1",0,0,3,1,0,0,0,0,0,1,1,1
"player",21900117,"Ja Morant",3,1,2,"0",0,0,8,2,0,0,0,0,0,1,0,1
"player",21900117,"Tyus Jones",6,3,3,"0",0,0,9,1,0,0,0,0,0,0,0,0
"player",21900117,"Kyle Anderson",3,2,1,"0",0,0,4,0,0,0,0,0,0,0,0,0
"player",21900117,"Brandon Clarke",6,6,0,"1",2,4,13,2,0,0,2,2,0,2,1,2
"player",21900117,"Marko Guduric",5,3,2,"0",0,0,6,0,0,0,0,0,0,0,0,0
"player",21900117,"Bruno Caboclo",5,5,0,"0",1,3,0,1,0,0,0,0,0,0,0,0
"player",21900117,"Solomon Hill",4,3,1,"0",0,0,6,2,0,0,0,0,0,0,0,0
"player",21900117,"De'Anthony Melton",1,1,0,"0",0,0,0,1,0,0,0,0,0,0,0,0
"player",21900117,"Jonathan Isaac",13,10,3,"1",0,0,22,2,0,1,0,1,0,1,0,1
"player",21900117,"Aaron Gordon",1,0,1,"0",2,5,17,1,0,1,0,1,0,0,0,0
"player",21900117,"Nikola Vucevic",13,12,1,"4",8,17,23,4,0,1,1,2,0,5,2,5
"player",21900117,"Evan Fournier",6,4,2,"1",0,0,19,2,0,0,0,0,0,2,1,2
"player",21900117,"Markelle Fultz",5,4,1,"5",0,0,7,2,0,1,0,1,0,5,1,5
"player",21900117,"D.J. Augustin",2,0,2,"0",0,0,13,0,0,3,0,3,0,0,0,0
"player",21900117,"Michael Carter-Williams",4,2,2,"0",0,0,6,1,0,1,2,3,0,0,0,0
"player",21900117,"Mo Bamba",3,2,1,"2",2,4,4,1,0,0,0,0,1,2,1,3
"player",21900117,"Al-Farouq Aminu",4,2,2,"1",0,0,5,1,0,0,1,1,0,1,0,1
"player",21900117,"Wes Iwundu",2,1,1,"0",0,0,0,0,0,1,0,1,0,0,0,0
"player",21900117,"Amile Jefferson",1,1,0,"1",0,0,2,0,0,0,0,0,1,0,1,1
"player",21900117,"Khem Birch",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900118,"Cedi Osman",8,4,4,"3",0,0,11,3,0,0,1,1,0,3,0,3
"player",21900118,"Kevin Love",7,6,1,"2",0,0,16,0,0,0,2,2,0,4,2,4
