"typeResult","idGame","namePlayer","fgContested","fg2Contested","fg3Contested","boxOutsPlayerTeamRebound","screenAssist","ptsScreenAssist","pts","deflections","chargesDrawn","looseBallsRecoveredOffense","looseBallsRecoveredDefense","looseBallsRecovered","boxOutsOffense","boxOutsDefense","boxOutsPlayerTREB","boxOuts"
"player",21900200,"Tyler Johnson",3,1,2,"0",0,0,2,0,0,0,0,0,0,1,0,1
"player",21900200,"Cameron Johnson",4,3,1,"3",0,0,18,2,0,0,1,1,0,5,0,5
"player",21900200,"Elie Okobo",4,3,1,"0",1,3,4,0,0,0,0,0,0,0,0,0
"player",21900200,"Harrison Barnes",11,5,6,"1",0,0,15,2,0,1,0,1,1,3,0,4
"player",21900200,"Nemanja Bjelica",11,6,5,"2",0,0,17,4,0,1,0,1,0,4,0,4
"player",21900200,"Richaun Holmes",10,8,2,"2",7,17,20,1,0,0,2,2,1,3,1,4
"player",21900200,"Buddy Hield",5,5,0,"0",1,2,12,3,0,1,1,2,0,0,0,0
"player",21900200,"Cory Joseph",14,5,9,"0",0,0,6,1,0,0,0,0,0,0,0,0
"player",21900200,"Bogdan Bogdanovic",7,3,4,"1",0,0,31,4,0,0,0,0,0,1,0,1
"player",21900200,"Yogi Ferrell",1,0,1,"0",0,0,9,0,0,1,0,1,0,1,0,1
"player",21900200,"Dewayne Dedmon",7,6,1,"0",3,6,8,1,0,0,0,0,0,1,0,1
"player",21900200,"Justin James",2,2,0,"0",0,0,2,0,0,0,0,0,0,0,0,0
"player",21900201,"Terrance Ferguson",6,5,1,"0",1,3,3,1,0,0,0,0,0,1,0,1
"player",21900201,"Danilo Gallinari",9,8,1,"4",0,0,25,0,0,0,1,1,0,4,2,4
"player",21900201,"Steven Adams",7,4,3,"1",5,12,2,0,0,0,1,1,0,2,0,2
"player",21900201,"Shai Gilgeous-Alexander",6,3,3,"0",0,0,16,4,0,2,4,6,0,0,0,0
"player",21900201,"Chris Paul",1,0,1,"0",0,0,4,5,0,0,0,0,0,0,0,0
"player",21900201,"Nerlens Noel",5,3,2,"2",5,10,15,7,0,0,0,0,0,2,0,2
"player",21900201,"Dennis Schroder",4,3,1,"0",1,2,31,2,0,0,2,2,0,0,0,0
"player",21900201,"Darius Bazley",1,1,0,"0",0,0,2,1,0,1,0,1,0,0,0,0
"player",21900201,"Abdel Nader",6,4,2,"0",0,0,5,0,0,1,1,2,0,0,0,0
"player",21900201,"Deonte Burton",5,4,1,"0",0,0,4,1,0,0,0,0,0,0,0,0
"player",21900201,"LeBron James",0,0,0,"2",0,0,25,2,0,1,3,4,1,1,0,2
"player",21900201,"Anthony Davis",8,4,4,"1",0,0,34,5,0,3,0,3,1,2,0,3
"player",21900201,"JaVale McGee",9,8,1,"1",1,2,8,2,0,0,0,0,1,1,0,2
"player",21900201,"Danny Green",6,2,4,"2",0,0,5,2,0,0,1,1,0,2,1,2
"player",21900201,"Kentavious Caldwell-Pope",3,1,2,"0",0,0,13,2,0,1,0,1,0,1,0,1
"player",21900201,"Kyle Kuzma",1,1,0,"0",0,0,5,0,0,0,0,0,0,0,0,0
"player",21900201,"Rajon Rondo",1,0,1,"0",0,0,8,1,0,0,0,0,0,0,0,0
"player",21900201,"Quinn Cook",3,1,2,"0",0,0,3,0,0,0,0,0,0,0,0,0
"player",21900201,"Alex Caruso",7,5,2,"1",1,2,8,3,0,1,0,1,0,1,0,1
"player",21900201,"Dwight Howard",5,5,0,"2",1,2,3,1,0,0,0,0,3,0,1,3
"player",21900202,"Marcus Morris Sr.",3,0,3,"2",0,0,22,2,0,3,1,4,0,2,1,2
"player",21900202,"Julius Randle",6,4,2,"0",1,3,17,3,0,2,1,3,0,2,0,2
"player",21900202,"Taj Gibson",1,1,0,"0",3,7,11,0,0,0,0,0,0,1,0,1
"player",21900202,"RJ Barrett",6,3,3,"0",0,0,8,2,0,0,0,0,0,0,0,0
"player",21900202,"Frank Ntilikina",6,5,1,"0",0,0,17,1,0,0,0,0,0,1,0,1
"player",21900202,"Mitchell Robinson",12,7,5,"1",2,4,4,0,0,0,0,0,0,2,0,2
"player",21900202,"Bobby Portis",12,9,3,"0",2,5,7,0,0,0,1,1,0,2,0,2
"player",21900202,"Dennis Smith Jr.",4,2,2,"0",0,0,13,2,0,0,0,0,0,0,0,0
"player",21900202,"Kevin Knox II",4,1,3,"0",0,0,3,0,0,0,0,0,0,0,0,0
"player",21900202,"Damyean Dotson",4,2,2,"0",0,0,2,1,0,0,0,0,0,1,0,1
"player",21900202,"Tobias Harris",10,6,4,"0",0,0,14,0,0,0,0,0,0,0,0,0
"player",21900202,"Al Horford",10,9,1,"1",1,2,7,2,0,1,1,2,0,2,1,2
"player",21900202,"Joel Embiid",9,8,1,"3",4,9,23,1,0,0,1,1,2,1,3,3
"player",21900202,"Furkan Korkmaz",7,4,3,"0",0,0,2,1,0,0,0,0,0,0,0,0
"player",21900202,"Ben Simmons",5,4,1,"1",1,3,18,3,0,2,1,3,0,1,0,1
"player",21900202,"Shake Milton",5,2,3,"0",0,0,6,0,0,0,2,2,0,0,0,0
"player",21900202,"Mike Scott",7,7,0,"0",0,0,12,1,0,0,0,0,0,0,0,0
"player",21900202,"James Ennis III",6,5,1,"1",0,0,11,2,0,2,0,2,0,1,0,1
"player",21900202,"Trey Burke",3,0,3,"0",0,0,9,0,1,1,0,1,0,0,0,0
"player",21900202,"Matisse Thybulle",5,2,3,"0",0,0,7,2,0,0,0,0,0,1,0,1
"player",21900203,"DeMar DeRozan",3,2,1,"0",0,0,31,0,0,0,1,1,0,2,0,2
"player",21900203,"LaMarcus Aldridge",11,5,6,"8",4,10,12,3,0,0,0,0,3,5,5,8
"player",21900203,"Jakob Poeltl",17,12,5,"0",2,4,11,1,0,0,0,0,0,2,0,2
"player",21900203,"Bryn Forbes",3,2,1,"0",1,2,19,3,0,0,1,1,0,0,0,0
"player",21900203,"Patty Mills",6,4,2,"0",0,0,16,3,1,1,0,1,0,0,0,0
"player",21900203,"Rudy Gay",7,5,2,"2",0,0,18,0,0,2,0,2,1,2,1,3
"player",21900203,"Dejounte Murray",8,5,3,"0",0,0,15,3,0,3,0,3,0,0,0,0
"player",21900203,"Marco Belinelli",0,0,0,"0",0,0,10,1,0,0,0,0,0,0,0,0
"player",21900203,"Trey Lyles",3,2,1,"1",0,0,0,1,0,0,1,1,0,1,0,1
"player",21900203,"DeMarre Carroll",3,1,2,"1",0,0,0,1,0,0,0,0,0,1,1,1
"player",21900203,"Troy Brown Jr.",5,3,2,"0",0,0,5,1,0,1,1,2,0,1,0,1
"player",21900203,"Rui Hachimura",6,4,2,"3",1,2,15,0,0,0,0,0,0,5,0,5
"player",21900203,"Thomas Bryant",8,7,1,"2",3,7,11,1,0,1,0,1,0,2,1,2
"player",21900203,"Bradley Beal",4,0,4,"0",0,0,33,1,0,1,0,1,0,0,0,0
"player",21900203,"Isaiah Thomas",2,1,1,"0",0,0,11,0,0,0,0,0,0,0,0,0
"player",21900203,"Davis Bertans",9,7,2,"1",1,2,21,2,0,1,0,1,0,2,0,2
"player",21900203,"Jordan McRae",4,2,2,"0",0,0,8,1,0,0,0,0,0,0,0,0
"player",21900203,"Ish Smith",4,3,1,"0",0,0,21,3,1,0,2,2,0,1,0,1
"player",21900203,"Moritz Wagner",13,10,3,"2",3,8,13,5,0,2,2,4,0,5,1,5
"player",21900203,"CJ Miles",9,6,3,"0",2,4,0,3,0,1,2,3,0,0,0,0
"player",21900204,"Wesley Matthews",6,4,2,"1",0,0,10,2,0,0,1,1,0,1,0,1
"player",21900204,"Giannis Antetokounmpo",6,2,4,"2",1,2,33,1,0,1,1,2,1,2,1,3
"player",21900204,"Brook Lopez",16,12,4,"6",2,5,12,3,0,0,0,0,0,7,1,7
"player",21900204,"Donte DiVincenzo",3,2,1,"0",0,0,11,2,0,0,2,2,0,0,0,0
"player",21900204,"Eric Bledsoe",4,3,1,"0",0,0,28,1,0,2,0,2,0,0,0,0
"player",21900204,"Sterling Brown",5,2,3,"0",0,0,8,0,0,0,1,1,0,0,0,0
"player",21900204,"D.J. Wilson",7,3,4,"1",2,5,2,0,0,0,0,0,0,3,1,3
"player",21900204,"George Hill",5,2,3,"0",0,0,9,1,0,0,1,1,1,0,0,1
"player",21900204,"Robin Lopez",18,17,1,"2",2,4,9,0,0,1,1,2,0,8,0,8
"player",21900204,"Pat Connaughton",4,2,2,"0",0,0,7,0,0,0,0,0,0,0,0,0
"player",21900204,"Kyle Korver",4,3,1,"0",0,0,6,1,0,0,0,0,0,0,0,0
"player",21900204,"De'Andre Hunter",1,0,1,"0",0,0,27,1,0,0,0,0,0,0,0,0
"player",21900204,"Jabari Parker",10,4,6,"1",1,2,14,3,0,0,0,0,0,3,1,3
"player",21900204,"Damian Jones",5,4,1,"5",4,9,8,0,0,0,1,1,1,5,2,6
"player",21900204,"Cam Reddish",6,1,5,"0",1,2,17,2,0,0,1,1,0,0,0,0
"player",21900204,"Trae Young",8,3,5,"0",0,0,25,2,0,3,3,6,0,0,0,0
"player",21900204,"Bruno Fernando",5,3,2,"0",4,8,4,0,0,1,0,1,0,0,0,0
"player",21900204,"Vince Carter",6,0,6,"3",1,3,13,1,0,0,0,0,0,4,0,4
"player",21900204,"DeAndre' Bembry",2,2,0,"0",0,0,2,2,0,0,1,1,0,0,0,0
"player",21900204,"Allen Crabbe",5,1,4,"0",0,0,10,1,0,0,0,0,0,0,0,0
"player",21900204,"Evan Turner",1,0,1,"2",0,0,7,0,0,0,0,0,0,2,0,2
"player",21900204,"Alex Len",4,1,3,"1",1,3,0,0,0,0,0,0,0,5,0,5
"player",21900205,"Miles Bridges",11,8,3,"1",0,0,12,2,0,1,0,1,0,1,0,1
"player",21900205,"P.J. Washington",5,0,5,"0",0,0,5,1,0,0,0,0,0,0,0,0
"player",21900205,"Cody Zeller",6,4,2,"2",4,11,5,0,0,0,0,0,1,3,1,4
"player",21900205,"Devonte' Graham",6,1,5,"0",0,0,17,1,0,0,0,0,0,0,0,0
"player",21900205,"Terry Rozier",3,1,2,"0",0,0,18,1,0,3,2,5,0,0,0,0
"player",21900205,"Malik Monk",5,3,2,"0",0,0,13,2,0,1,0,1,0,0,0,0
"player",21900205,"Nicolas Batum",7,3,4,"0",0,0,3,0,0,0,0,0,0,0,0,0
"player",21900205,"Marvin Williams",14,7,7,"0",2,5,2,0,0,0,0,0,0,2,0,2
"player",21900205,"Bismack Biyombo",6,4,2,"3",1,3,10,3,0,0,0,0,0,4,2,4
"player",21900205,"Dwayne Bacon",4,2,2,"0",0,0,6,3,0,0,1,1,0,0,0,0
"player",21900205,"Joe Harris",6,3,3,"2",0,0,8,0,0,0,1,1,0,2,0,2
"player",21900205,"Taurean Prince",5,3,2,"2",0,0,20,2,0,0,1,1,0,3,1,3
"player",21900205,"Jarrett Allen",16,10,6,"0",0,0,22,1,0,2,2,4,0,0,0,0
"player",21900205,"Garrett Temple",6,4,2,"0",0,0,4,3,0,2,0,2,0,0,0,0
"player",21900205,"Spencer Dinwiddie",7,2,5,"0",0,0,20,2,0,0,1,1,0,0,0,0
"player",21900205,"Dzanan Musa",2,2,0,"0",0,0,4,2,0,1,0,1,0,0,0,0
"player",21900205,"Iman Shumpert",0,0,0,"1",0,0,4,3,0,0,0,0,0,2,0,2
"player",21900205,"DeAndre Jordan",6,6,0,"1",0,0,14,0,0,0,1,1,0,1,0,1
"player",21900205,"Theo Pinson",5,1,4,"0",0,0,5,3,0,0,0,0,0,0,0,0
"player",21900206,"Cedi Osman",6,2,4,"0",0,0,3,2,0,0,2,2,0,0,0,0
"player",21900206,"Kevin Love",6,3,3,"2",2,5,25,0,0,1,0,1,1,2,2,3
"player",21900206,"Larry Nance Jr.",3,2,1,"1",1,2,16,3,0,0,0,0,1,1,1,2
"player",21900206,"Darius Garland",4,1,3,"0",1,2,10,1,0,0,0,0,0,0,0,0
"player",21900206,"Collin Sexton",6,4,2,"0",0,0,19,1,0,0,1,1,0,1,0,1
"player",21900206,"Matthew Dellavedova",4,2,2,"1",0,0,0,1,0,0,0,0,0,1,0,1
"player",21900206,"Ante Zizic",5,4,1,"2",1,2,6,0,0,0,0,0,0,4,1,4
"player",21900206,"Jordan Clarkson",4,3,1,"0",0,0,12,0,0,1,3,4,0,0,0,0
"player",21900206,"Kevin Porter Jr.",7,2,5,"0",0,0,7,3,0,0,1,1,0,0,0,0
"player",21900206,"Alfonzo McKinnie",2,1,1,"0",0,0,0,3,0,0,1,1,0,0,0,0
"player",21900206,"Dean Wade",3,1,2,"0",1,3,0,0,0,0,0,0,0,0,0,0
"player",21900206,"Tyler Cook",0,0,0,"0",1,2,2,0,0,0,0,0,0,0,0,0
"player",21900206,"Jimmy Butler",8,5,3,"5",0,0,21,2,0,0,1,1,1,5,0,6
"player",21900206,"Bam Adebayo",11,1,10,"1",6,13,13,4,0,2,2,4,0,1,1,1
"player",21900206,"Meyers Leonard",7,5,2,"0",0,0,0,0,0,0,0,0,0,1,0,1
"player",21900206,"Duncan Robinson",5,4,1,"2",1,2,29,1,0,0,0,0,0,2,0,2
"player",21900206,"Kendrick Nunn",6,4,2,"0",0,0,11,1,0,0,1,1,0,0,0,0
"player",21900206,"Goran Dragic",8,4,4,"0",0,0,13,0,0,0,0,0,0,0,0,0
"player",21900206,"Tyler Herro",4,3,1,"1",0,0,22,0,0,0,0,0,0,1,0,1
"player",21900206,"Kelly Olynyk",7,5,2,"0",1,2,10,3,0,0,1,1,0,1,0,1
"player",21900206,"Chris Silva",5,3,2,"2",2,5,2,1,0,2,1,3,1,1,1,2
"player",21900206,"Udonis Haslem",1,1,0,"0",2,4,3,0,0,0,0,0,0,1,0,1
"player",21900207,"Jonathan Isaac",14,13,1,"0",0,0,16,3,0,1,1,2,1,0,0,1
"player",21900207,"Aaron Gordon",2,2,0,"0",0,0,2,2,0,0,2,2,0,0,0,0
"player",21900207,"Nikola Vucevic",6,5,1,"0",1,2,3,0,0,0,0,0,0,0,0,0
"player",21900207,"Evan Fournier",4,4,0,"3",0,0,21,3,0,1,0,1,0,3,0,3
"player",21900207,"Markelle Fultz",3,1,2,"0",0,0,12,2,0,1,1,2,0,0,0,0
"player",21900207,"Al-Farouq Aminu",12,6,6,"1",1,2,3,2,0,0,0,0,1,2,0,3
"player",21900207,"D.J. Augustin",4,1,3,"0",0,0,4,1,0,2,0,2,0,0,0,0
"player",21900207,"Terrence Ross",6,5,1,"0",0,0,14,1,0,0,0,0,0,0,0,0
"player",21900207,"Mo Bamba",7,6,1,"0",1,2,3,0,0,0,0,0,0,0,0,0
"player",21900207,"Khem Birch",3,2,1,"1",4,9,12,1,0,0,0,0,1,2,1,3
"player",21900207,"Wes Iwundu",2,0,2,"1",0,0,7,1,0,0,0,0,0,1,1,1
"player",21900207,"Melvin Frazier Jr.",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900207,"Josh Magette",1,1,0,"0",0,0,0,1,0,0,0,0,0,0,0,0
"player",21900207,"OG Anunoby",4,3,1,"0",0,0,9,2,0,0,0,0,0,0,0,0
"player",21900207,"Pascal Siakam",10,7,3,"4",2,5,18,2,0,2,3,5,0,5,0,5
"player",21900207,"Marc Gasol",15,13,2,"4",4,8,5,2,0,0,1,1,0,6,2,6
"player",21900207,"Norman Powell",8,2,6,"0",0,0,15,1,0,0,0,0,0,0,0,0
"player",21900207,"Fred VanVleet",1,0,1,"0",0,0,24,6,0,1,1,2,0,0,0,0
"player",21900207,"Rondae Hollis-Jefferson",7,3,4,"4",2,6,6,3,0,0,1,1,0,5,1,5
"player",21900207,"Terence Davis",4,1,3,"0",0,0,19,3,0,0,1,1,0,1,0,1
"player",21900207,"Chris Boucher",10,9,1,"1",0,0,14,0,0,1,0,1,0,1,1,1
"player",21900207,"Matt Thomas",0,0,0,"0",1,2,0,0,0,0,0,0,0,1,0,1
"player",21900207,"Malcolm Miller",1,1,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900207,"Dewan Hernandez",3,3,0,"1",0,0,0,0,0,0,0,0,0,1,0,1
"player",21900207,"Oshae Brissett",0,0,0,"0",0,0,3,0,0,0,0,0,0,0,0,0
"player",21900208,"Glenn Robinson III",7,3,4,"0",0,0,5,0,0,0,1,1,0,0,0,0
"player",21900208,"Eric Paschall",7,5,2,"0",0,0,22,2,0,0,1,1,0,0,0,0
"player",21900208,"Willie Cauley-Stein",8,5,3,"0",3,6,7,4,0,0,1,1,0,0,0,0
"player",21900208,"Alec Burks",3,1,2,"0",0,0,11,3,0,0,0,0,0,0,0,0
"player",21900208,"Ky Bowman",9,3,6,"1",0,0,16,2,0,0,1,1,0,1,0,1
"player",21900208,"Jordan Poole",3,2,1,"0",0,0,11,0,0,0,0,0,0,0,0,0
"player",21900208,"Omari Spellman",6,3,3,"1",7,15,11,1,0,0,0,0,1,2,1,3
"player",21900208,"Marquese Chriss",11,8,3,"1",0,0,11,4,0,1,0,1,0,6,0,6
"player",21900208,"Dorian Finney-Smith",9,7,2,"0",1,3,5,1,0,0,0,0,0,0,0,0
"player",21900208,"Kristaps Porzingis",13,13,0,"1",1,2,14,0,0,1,1,2,0,1,0,1
"player",21900208,"Dwight Powell",19,13,6,"1",1,3,6,2,0,0,1,1,0,2,1,2
"player",21900208,"Tim Hardaway Jr.",1,1,0,"0",1,2,20,0,0,0,0,0,0,0,0,0
"player",21900208,"Luka Doncic",3,2,1,"0",0,0,35,4,0,0,0,0,0,0,0,0
"player",21900208,"Maxi Kleber",3,2,1,"2",2,4,3,0,0,0,0,0,0,2,1,2
"player",21900208,"Delon Wright",1,1,0,"0",0,0,6,2,0,0,0,0,0,0,0,0
"player",21900208,"Justin Jackson",5,3,2,"0",1,3,7,0,0,0,0,0,0,2,0,2
"player",21900208,"Boban Marjanovic",10,7,3,"1",5,14,10,0,0,1,0,1,0,3,0,3
"player",21900208,"Jalen Brunson",7,4,3,"0",0,0,15,1,0,1,1,2,0,1,0,1
"player",21900208,"Ryan Broekhoff",3,3,0,"0",0,0,9,1,0,1,0,1,0,0,0,0
"player",21900208,"Courtney Lee",3,2,1,"1",0,0,12,2,0,0,0,0,0,1,0,1
"player",21900209,"Langston Galloway",12,9,3,"0",1,2,13,2,0,1,2,3,0,0,0,0
"player",21900209,"Blake Griffin",5,3,2,"2",0,0,16,2,0,0,0,0,0,2,1,2
"player",21900209,"Andre Drummond",13,12,1,"0",0,0,6,3,1,0,0,0,0,0,0,0
"player",21900209,"Luke Kennard",3,2,1,"0",0,0,14,2,0,1,0,1,0,0,0,0
"player",21900209,"Bruce Brown",8,5,3,"0",0,0,2,3,0,1,0,1,0,2,0,2
"player",21900209,"Derrick Rose",5,4,1,"0",0,0,18,1,0,1,0,1,0,0,0,0
"player",21900209,"Markieff Morris",0,0,0,"0",0,0,5,1,0,0,0,0,0,0,0,0
"player",21900209,"Thon Maker",2,1,1,"0",1,3,0,0,0,0,0,0,0,2,0,2
"player",21900209,"Svi Mykhailiuk",5,3,2,"0",0,0,3,0,0,0,0,0,0,0,0,0
"player",21900209,"Christian Wood",9,8,1,"0",1,2,12,0,0,1,0,1,0,0,0,0
"player",21900209,"Shaquille Harrison",5,1,4,"0",0,0,15,4,0,2,1,3,0,0,0,0
"player",21900209,"Lauri Markkanen",9,5,4,"1",0,0,24,1,0,0,0,0,0,2,0,2
"player",21900209,"Wendell Carter Jr.",7,6,1,"2",1,3,12,2,0,1,1,2,0,5,1,5
"player",21900209,"Zach LaVine",4,2,2,"0",1,2,5,1,0,0,0,0,0,0,0,0
"player",21900209,"Tomas Satoransky",4,3,1,"0",1,2,15,5,0,0,0,0,0,0,0,0
"player",21900209,"Coby White",6,2,4,"0",0,0,12,2,0,0,0,0,0,0,0,0
"player",21900209,"Kris Dunn",6,2,4,"0",0,0,6,1,0,0,1,1,0,2,0,2
"player",21900209,"Thaddeus Young",2,0,2,"0",0,0,9,1,0,0,0,0,0,0,0,0
"player",21900209,"Daniel Gafford",9,6,3,"0",0,0,2,0,0,0,0,0,0,0,0,0
"player",21900209,"Ryan Arcidiacono",3,1,2,"0",0,0,9,1,1,0,0,0,0,0,0,0
"player",21900210,"Bojan Bogdanovic",7,1,6,"0",0,0,30,1,0,0,0,0,0,2,0,2
"player",21900210,"Royce O'Neale",8,2,6,"1",2,6,3,3,0,0,1,1,0,2,0,2
"player",21900210,"Rudy Gobert",21,15,6,"3",6,13,12,3,0,0,0,0,1,2,2,3
"player",21900210,"Donovan Mitchell",7,3,4,"2",0,0,26,5,0,1,0,1,0,2,1,2
"player",21900210,"Mike Conley",4,3,1,"0",1,3,16,2,0,1,0,1,0,0,0,0
"player",21900210,"Joe Ingles",3,1,2,"1",0,0,3,5,0,0,1,1,0,1,0,1
"player",21900210,"Jeff Green",8,5,3,"1",1,2,10,0,0,0,0,0,0,2,0,2
"player",21900210,"Emmanuel Mudiay",3,0,3,"1",0,0,2,3,0,0,0,0,0,1,1,1
"player",21900210,"Dante Exum",2,1,1,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900210,"Georges Niang",0,0,0,"0",0,0,1,0,0,0,0,0,0,0,0,0
"player",21900210,"Treveon Graham",5,2,3,"0",0,0,8,0,0,1,0,1,0,1,0,1
"player",21900210,"Robert Covington",8,5,3,"1",0,0,11,2,0,1,0,1,0,2,0,2
"player",21900210,"Karl-Anthony Towns",12,9,3,"2",7,16,14,0,0,1,1,2,0,4,1,4
"player",21900210,"Andrew Wiggins",7,3,4,"0",0,0,22,1,0,1,2,3,0,0,0,0
"player",21900210,"Jeff Teague",8,3,5,"0",2,6,12,2,0,1,0,1,0,0,0,0
"player",21900210,"Josh Okogie",6,5,1,"0",0,0,4,1,0,1,0,1,0,0,0,0
"player",21900210,"Jarrett Culver",9,6,3,"1",0,0,10,1,0,2,0,2,1,0,0,1
"player",21900210,"Kelan Martin",3,2,1,"2",0,0,10,2,0,0,0,0,0,3,1,3
"player",21900210,"Gorgui Dieng",7,6,1,"1",2,5,1,1,1,1,1,2,0,2,0,2
"player",21900210,"Keita Bates-Diop",3,0,3,"0",0,0,3,0,0,0,0,0,0,0,0,0
"player",21900211,"Danuel House Jr.",3,2,1,"1",0,0,5,0,0,1,0,1,0,2,0,2
"player",21900211,"P.J. Tucker",6,4,2,"0",0,0,5,1,1,1,0,1,0,0,0,0
"player",21900211,"Clint Capela",19,13,6,"2",2,5,12,4,0,1,0,1,0,2,2,2
"player",21900211,"James Harden",7,4,3,"1",0,0,27,5,0,1,0,1,0,1,1,1
"player",21900211,"Russell Westbrook",4,3,1,"0",0,0,25,2,0,1,0,1,0,0,0,0
"player",21900211,"Austin Rivers",9,7,2,"0",0,0,7,0,0,1,0,1,0,1,0,1
"player",21900211,"Tyson Chandler",3,3,0,"0",1,3,2,1,0,0,0,0,0,0,0,0
"player",21900211,"Ben McLemore",1,1,0,"0",1,3,6,0,0,0,1,1,1,1,0,2
"player",21900211,"Thabo Sefolosha",5,2,3,"1",1,3,0,1,0,0,0,0,0,2,1,2
"player",21900211,"Chris Clemons",1,0,1,"0",0,0,4,0,0,0,2,2,0,0,0,0
"player",21900211,"Isaiah Hartenstein",2,1,1,"0",0,0,2,1,0,0,0,0,0,0,0,0
"player",21900211,"Will Barton",8,2,6,"0",0,0,15,2,0,1,1,2,0,0,0,0
"player",21900211,"Paul Millsap",6,3,3,"2",0,0,11,3,0,0,0,0,0,2,1,2
"player",21900211,"Nikola Jokic",5,4,1,"5",5,12,27,0,1,0,0,0,2,5,2,7
"player",21900211,"Gary Harris",2,0,2,"0",1,3,10,2,0,0,0,0,0,0,0,0
"player",21900211,"Jamal Murray",7,3,4,"1",0,0,10,4,0,1,1,2,0,1,0,1
"player",21900211,"Jerami Grant",4,1,3,"2",0,0,9,1,0,1,1,2,0,2,1,2
"player",21900211,"Monte Morris",3,2,1,"1",0,0,3,0,0,0,1,1,0,1,1,1
"player",21900211,"Mason Plumlee",2,1,1,"1",1,2,4,0,0,0,0,0,0,1,0,1
"player",21900211,"Juancho Hernangomez",6,1,5,"1",0,0,8,1,0,0,0,0,0,1,0,1
"player",21900211,"Torrey Craig",9,5,4,"0",0,0,8,2,0,0,1,1,0,0,0,0
"player",21900212,"Jaylen Brown",11,6,5,"0",1,2,9,5,0,2,2,4,0,1,0,1
"player",21900212,"Jayson Tatum",6,4,2,"0",0,0,30,2,0,0,3,3,0,2,0,2
"player",21900212,"Daniel Theis",10,7,3,"10",9,21,8,6,0,1,0,1,2,11,5,13
"player",21900212,"Marcus Smart",11,2,9,"0",0,0,15,3,0,0,2,2,0,1,0,1
"player",21900212,"Kemba Walker",9,4,5,"1",0,0,13,2,0,1,2,3,0,1,1,1
"player",21900212,"Brad Wanamaker",4,2,2,"0",1,2,14,3,0,0,1,1,0,0,0,0
"player",21900212,"Enes Kanter",2,1,1,"1",3,7,8,1,0,1,0,1,1,2,1,3
"player",21900212,"Semi Ojeleye",4,4,0,"0",0,0,0,0,0,0,1,1,0,0,0,0
"player",21900212,"Grant Williams",6,1,5,"1",1,3,3,1,0,1,0,1,1,1,0,2
"player",21900212,"Robert Williams III",1,1,0,"0",2,5,4,0,0,1,0,1,0,1,0,1
"player",21900212,"Kawhi Leonard",14,8,6,"1",0,0,17,7,0,0,1,1,0,2,0,2
"player",21900212,"Maurice Harkless",3,2,1,"0",0,0,3,3,0,0,1,1,0,0,0,0
"player",21900212,"Ivica Zubac",9,8,1,"1",5,11,5,3,0,0,0,0,0,3,1,3
"player",21900212,"Paul George",5,3,2,"2",1,2,25,2,0,0,2,2,0,2,1,2
"player",21900212,"Patrick Beverley",12,6,6,"0",1,3,14,7,0,2,3,5,1,0,0,1
"player",21900212,"Lou Williams",7,2,5,"0",0,0,27,2,0,0,1,1,0,0,0,0
"player",21900212,"JaMychal Green",4,2,2,"2",1,2,10,0,0,0,0,0,1,4,1,5
"player",21900212,"Montrezl Harrell",13,11,2,"4",3,7,6,1,0,0,1,1,1,5,0,6
"player",21900212,"Rodney McGruder",3,1,2,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900212,"Terance Mann",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900212,"Jerome Robinson",0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0
"player",21900213,"Rodney Hood",6,3,3,"2",0,0,11,3,0,0,1,1,0,2,0,2
"player",21900213,"Carmelo Anthony",5,0,5,"3",3,8,18,0,0,1,0,1,0,5,3,5
"player",21900213,"Anthony Tolliver",11,7,4,"2",9,20,8,1,0,0,0,0,0,5,0,5
"player",21900213,"CJ McCollum",8,7,1,"0",1,2,37,2,0,0,0,0,0,1,0,1
"player",21900213,"Gary Trent Jr.",5,2,3,"0",0,0,13,3,0,0,1,1,0,0,0,0
"player",21900213,"Nassir Little",2,2,0,"1",1,3,12,0,0,0,1,1,0,2,0,2
"player",21900213,"Anfernee Simons",3,0,3,"2",2,4,6,0,0,1,1,2,0,3,0,3
"player",21900213,"Skal Labissiere",22,16,6,"0",6,14,22,2,0,0,0,0,1,3,0,4
"player",21900213,"Kent Bazemore",5,1,4,"2",0,0,2,2,0,0,0,0,0,2,2,2
"player",21900213,"Mario Hezonja",4,1,3,"0",0,0,0,0,0,0,0,0,0,1,0,1
"player",21900213,"Wesley Matthews",1,1,0,"0",0,0,12,0,0,0,0,0,0,2,0,2
"player",21900213,"Giannis Antetokounmpo",11,9,2,"2",2,4,24,3,0,1,1,2,1,4,0,5
"player",21900213,"Brook Lopez",23,14,9,"3",5,11,10,1,0,0,0,0,0,4,0,4
"player",21900213,"Donte DiVincenzo",3,1,2,"0",2,6,16,1,0,0,0,0,0,0,0,0
"player",21900213,"Eric Bledsoe",9,4,5,"0",0,0,30,0,0,0,1,1,0,0,0,0
